♠A,♣2,♥8,♣Q,♥2 | Pair
♥6,♣4,♥2,♠8,♠4 | Pair
♥6,♣4,♥2,♥4,♠Q | Pair
♥6,♣4,♥2,♥4,♠4 | Full House
♥6,♣4,♥2,♠Q,♠4 | Pair
♥6,♣4,♥K,♠8,♥4 | Pair
♥6,♣4,♥K,♠8,♠4 | Pair
♥6,♣4,♥K,♥4,♠Q | Pair
♥6,♣4,♥K,♥4,♠4 | Full House
♥6,♣4,♥K,♠Q,♠4 | Pair
♥6,♣4,♠8,♥4,♠Q | Pair
♥6,♣4,♠8,♥4,♠4 | Full House
♥6,♣4,♠8,♠Q,♠4 | Pair
♥6,♣4,♥4,♠Q,♠4 | Full House
♥6,♥2,♥K,♥4,♠4 | Pair
♥6,♥2,♠8,♥4,♠4 | Pair
♥6,♥2,♥4,♠Q,♠4 | Pair
♥6,♥K,♠8,♥4,♠4 | Pair
♥6,♥K,♥4,♠Q,♠4 | Pair
♥6,♠8,♥4,♠Q,♠4 | Pair
♥T,♣4,♥2,♥K,♥4 | Pair
♥T,♣4,♥2,♥K,♠4 | Pair
♥T,♣4,♥2,♠8,♥4 | Pair
♥T,♣4,♥2,♠8,♠4 | Pair
♥T,♣4,♥2,♥4,♠Q | Pair
♥T,♣4,♥2,♥4,♠4 | Full House
♥T,♣4,♥2,♠Q,♠4 | Pair
♥T,♣4,♥K,♠8,♥4 | Pair
♥T,♣4,♥K,♠8,♠4 | Pair
♥T,♣4,♥K,♥4,♠Q | Pair
♥T,♣4,♥K,♥4,♠4 | Full House
♥T,♣4,♥K,♠Q,♠4 | Pair
♥T,♣4,♠8,♥4,♠Q | Pair
♥T,♣4,♠8,♥4,♠4 | Full House
♥T,♣4,♠8,♠Q,♠4 | Pair
♥T,♣4,♥4,♠Q,♠4 | Full House
♥T,♥2,♥K,♥4,♠4 | Pair
♥T,♥2,♠8,♥4,♠4 | Pair
♥T,♥2,♥4,♠Q,♠4 | Pair
♥T,♥K,♠8,♥4,♠4 | Pair
♥T,♥K,♥4,♠Q,♠4 | Pair
♥T,♠8,♥4,♠Q,♠4 | Pair
♣4,♥2,♥K,♠8,♥4 | Pair
♣4,♥2,♥K,♠8,♠4 | Pair
♣4,♥2,♥K,♥4,♠Q | Pair
♣4,♥2,♥K,♥4,♠4 | Full House
♣4,♥2,♥K,♠Q,♠4 | Pair
♣4,♥2,♠8,♥4,♠Q | Pair
♣4,♥2,♠8,♥4,♠4 | Full House
♣4,♥2,♠8,♠Q,♠4 | Pair
♣4,♥2,♥4,♠Q,♠4 | Full House
♣4,♥K,♠8,♥4,♠Q | Pair
♣4,♥K,♠8,♥4,♠4 | Full House
♣4,♥K,♠8,♠Q,♠4 | Pair
♣4,♥K,♥4,♠Q,♠4 | Full House
♣4,♠8,♥4,♠Q,♠4 | Full House
♥2,♥K,♠8,♥4,♠4 | Pair
♥2,♥K,♥4,♠Q,♠4 | Pair
♥2,♠8,♥4,♠Q,♠4 | Pair
♥K,♠8,♥4,♠Q,♠4 | Pair
