♣T,♥A,♠7,♥J,♦7 | Pair
♠7,♣3,♦9,♠9,♠6 | Pair
♠7,♣7,♥Q,♦3,♥T | Pair
♠7,♣7,♥Q,♦3,♦9 | Pair
♠7,♣7,♥Q,♦3,♠9 | Pair
♠7,♣7,♥Q,♦3,♠6 | Pair
♠7,♣7,♥Q,♥T,♦9 | Pair
♠7,♣7,♥Q,♥T,♠9 | Pair
♠7,♣7,♥Q,♥T,♠6 | Pair
♠7,♣7,♥Q,♦9,♠9 | Two Pairs
♠7,♣7,♥Q,♦9,♠6 | Pair
♠7,♣7,♥Q,♠9,♠6 | Pair
♠7,♣7,♦3,♥T,♦9 | Pair
♠7,♣7,♦3,♥T,♠9 | Pair
♠7,♣7,♦3,♥T,♠6 | Pair
♠7,♣7,♦3,♦9,♠9 | Two Pairs
♠7,♣7,♦3,♦9,♠6 | Pair
♠7,♣7,♦3,♠9,♠6 | Pair
♠7,♣7,♥T,♦9,♠9 | Two Pairs
♠7,♣7,♥T,♦9,♠6 | Pair
♠7,♣7,♥T,♠9,♠6 | Pair
♠7,♣7,♦9,♠9,♠6 | Two Pairs
♠7,♥Q,♦3,♦9,♠9 | Pair
♠7,♥Q,♥T,♦9,♠9 | Pair
♠7,♥Q,♦9,♠9,♠6 | Pair
♠7,♦3,♥T,♦9,♠9 | Pair
♠7,♦3,♦9,♠9,♠6 | Pair
♠7,♥T,♦9,♠9,♠6 | Pair
♥J,♣5,♣9,♦7,♣7 | Pair
♥J,♣5,♣9,♦7,♦9 | Pair
♥J,♣5,♣9,♦7,♠9 | Pair
♥J,♣5,♣9,♦K,♦9 | Pair
♥J,♣5,♣9,♦K,♠9 | Pair
♥J,♣5,♣9,♣3,♦3 | Pair
♥J,♣5,♣9,♣3,♦9 | Pair
♥J,♣5,♣9,♣3,♠9 | Pair
♥J,♣5,♣9,♣7,♦9 | Pair
♥J,♣5,♣9,♣7,♠9 | Pair
♥J,♣5,♣9,♥Q,♦9 | Pair
♥J,♣5,♣9,♥Q,♠9 | Pair
♥J,♣5,♣9,♦3,♦9 | Pair
♥J,♣5,♣9,♦3,♠9 | Pair
♥J,♣5,♣9,♥T,♦9 | Pair
♥J,♣5,♣9,♥T,♠9 | Pair
♥J,♣5,♣9,♦9,♠9 | Full House
♥J,♣5,♣9,♦9,♠6 | Pair
♥J,♣5,♣9,♠9,♠6 | Pair
♥J,♣5,♦7,♦K,♣7 | Pair
♥J,♣5,♦7,♣3,♣7 | Pair
♥J,♣5,♦7,♣3,♦3 | Pair
♥J,♣5,♦7,♣7,♥Q | Pair
♥J,♣5,♦7,♣7,♦3 | Pair
♥J,♣5,♦7,♣7,♥T | Pair
♥J,♣5,♦7,♣7,♦9 | Pair
♥J,♣5,♦7,♣7,♠9 | Pair
♥J,♣5,♦7,♣7,♠6 | Pair
♥J,♣5,♦7,♦9,♠9 | Pair
♥J,♣5,♦K,♣3,♦3 | Pair
♥J,♣5,♦K,♦9,♠9 | Pair
♥J,♣5,♣3,♣7,♦3 | Pair
♥J,♣5,♣3,♥Q,♦3 | Pair
♥J,♣5,♣3,♦3,♥T | Pair
♥J,♣5,♣3,♦3,♦9 | Pair
♥J,♣5,♣3,♦3,♠9 | Pair
♥J,♣5,♣3,♦3,♠6 | Pair
♥J,♣5,♣3,♦9,♠9 | Pair
♥J,♣5,♣7,♦9,♠9 | Pair
♥J,♣5,♥Q,♦9,♠9 | Pair
♥J,♣5,♦3,♦9,♠9 | Pair
♥J,♣5,♥T,♦9,♠9 | Pair
♥J,♣5,♦9,♠9,♠6 | Pair
♥J,♣9,♦7,♦K,♣7 | Pair
♥J,♣9,♦7,♦K,♦9 | Pair
♥J,♣9,♦7,♦K,♠9 | Pair
♥J,♣9,♦7,♣3,♣7 | Pair
♥J,♣9,♦7,♣3,♦3 | Pair
♥J,♣9,♦7,♣3,♦9 | Pair
♥J,♣9,♦7,♣3,♠9 | Pair
♥J,♣9,♦7,♣7,♥Q | Pair
♥J,♣9,♦7,♣7,♦3 | Pair
♥J,♣9,♦7,♣7,♥T | Pair
♥J,♣9,♦7,♣7,♦9 | Two Pairs
♥J,♣9,♦7,♣7,♠9 | Two Pairs
♥J,♣9,♦7,♣7,♠6 | Pair
♥J,♣9,♦7,♥Q,♦9 | Pair
♥J,♣9,♦7,♥Q,♠9 | Pair
♥J,♣9,♦7,♦3,♦9 | Pair
♥J,♣9,♦7,♦3,♠9 | Pair
♥J,♣9,♦7,♥T,♦9 | Pair
♥J,♣9,♦7,♥T,♠9 | Pair
♥J,♣9,♦7,♦9,♠9 | Full House
♥J,♣9,♦7,♦9,♠6 | Pair
♥J,♣9,♦7,♠9,♠6 | Pair
♥J,♣9,♦K,♣3,♦3 | Pair
♥J,♣9,♦K,♣3,♦9 | Pair
♥J,♣9,♦K,♣3,♠9 | Pair
♥J,♣9,♦K,♣7,♦9 | Pair
♥J,♣9,♦K,♣7,♠9 | Pair
♥J,♣9,♦K,♥Q,♦9 | Pair
♥J,♣9,♦K,♥Q,♠9 | Pair
♥J,♣9,♦K,♦3,♦9 | Pair
♥J,♣9,♦K,♦3,♠9 | Pair
♥J,♣9,♦K,♥T,♦9 | Pair
♥J,♣9,♦K,♥T,♠9 | Pair
♥J,♣9,♦K,♦9,♠9 | Full House
♥J,♣9,♦K,♦9,♠6 | Pair
♥J,♣9,♦K,♠9,♠6 | Pair
♥J,♣9,♣3,♣7,♦3 | Pair
♥J,♣9,♣3,♣7,♦9 | Pair
♥J,♣9,♣3,♣7,♠9 | Pair
♥J,♣9,♣3,♥Q,♦3 | Pair
♥J,♣9,♣3,♥Q,♦9 | Pair
♥J,♣9,♣3,♥Q,♠9 | Pair
♥J,♣9,♣3,♦3,♥T | Pair
♥J,♣9,♣3,♦3,♦9 | Two Pairs
♥J,♣9,♣3,♦3,♠9 | Two Pairs
♥J,♣9,♣3,♦3,♠6 | Pair
♥J,♣9,♣3,♥T,♦9 | Pair
♥J,♣9,♣3,♥T,♠9 | Pair
♥J,♣9,♣3,♦9,♠9 | Full House
♥J,♣9,♣3,♦9,♠6 | Pair
♥J,♣9,♣3,♠9,♠6 | Pair
♥J,♣9,♣7,♥Q,♦9 | Pair
♥J,♣9,♣7,♥Q,♠9 | Pair
♥J,♣9,♣7,♦3,♦9 | Pair
♥J,♣9,♣7,♦3,♠9 | Pair
♥J,♣9,♣7,♥T,♦9 | Pair
♥J,♣9,♣7,♥T,♠9 | Pair
♥J,♣9,♣7,♦9,♠9 | Full House
♥J,♣9,♣7,♦9,♠6 | Pair
♥J,♣9,♣7,♠9,♠6 | Pair
♥J,♣9,♥Q,♦3,♦9 | Pair
♥J,♣9,♥Q,♦3,♠9 | Pair
♥J,♣9,♥Q,♥T,♦9 | Pair
♥J,♣9,♥Q,♥T,♠9 | Pair
♥J,♣9,♥Q,♦9,♠9 | Full House
♥J,♣9,♥Q,♦9,♠6 | Pair
♥J,♣9,♥Q,♠9,♠6 | Pair
♥J,♣9,♦3,♥T,♦9 | Pair
♥J,♣9,♦3,♥T,♠9 | Pair
♥J,♣9,♦3,♦9,♠9 | Full House
♥J,♣9,♦3,♦9,♠6 | Pair
♥J,♣9,♦3,♠9,♠6 | Pair
♥J,♣9,♥T,♦9,♠9 | Full House
♥J,♣9,♥T,♦9,♠6 | Pair
♥J,♣9,♥T,♠9,♠6 | Pair
♥J,♣9,♦9,♠9,♠6 | Full House
♥J,♦7,♦K,♣3,♣7 | Pair
♥J,♦7,♦K,♣3,♦3 | Pair
♥J,♦7,♦K,♣7,♥Q | Pair
♥J,♦7,♦K,♣7,♦3 | Pair
♥J,♦7,♦K,♣7,♥T | Pair
♥J,♦7,♦K,♣7,♦9 | Pair
♥J,♦7,♦K,♣7,♠9 | Pair
♥J,♦7,♦K,♣7,♠6 | Pair
♥J,♦7,♦K,♦9,♠9 | Pair
♥J,♦7,♣3,♣7,♥Q | Pair
♥J,♦7,♣3,♣7,♦3 | Two Pairs
♥J,♦7,♣3,♣7,♥T | Pair
♥J,♦7,♣3,♣7,♦9 | Pair
♥J,♦7,♣3,♣7,♠9 | Pair
♥J,♦7,♣3,♣7,♠6 | Pair
♥J,♦7,♣3,♥Q,♦3 | Pair
♥J,♦7,♣3,♦3,♥T | Pair
♥J,♦7,♣3,♦3,♦9 | Pair
♥J,♦7,♣3,♦3,♠9 | Pair
♥J,♦7,♣3,♦3,♠6 | Pair
♥J,♦7,♣3,♦9,♠9 | Pair
♥J,♦7,♣7,♥Q,♦3 | Pair
♥J,♦7,♣7,♥Q,♥T | Pair
♥J,♦7,♣7,♥Q,♦9 | Pair
♥J,♦7,♣7,♥Q,♠9 | Pair
♥J,♦7,♣7,♥Q,♠6 | Pair
♥J,♦7,♣7,♦3,♥T | Pair
♥J,♦7,♣7,♦3,♦9 | Pair
♥J,♦7,♣7,♦3,♠9 | Pair
♥J,♦7,♣7,♦3,♠6 | Pair
♥J,♦7,♣7,♥T,♦9 | Pair
♥J,♦7,♣7,♥T,♠9 | Pair
♥J,♦7,♣7,♥T,♠6 | Pair
♥J,♦7,♣7,♦9,♠9 | Two Pairs
♥J,♦7,♣7,♦9,♠6 | Pair
♥J,♦7,♣7,♠9,♠6 | Pair
♥J,♦7,♥Q,♦9,♠9 | Pair
♥J,♦7,♦3,♦9,♠9 | Pair
♥J,♦7,♥T,♦9,♠9 | Pair
♥J,♦7,♦9,♠9,♠6 | Pair
♥J,♦K,♣3,♣7,♦3 | Pair
♥J,♦K,♣3,♥Q,♦3 | Pair
♥J,♦K,♣3,♦3,♥T | Pair
♥J,♦K,♣3,♦3,♦9 | Pair
♥J,♦K,♣3,♦3,♠9 | Pair
♥J,♦K,♣3,♦3,♠6 | Pair
♥J,♦K,♣3,♦9,♠9 | Pair
♥J,♦K,♣7,♦9,♠9 | Pair
♥J,♦K,♥Q,♦9,♠9 | Pair
♥J,♦K,♦3,♦9,♠9 | Pair
♥J,♦K,♥T,♦9,♠9 | Pair
♥J,♦K,♦9,♠9,♠6 | Pair
♥J,♣3,♣7,♥Q,♦3 | Pair
♥J,♣3,♣7,♦3,♥T | Pair
♥J,♣3,♣7,♦3,♦9 | Pair
♥J,♣3,♣7,♦3,♠9 | Pair
♥J,♣3,♣7,♦3,♠6 | Pair
♥J,♣3,♣7,♦9,♠9 | Pair
♥J,♣3,♥Q,♦3,♥T | Pair
♥J,♣3,♥Q,♦3,♦9 | Pair
♥J,♣3,♥Q,♦3,♠9 | Pair
♥J,♣3,♥Q,♦3,♠6 | Pair
♥J,♣3,♥Q,♦9,♠9 | Pair
♥J,♣3,♦3,♥T,♦9 | Pair
♥J,♣3,♦3,♥T,♠9 | Pair
♥J,♣3,♦3,♥T,♠6 | Pair
♥J,♣3,♦3,♦9,♠9 | Two Pairs
♥J,♣3,♦3,♦9,♠6 | Pair
♥J,♣3,♦3,♠9,♠6 | Pair
♥J,♣3,♥T,♦9,♠9 | Pair
♥J,♣3,♦9,♠9,♠6 | Pair
♥J,♣7,♥Q,♦9,♠9 | Pair
♥J,♣7,♦3,♦9,♠9 | Pair
♥J,♣7,♥T,♦9,♠9 | Pair
♥J,♣7,♦9,♠9,♠6 | Pair
♥J,♥Q,♦3,♦9,♠9 | Pair
♥J,♥Q,♥T,♦9,♠9 | Pair
♥J,♥Q,♦9,♠9,♠6 | Pair
♥J,♦3,♥T,♦9,♠9 | Pair
♥J,♦3,♦9,♠9,♠6 | Pair
♥J,♥T,♦9,♠9,♠6 | Pair
♣5,♣9,♦7,♦K,♣7 | Pair
♣5,♣9,♦7,♦K,♦9 | Pair
♣5,♣9,♦7,♦K,♠9 | Pair
♣5,♣9,♦7,♣3,♣7 | Pair
♣5,♣9,♦7,♣3,♦3 | Pair
♣5,♣9,♦7,♣3,♦9 | Pair
♣5,♣9,♦7,♣3,♠9 | Pair
♣5,♣9,♦7,♣7,♥Q | Pair
♣5,♣9,♦7,♣7,♦3 | Pair
♣5,♣9,♦7,♣7,♥T | Pair
♣5,♣9,♦7,♣7,♦9 | Two Pairs
♣5,♣9,♦7,♣7,♠9 | Two Pairs
♣5,♣9,♦7,♣7,♠6 | Pair
♣5,♣9,♦7,♥Q,♦9 | Pair
♣5,♣9,♦7,♥Q,♠9 | Pair
♣5,♣9,♦7,♦3,♦9 | Pair
♣5,♣9,♦7,♦3,♠9 | Pair
♣5,♣9,♦7,♥T,♦9 | Pair
♣5,♣9,♦7,♥T,♠9 | Pair
♣5,♣9,♦7,♦9,♠9 | Full House
♣5,♣9,♦7,♦9,♠6 | Pair
♣5,♣9,♦7,♠9,♠6 | Pair
♣5,♣9,♦K,♣3,♦3 | Pair
♣5,♣9,♦K,♣3,♦9 | Pair
♣5,♣9,♦K,♣3,♠9 | Pair
♣5,♣9,♦K,♣7,♦9 | Pair
♣5,♣9,♦K,♣7,♠9 | Pair
♣5,♣9,♦K,♥Q,♦9 | Pair
♣5,♣9,♦K,♥Q,♠9 | Pair
♣5,♣9,♦K,♦3,♦9 | Pair
♣5,♣9,♦K,♦3,♠9 | Pair
♣5,♣9,♦K,♥T,♦9 | Pair
♣5,♣9,♦K,♥T,♠9 | Pair
♣5,♣9,♦K,♦9,♠9 | Full House
♣5,♣9,♦K,♦9,♠6 | Pair
♣5,♣9,♦K,♠9,♠6 | Pair
♣5,♣9,♣3,♣7,♦3 | Pair
♣5,♣9,♣3,♣7,♦9 | Pair
♣5,♣9,♣3,♣7,♠9 | Pair
♣5,♣9,♣3,♥Q,♦3 | Pair
♣5,♣9,♣3,♥Q,♦9 | Pair
♣5,♣9,♣3,♥Q,♠9 | Pair
♣5,♣9,♣3,♦3,♥T | Pair
♣5,♣9,♣3,♦3,♦9 | Two Pairs
♣5,♣9,♣3,♦3,♠9 | Two Pairs
♣5,♣9,♣3,♦3,♠6 | Pair
♣5,♣9,♣3,♥T,♦9 | Pair
♣5,♣9,♣3,♥T,♠9 | Pair
♣5,♣9,♣3,♦9,♠9 | Full House
♣5,♣9,♣3,♦9,♠6 | Pair
♣5,♣9,♣3,♠9,♠6 | Pair
♣5,♣9,♣7,♥Q,♦9 | Pair
♣5,♣9,♣7,♥Q,♠9 | Pair
♣5,♣9,♣7,♦3,♦9 | Pair
♣5,♣9,♣7,♦3,♠9 | Pair
♣5,♣9,♣7,♥T,♦9 | Pair
♣5,♣9,♣7,♥T,♠9 | Pair
♣5,♣9,♣7,♦9,♠9 | Full House
♣5,♣9,♣7,♦9,♠6 | Pair
♣5,♣9,♣7,♠9,♠6 | Pair
♣5,♣9,♥Q,♦3,♦9 | Pair
♣5,♣9,♥Q,♦3,♠9 | Pair
♣5,♣9,♥Q,♥T,♦9 | Pair
♣5,♣9,♥Q,♥T,♠9 | Pair
♣5,♣9,♥Q,♦9,♠9 | Full House
♣5,♣9,♥Q,♦9,♠6 | Pair
♣5,♣9,♥Q,♠9,♠6 | Pair
♣5,♣9,♦3,♥T,♦9 | Pair
♣5,♣9,♦3,♥T,♠9 | Pair
♣5,♣9,♦3,♦9,♠9 | Full House
♣5,♣9,♦3,♦9,♠6 | Pair
♣5,♣9,♦3,♠9,♠6 | Pair
♣5,♣9,♥T,♦9,♠9 | Full House
♣5,♣9,♥T,♦9,♠6 | Pair
♣5,♣9,♥T,♠9,♠6 | Pair
♣5,♣9,♦9,♠9,♠6 | Full House
♣5,♦7,♦K,♣3,♣7 | Pair
♣5,♦7,♦K,♣3,♦3 | Pair
♣5,♦7,♦K,♣7,♥Q | Pair
♣5,♦7,♦K,♣7,♦3 | Pair
♣5,♦7,♦K,♣7,♥T | Pair
♣5,♦7,♦K,♣7,♦9 | Pair
♣5,♦7,♦K,♣7,♠9 | Pair
♣5,♦7,♦K,♣7,♠6 | Pair
♣5,♦7,♦K,♦9,♠9 | Pair
♣5,♦7,♣3,♣7,♥Q | Pair
♣5,♦7,♣3,♣7,♦3 | Two Pairs
♣5,♦7,♣3,♣7,♥T | Pair
♣5,♦7,♣3,♣7,♦9 | Pair
♣5,♦7,♣3,♣7,♠9 | Pair
♣5,♦7,♣3,♣7,♠6 | Pair
♣5,♦7,♣3,♥Q,♦3 | Pair
♣5,♦7,♣3,♦3,♥T | Pair
♣5,♦7,♣3,♦3,♦9 | Pair
♣5,♦7,♣3,♦3,♠9 | Pair
♣5,♦7,♣3,♦3,♠6 | Pair
♣5,♦7,♣3,♦9,♠9 | Pair
♣5,♦7,♣7,♥Q,♦3 | Pair
♣5,♦7,♣7,♥Q,♥T | Pair
♣5,♦7,♣7,♥Q,♦9 | Pair
♣5,♦7,♣7,♥Q,♠9 | Pair
♣5,♦7,♣7,♥Q,♠6 | Pair
♣5,♦7,♣7,♦3,♥T | Pair
♣5,♦7,♣7,♦3,♦9 | Pair
♣5,♦7,♣7,♦3,♠9 | Pair
♣5,♦7,♣7,♦3,♠6 | Pair
♣5,♦7,♣7,♥T,♦9 | Pair
♣5,♦7,♣7,♥T,♠9 | Pair
♣5,♦7,♣7,♥T,♠6 | Pair
♣5,♦7,♣7,♦9,♠9 | Two Pairs
♣5,♦7,♣7,♦9,♠6 | Pair
♣5,♦7,♣7,♠9,♠6 | Pair
♣5,♦7,♥Q,♦9,♠9 | Pair
♣5,♦7,♦3,♦9,♠9 | Pair
♣5,♦7,♥T,♦9,♠9 | Pair
♣5,♦7,♦9,♠9,♠6 | Pair
♣5,♦K,♣3,♣7,♦3 | Pair
♣5,♦K,♣3,♥Q,♦3 | Pair
♣5,♦K,♣3,♦3,♥T | Pair
♣5,♦K,♣3,♦3,♦9 | Pair
♣5,♦K,♣3,♦3,♠9 | Pair
♣5,♦K,♣3,♦3,♠6 | Pair
♣5,♦K,♣3,♦9,♠9 | Pair
♣5,♦K,♣7,♦9,♠9 | Pair
♣5,♦K,♥Q,♦9,♠9 | Pair
♣5,♦K,♦3,♦9,♠9 | Pair
♣5,♦K,♥T,♦9,♠9 | Pair
♣5,♦K,♦9,♠9,♠6 | Pair
♣5,♣3,♣7,♥Q,♦3 | Pair
♣5,♣3,♣7,♦3,♥T | Pair
♣5,♣3,♣7,♦3,♦9 | Pair
♣5,♣3,♣7,♦3,♠9 | Pair
♣5,♣3,♣7,♦3,♠6 | Pair
♣5,♣3,♣7,♦9,♠9 | Pair
♣5,♣3,♥Q,♦3,♥T | Pair
♣5,♣3,♥Q,♦3,♦9 | Pair
♣5,♣3,♥Q,♦3,♠9 | Pair
♣5,♣3,♥Q,♦3,♠6 | Pair
♣5,♣3,♥Q,♦9,♠9 | Pair
♣5,♣3,♦3,♥T,♦9 | Pair
♣5,♣3,♦3,♥T,♠9 | Pair
♣5,♣3,♦3,♥T,♠6 | Pair
♣5,♣3,♦3,♦9,♠9 | Two Pairs
♣5,♣3,♦3,♦9,♠6 | Pair
♣5,♣3,♦3,♠9,♠6 | Pair
♣5,♣3,♥T,♦9,♠9 | Pair
♣5,♣3,♦9,♠9,♠6 | Pair
♣5,♣7,♥Q,♦9,♠9 | Pair
♣5,♣7,♦3,♦9,♠9 | Pair
♣5,♣7,♥T,♦9,♠9 | Pair
♣5,♣7,♦9,♠9,♠6 | Pair
♣5,♥Q,♦3,♦9,♠9 | Pair
♣5,♥Q,♥T,♦9,♠9 | Pair
♣5,♥Q,♦9,♠9,♠6 | Pair
♣5,♦3,♥T,♦9,♠9 | Pair
♣5,♦3,♦9,♠9,♠6 | Pair
♣5,♥T,♦9,♠9,♠6 | Pair
♣9,♦7,♦K,♣3,♣7 | Pair
♣9,♦7,♦K,♣3,♦3 | Pair
♣9,♦7,♦K,♣3,♦9 | Pair
♣9,♦7,♦K,♣3,♠9 | Pair
♣9,♦7,♦K,♣7,♥Q | Pair
♣9,♦7,♦K,♣7,♦3 | Pair
♣9,♦7,♦K,♣7,♥T | Pair
♣9,♦7,♦K,♣7,♦9 | Two Pairs
♣9,♦7,♦K,♣7,♠9 | Two Pairs
♣9,♦7,♦K,♣7,♠6 | Pair
♣9,♦7,♦K,♥Q,♦9 | Pair
♣9,♦7,♦K,♥Q,♠9 | Pair
♣9,♦7,♦K,♦3,♦9 | Pair
♣9,♦7,♦K,♦3,♠9 | Pair
♣9,♦7,♦K,♥T,♦9 | Pair
♣9,♦7,♦K,♥T,♠9 | Pair
♣9,♦7,♦K,♦9,♠9 | Full House
♣9,♦7,♦K,♦9,♠6 | Pair
♣9,♦7,♦K,♠9,♠6 | Pair
♣9,♦7,♣3,♣7,♥Q | Pair
♣9,♦7,♣3,♣7,♦3 | Two Pairs
♣9,♦7,♣3,♣7,♥T | Pair
♣9,♦7,♣3,♣7,♦9 | Two Pairs
♣9,♦7,♣3,♣7,♠9 | Two Pairs
♣9,♦7,♣3,♣7,♠6 | Pair
♣9,♦7,♣3,♥Q,♦3 | Pair
♣9,♦7,♣3,♥Q,♦9 | Pair
♣9,♦7,♣3,♥Q,♠9 | Pair
♣9,♦7,♣3,♦3,♥T | Pair
♣9,♦7,♣3,♦3,♦9 | Two Pairs
♣9,♦7,♣3,♦3,♠9 | Two Pairs
♣9,♦7,♣3,♦3,♠6 | Pair
♣9,♦7,♣3,♥T,♦9 | Pair
♣9,♦7,♣3,♥T,♠9 | Pair
♣9,♦7,♣3,♦9,♠9 | Full House
♣9,♦7,♣3,♦9,♠6 | Pair
♣9,♦7,♣3,♠9,♠6 | Pair
♣9,♦7,♣7,♥Q,♦3 | Pair
♣9,♦7,♣7,♥Q,♥T | Pair
♣9,♦7,♣7,♥Q,♦9 | Two Pairs
♣9,♦7,♣7,♥Q,♠9 | Two Pairs
♣9,♦7,♣7,♥Q,♠6 | Pair
♣9,♦7,♣7,♦3,♥T | Pair
♣9,♦7,♣7,♦3,♦9 | Two Pairs
♣9,♦7,♣7,♦3,♠9 | Two Pairs
♣9,♦7,♣7,♦3,♠6 | Pair
♣9,♦7,♣7,♥T,♦9 | Two Pairs
♣9,♦7,♣7,♥T,♠9 | Two Pairs
♣9,♦7,♣7,♥T,♠6 | Pair
♣9,♦7,♣7,♦9,♠9 | Full House
♣9,♦7,♣7,♦9,♠6 | Two Pairs
♣9,♦7,♣7,♠9,♠6 | Two Pairs
♣9,♦7,♥Q,♦3,♦9 | Pair
♣9,♦7,♥Q,♦3,♠9 | Pair
♣9,♦7,♥Q,♥T,♦9 | Pair
♣9,♦7,♥Q,♥T,♠9 | Pair
♣9,♦7,♥Q,♦9,♠9 | Full House
♣9,♦7,♥Q,♦9,♠6 | Pair
♣9,♦7,♥Q,♠9,♠6 | Pair
♣9,♦7,♦3,♥T,♦9 | Pair
♣9,♦7,♦3,♥T,♠9 | Pair
♣9,♦7,♦3,♦9,♠9 | Full House
♣9,♦7,♦3,♦9,♠6 | Pair
♣9,♦7,♦3,♠9,♠6 | Pair
♣9,♦7,♥T,♦9,♠9 | Full House
♣9,♦7,♥T,♦9,♠6 | Pair
♣9,♦7,♥T,♠9,♠6 | Pair
♣9,♦7,♦9,♠9,♠6 | Full House
♣9,♦K,♣3,♣7,♦3 | Pair
♣9,♦K,♣3,♣7,♦9 | Pair
♣9,♦K,♣3,♣7,♠9 | Pair
♣9,♦K,♣3,♥Q,♦3 | Pair
♣9,♦K,♣3,♥Q,♦9 | Pair
♣9,♦K,♣3,♥Q,♠9 | Pair
♣9,♦K,♣3,♦3,♥T | Pair
♣9,♦K,♣3,♦3,♦9 | Two Pairs
♣9,♦K,♣3,♦3,♠9 | Two Pairs
♣9,♦K,♣3,♦3,♠6 | Pair
♣9,♦K,♣3,♥T,♦9 | Pair
♣9,♦K,♣3,♥T,♠9 | Pair
♣9,♦K,♣3,♦9,♠9 | Full House
♣9,♦K,♣3,♦9,♠6 | Pair
♣9,♦K,♣3,♠9,♠6 | Pair
♣9,♦K,♣7,♥Q,♦9 | Pair
♣9,♦K,♣7,♥Q,♠9 | Pair
♣9,♦K,♣7,♦3,♦9 | Pair
♣9,♦K,♣7,♦3,♠9 | Pair
♣9,♦K,♣7,♥T,♦9 | Pair
♣9,♦K,♣7,♥T,♠9 | Pair
♣9,♦K,♣7,♦9,♠9 | Full House
♣9,♦K,♣7,♦9,♠6 | Pair
♣9,♦K,♣7,♠9,♠6 | Pair
♣9,♦K,♥Q,♦3,♦9 | Pair
♣9,♦K,♥Q,♦3,♠9 | Pair
♣9,♦K,♥Q,♥T,♦9 | Pair
♣9,♦K,♥Q,♥T,♠9 | Pair
♣9,♦K,♥Q,♦9,♠9 | Full House
♣9,♦K,♥Q,♦9,♠6 | Pair
♣9,♦K,♥Q,♠9,♠6 | Pair
♣9,♦K,♦3,♥T,♦9 | Pair
♣9,♦K,♦3,♥T,♠9 | Pair
♣9,♦K,♦3,♦9,♠9 | Full House
♣9,♦K,♦3,♦9,♠6 | Pair
♣9,♦K,♦3,♠9,♠6 | Pair
♣9,♦K,♥T,♦9,♠9 | Full House
♣9,♦K,♥T,♦9,♠6 | Pair
♣9,♦K,♥T,♠9,♠6 | Pair
♣9,♦K,♦9,♠9,♠6 | Full House
♣9,♣3,♣7,♥Q,♦3 | Pair
♣9,♣3,♣7,♥Q,♦9 | Pair
♣9,♣3,♣7,♥Q,♠9 | Pair
♣9,♣3,♣7,♦3,♥T | Pair
♣9,♣3,♣7,♦3,♦9 | Two Pairs
♣9,♣3,♣7,♦3,♠9 | Two Pairs
♣9,♣3,♣7,♦3,♠6 | Pair
♣9,♣3,♣7,♥T,♦9 | Pair
♣9,♣3,♣7,♥T,♠9 | Pair
♣9,♣3,♣7,♦9,♠9 | Full House
♣9,♣3,♣7,♦9,♠6 | Pair
♣9,♣3,♣7,♠9,♠6 | Pair
♣9,♣3,♥Q,♦3,♥T | Pair
♣9,♣3,♥Q,♦3,♦9 | Two Pairs
♣9,♣3,♥Q,♦3,♠9 | Two Pairs
♣9,♣3,♥Q,♦3,♠6 | Pair
♣9,♣3,♥Q,♥T,♦9 | Pair
♣9,♣3,♥Q,♥T,♠9 | Pair
♣9,♣3,♥Q,♦9,♠9 | Full House
♣9,♣3,♥Q,♦9,♠6 | Pair
♣9,♣3,♥Q,♠9,♠6 | Pair
♣9,♣3,♦3,♥T,♦9 | Two Pairs
♣9,♣3,♦3,♥T,♠9 | Two Pairs
♣9,♣3,♦3,♥T,♠6 | Pair
♣9,♣3,♦3,♦9,♠9 | Full House
♣9,♣3,♦3,♦9,♠6 | Two Pairs
♣9,♣3,♦3,♠9,♠6 | Two Pairs
♣9,♣3,♥T,♦9,♠9 | Full House
♣9,♣3,♥T,♦9,♠6 | Pair
♣9,♣3,♥T,♠9,♠6 | Pair
♣9,♣3,♦9,♠9,♠6 | Full House
♣9,♣7,♥Q,♦3,♦9 | Pair
♣9,♣7,♥Q,♦3,♠9 | Pair
♣9,♣7,♥Q,♥T,♦9 | Pair
♣9,♣7,♥Q,♥T,♠9 | Pair
♣9,♣7,♥Q,♦9,♠9 | Full House
♣9,♣7,♥Q,♦9,♠6 | Pair
♣9,♣7,♥Q,♠9,♠6 | Pair
♣9,♣7,♦3,♥T,♦9 | Pair
♣9,♣7,♦3,♥T,♠9 | Pair
♣9,♣7,♦3,♦9,♠9 | Full House
♣9,♣7,♦3,♦9,♠6 | Pair
♣9,♣7,♦3,♠9,♠6 | Pair
♣9,♣7,♥T,♦9,♠9 | Full House
♣9,♣7,♥T,♦9,♠6 | Pair
♣9,♣7,♥T,♠9,♠6 | Pair
♣9,♣7,♦9,♠9,♠6 | Full House
♣9,♥Q,♦3,♥T,♦9 | Pair
♣9,♥Q,♦3,♥T,♠9 | Pair
♣9,♥Q,♦3,♦9,♠9 | Full House
♣9,♥Q,♦3,♦9,♠6 | Pair
♣9,♥Q,♦3,♠9,♠6 | Pair
♣9,♥Q,♥T,♦9,♠9 | Full House
♣9,♥Q,♥T,♦9,♠6 | Pair
♣9,♥Q,♥T,♠9,♠6 | Pair
♣9,♥Q,♦9,♠9,♠6 | Full House
♣9,♦3,♥T,♦9,♠9 | Full House
