♠3, ♦7, ♥5, ♠J, ♣5 | pair
♥5, ♠Q, ♣2, ♣5, ♥Q | two pairs
♥5, ♠Q, ♣2, ♣5, ♦10 | pair
♥5, ♠Q, ♣2, ♣5, ♣Q | two pairs
♥5, ♠Q, ♣2, ♠8, ♣2 | pair
♥5, ♠Q, ♣2, ♠8, ♥Q | pair
♥5, ♠Q, ♣2, ♠8, ♣Q | pair
♥5, ♠Q, ♣2, ♣2, ♦3 | pair
♥5, ♠Q, ♣2, ♣2, ♠J | pair
♥5, ♠Q, ♣2, ♣2, ♥Q | two pairs
♥5, ♠Q, ♣2, ♣2, ♦10 | pair
♥5, ♠Q, ♣2, ♣2, ♣Q | two pairs
♥5, ♠Q, ♣2, ♦3, ♥Q | pair
♥5, ♠Q, ♣2, ♦3, ♣Q | pair
♥5, ♠Q, ♣2, ♠J, ♥Q | pair
♥5, ♠Q, ♣2, ♠J, ♣Q | pair
♥5, ♠Q, ♣2, ♥Q, ♦10 | pair
♥5, ♠Q, ♣2, ♥Q, ♣Q | three of a kind
♥5, ♠Q, ♣2, ♦10, ♣Q | pair
♥5, ♠Q, ♦A, ♣5, ♠8 | pair
♥5, ♠Q, ♦A, ♣5, ♣2 | pair
♥5, ♠Q, ♦A, ♣5, ♦3 | pair
♥5, ♠Q, ♦A, ♣5, ♠J | pair
♥5, ♠Q, ♦A, ♣5, ♥Q | two pairs
♥5, ♠Q, ♦A, ♣5, ♦10 | pair
♥5, ♠Q, ♦A, ♣5, ♣Q | two pairs
♥5, ♠Q, ♦A, ♠8, ♥Q | pair
♥5, ♠Q, ♦A, ♠8, ♣Q | pair
♥5, ♠Q, ♦A, ♣2, ♥Q | pair
♥5, ♠Q, ♦A, ♣2, ♣Q | pair
♥5, ♠Q, ♦A, ♦3, ♥Q | pair
♥5, ♠Q, ♦A, ♦3, ♣Q | pair
♥5, ♠Q, ♦A, ♠J, ♥Q | pair
♥5, ♠Q, ♦A, ♠J, ♣Q | pair
♥5, ♠Q, ♦A, ♥Q, ♦10 | pair
♥5, ♠Q, ♦A, ♥Q, ♣Q | three of a kind
♥5, ♠Q, ♦A, ♦10, ♣Q | pair
♥5, ♠Q, ♣5, ♠8, ♣2 | pair
♥5, ♠Q, ♣5, ♠8, ♦3 | pair
♥5, ♠Q, ♣5, ♠8, ♠J | pair
♥5, ♠Q, ♣5, ♠8, ♥Q | two pairs
♥5, ♠Q, ♣5, ♠8, ♦10 | pair
♥5, ♠Q, ♣5, ♠8, ♣Q | two pairs
♥5, ♠Q, ♣5, ♣2, ♦3 | pair
♥5, ♠Q, ♣5, ♣2, ♠J | pair
♥5, ♠Q, ♣5, ♣2, ♥Q | two pairs
♥5, ♠Q, ♣5, ♣2, ♦10 | pair
♥5, ♠Q, ♣5, ♣2, ♣Q | two pairs
♥5, ♠Q, ♣5, ♦3, ♠J | pair
♥5, ♠Q, ♣5, ♦3, ♥Q | two pairs
♥5, ♠Q, ♣5, ♦3, ♦10 | pair
♥5, ♠Q, ♣5, ♦3, ♣Q | two pairs
♥5, ♠Q, ♣5, ♠J, ♥Q | two pairs
♥5, ♠Q, ♣5, ♠J, ♦10 | pair
♥5, ♠Q, ♣5, ♠J, ♣Q | two pairs
♥5, ♠Q, ♣5, ♥Q, ♦10 | two pairs
♥5, ♠Q, ♣5, ♥Q, ♣Q | fullhouse
♥5, ♠Q, ♣5, ♦10, ♣Q | two pairs
♥5, ♠Q, ♠8, ♣2, ♥Q | pair
♥5, ♠Q, ♠8, ♣2, ♣Q | pair
♥5, ♠Q, ♠8, ♦3, ♥Q | pair
♥5, ♠Q, ♠8, ♦3, ♣Q | pair
♥5, ♠Q, ♠8, ♠J, ♥Q | pair
♥5, ♠Q, ♠8, ♠J, ♣Q | pair
♥5, ♠Q, ♠8, ♥Q, ♦10 | pair
♥5, ♠Q, ♠8, ♥Q, ♣Q | three of a kind
♥5, ♠Q, ♠8, ♦10, ♣Q | pair
♥5, ♠Q, ♣2, ♦3, ♥Q | pair
♥5, ♠Q, ♣2, ♦3, ♣Q | pair
♥5, ♠Q, ♣2, ♠J, ♥Q | pair
♥5, ♠Q, ♣2, ♠J, ♣Q | pair
♥5, ♠Q, ♣2, ♥Q, ♦10 | pair
♥5, ♠Q, ♣2, ♥Q, ♣Q | three of a kind
♥5, ♠Q, ♣2, ♦10, ♣Q | pair
♥5, ♠Q, ♦3, ♠J, ♥Q | pair
♥5, ♠Q, ♦3, ♠J, ♣Q | pair
♥5, ♠Q, ♦3, ♥Q, ♦10 | pair
♥5, ♠Q, ♦3, ♥Q, ♣Q | three of a kind
♥5, ♠Q, ♦3, ♦10, ♣Q | pair
♥5, ♠Q, ♠J, ♥Q, ♦10 | pair
♥5, ♠Q, ♠J, ♥Q, ♣Q | three of a kind
♥5, ♠Q, ♠J, ♦10, ♣Q | pair
♥5, ♠Q, ♥Q, ♦10, ♣Q | three of a kind
♥5, ♣2, ♦A, ♣5, ♠8 | pair
♥5, ♣2, ♦A, ♣5, ♣2 | two pairs
♥5, ♣2, ♦A, ♣5, ♦3 | pair
♥5, ♣2, ♦A, ♣5, ♠J | pair
♥5, ♣2, ♦A, ♣5, ♥Q | pair
♥5, ♣2, ♦A, ♣5, ♦10 | pair
♥5, ♣2, ♦A, ♣5, ♣Q | pair
♥5, ♣2, ♦A, ♠8, ♣2 | pair
♥5, ♣2, ♦A, ♣2, ♦3 | pair
♥5, ♣2, ♦A, ♣2, ♠J | pair
♥5, ♣2, ♦A, ♣2, ♥Q | pair
♥5, ♣2, ♦A, ♣2, ♦10 | pair
♥5, ♣2, ♦A, ♣2, ♣Q | pair
♥5, ♣2, ♦A, ♥Q, ♣Q | pair
♥5, ♣2, ♣5, ♠8, ♣2 | two pairs
♥5, ♣2, ♣5, ♠8, ♦3 | pair
♥5, ♣2, ♣5, ♠8, ♠J | pair
♥5, ♣2, ♣5, ♠8, ♥Q | pair
♥5, ♣2, ♣5, ♠8, ♦10 | pair
♥5, ♣2, ♣5, ♠8, ♣Q | pair
♥5, ♣2, ♣5, ♣2, ♦3 | two pairs
♥5, ♣2, ♣5, ♣2, ♠J | two pairs
♥5, ♣2, ♣5, ♣2, ♥Q | two pairs
♥5, ♣2, ♣5, ♣2, ♦10 | two pairs
♥5, ♣2, ♣5, ♣2, ♣Q | two pairs
♥5, ♣2, ♣5, ♦3, ♠J | pair
♥5, ♣2, ♣5, ♦3, ♥Q | pair
♥5, ♣2, ♣5, ♦3, ♦10 | pair
♥5, ♣2, ♣5, ♦3, ♣Q | pair
♥5, ♣2, ♣5, ♠J, ♥Q | pair
♥5, ♣2, ♣5, ♠J, ♦10 | pair
♥5, ♣2, ♣5, ♠J, ♣Q | pair
♥5, ♣2, ♣5, ♥Q, ♦10 | pair
♥5, ♣2, ♣5, ♥Q, ♣Q | two pairs
♥5, ♣2, ♣5, ♦10, ♣Q | pair
♥5, ♣2, ♠8, ♣2, ♦3 | pair
♥5, ♣2, ♠8, ♣2, ♠J | pair
♥5, ♣2, ♠8, ♣2, ♥Q | pair
♥5, ♣2, ♠8, ♣2, ♦10 | pair
♥5, ♣2, ♠8, ♣2, ♣Q | pair
♥5, ♣2, ♠8, ♥Q, ♣Q | pair
♥5, ♣2, ♣2, ♦3, ♠J | pair
♥5, ♣2, ♣2, ♦3, ♥Q | pair
♥5, ♣2, ♣2, ♦3, ♦10 | pair
♥5, ♣2, ♣2, ♦3, ♣Q | pair
♥5, ♣2, ♣2, ♠J, ♥Q | pair
♥5, ♣2, ♣2, ♠J, ♦10 | pair
♥5, ♣2, ♣2, ♠J, ♣Q | pair
♥5, ♣2, ♣2, ♥Q, ♦10 | pair
♥5, ♣2, ♣2, ♥Q, ♣Q | two pairs
♥5, ♣2, ♣2, ♦10, ♣Q | pair
♥5, ♣2, ♦3, ♥Q, ♣Q | pair
♥5, ♣2, ♠J, ♥Q, ♣Q | pair
♥5, ♣2, ♥Q, ♦10, ♣Q | pair
♥5, ♦A, ♣5, ♠8, ♣2 | pair
♥5, ♦A, ♣5, ♠8, ♦3 | pair
♥5, ♦A, ♣5, ♠8, ♠J | pair
♥5, ♦A, ♣5, ♠8, ♥Q | pair
♥5, ♦A, ♣5, ♠8, ♦10 | pair
♥5, ♦A, ♣5, ♠8, ♣Q | pair
♥5, ♦A, ♣5, ♣2, ♦3 | pair
♥5, ♦A, ♣5, ♣2, ♠J | pair
♥5, ♦A, ♣5, ♣2, ♥Q | pair
♥5, ♦A, ♣5, ♣2, ♦10 | pair
♥5, ♦A, ♣5, ♣2, ♣Q | pair
♥5, ♦A, ♣5, ♦3, ♠J | pair
♥5, ♦A, ♣5, ♦3, ♥Q | pair
♥5, ♦A, ♣5, ♦3, ♦10 | pair
♥5, ♦A, ♣5, ♦3, ♣Q | pair
♥5, ♦A, ♣5, ♠J, ♥Q | pair
♥5, ♦A, ♣5, ♠J, ♦10 | pair
♥5, ♦A, ♣5, ♠J, ♣Q | pair
♥5, ♦A, ♣5, ♥Q, ♦10 | pair
♥5, ♦A, ♣5, ♥Q, ♣Q | two pairs
♥5, ♦A, ♣5, ♦10, ♣Q | pair
♥5, ♦A, ♠8, ♥Q, ♣Q | pair
♥5, ♦A, ♣2, ♥Q, ♣Q | pair
♥5, ♦A, ♦3, ♥Q, ♣Q | pair
♥5, ♦A, ♠J, ♥Q, ♣Q | pair
♥5, ♦A, ♥Q, ♦10, ♣Q | pair
♥5, ♣5, ♠8, ♣2, ♦3 | pair
♥5, ♣5, ♠8, ♣2, ♠J | pair
♥5, ♣5, ♠8, ♣2, ♥Q | pair
♥5, ♣5, ♠8, ♣2, ♦10 | pair
♥5, ♣5, ♠8, ♣2, ♣Q | pair
♥5, ♣5, ♠8, ♦3, ♠J | pair
♥5, ♣5, ♠8, ♦3, ♥Q | pair
♥5, ♣5, ♠8, ♦3, ♦10 | pair
♥5, ♣5, ♠8, ♦3, ♣Q | pair
♥5, ♣5, ♠8, ♠J, ♥Q | pair
♥5, ♣5, ♠8, ♠J, ♦10 | pair
♥5, ♣5, ♠8, ♠J, ♣Q | pair
♥5, ♣5, ♠8, ♥Q, ♦10 | pair
♥5, ♣5, ♠8, ♥Q, ♣Q | two pairs
♥5, ♣5, ♠8, ♦10, ♣Q | pair
♥5, ♣5, ♣2, ♦3, ♠J | pair
♥5, ♣5, ♣2, ♦3, ♥Q | pair
♥5, ♣5, ♣2, ♦3, ♦10 | pair
♥5, ♣5, ♣2, ♦3, ♣Q | pair
♥5, ♣5, ♣2, ♠J, ♥Q | pair
♥5, ♣5, ♣2, ♠J, ♦10 | pair
♥5, ♣5, ♣2, ♠J, ♣Q | pair
♥5, ♣5, ♣2, ♥Q, ♦10 | pair
♥5, ♣5, ♣2, ♥Q, ♣Q | two pairs
♥5, ♣5, ♣2, ♦10, ♣Q | pair
♥5, ♣5, ♦3, ♠J, ♥Q | pair
♥5, ♣5, ♦3, ♠J, ♦10 | pair
♥5, ♣5, ♦3, ♠J, ♣Q | pair
♥5, ♣5, ♦3, ♥Q, ♦10 | pair
♥5, ♣5, ♦3, ♥Q, ♣Q | two pairs
♥5, ♣5, ♦3, ♦10, ♣Q | pair
♥5, ♣5, ♠J, ♥Q, ♦10 | pair
♥5, ♣5, ♠J, ♥Q, ♣Q | two pairs
♥5, ♣5, ♠J, ♦10, ♣Q | pair
♥5, ♣5, ♥Q, ♦10, ♣Q | two pairs
♥5, ♠8, ♣2, ♥Q, ♣Q | pair
♥5, ♠8, ♦3, ♥Q, ♣Q | pair
♥5, ♠8, ♠J, ♥Q, ♣Q | pair
♥5, ♠8, ♥Q, ♦10, ♣Q | pair
♥5, ♣2, ♦3, ♥Q, ♣Q | pair
♥5, ♣2, ♠J, ♥Q, ♣Q | pair
♥5, ♣2, ♥Q, ♦10, ♣Q | pair
♥5, ♦3, ♠J, ♥Q, ♣Q | pair
♥5, ♦3, ♥Q, ♦10, ♣Q | pair
♥5, ♠J, ♥Q, ♦10, ♣Q | pair
♠J, ♠10, ♠Q, ♣2, ♣2 | pair
♠J, ♠10, ♠Q, ♣2, ♠J | pair
♠J, ♠10, ♠Q, ♣2, ♥Q | pair
♠J, ♠10, ♠Q, ♣2, ♦10 | pair
♠J, ♠10, ♠Q, ♣2, ♣Q | pair
♠J, ♠10, ♠Q, ♦A, ♠J | pair
♠J, ♠10, ♠Q, ♦A, ♥Q | pair
♠J, ♠10, ♠Q, ♦A, ♦10 | pair
♠J, ♠10, ♠Q, ♦A, ♣Q | pair
♠J, ♠10, ♠Q, ♣5, ♠J | pair
♠J, ♠10, ♠Q, ♣5, ♥Q | pair
♠J, ♠10, ♠Q, ♣5, ♦10 | pair
♠J, ♠10, ♠Q, ♣5, ♣Q | pair
♠J, ♠10, ♠Q, ♠8, ♠J | flush
♠J, ♠10, ♠Q, ♠8, ♥Q | pair
♠J, ♠10, ♠Q, ♠8, ♦10 | pair
♠J, ♠10, ♠Q, ♠8, ♣Q | pair
♠J, ♠10, ♠Q, ♣2, ♠J | pair
♠J, ♠10, ♠Q, ♣2, ♥Q | pair
♠J, ♠10, ♠Q, ♣2, ♦10 | pair
♠J, ♠10, ♠Q, ♣2, ♣Q | pair
♠J, ♠10, ♠Q, ♦3, ♠J | pair
♠J, ♠10, ♠Q, ♦3, ♥Q | pair
♠J, ♠10, ♠Q, ♦3, ♦10 | pair
♠J, ♠10, ♠Q, ♦3, ♣Q | pair
♠J, ♠10, ♠Q, ♠J, ♥Q | two pairs
♠J, ♠10, ♠Q, ♠J, ♦10 | two pairs
♠J, ♠10, ♠Q, ♠J, ♣Q | two pairs
♠J, ♠10, ♠Q, ♥Q, ♦10 | two pairs
♠J, ♠10, ♠Q, ♥Q, ♣Q | three of a kind
♠J, ♠10, ♠Q, ♦10, ♣Q | two pairs
♠J, ♠10, ♣2, ♦A, ♣2 | pair
♠J, ♠10, ♣2, ♦A, ♠J | pair
♠J, ♠10, ♣2, ♦A, ♦10 | pair
♠J, ♠10, ♣2, ♣5, ♣2 | pair
♠J, ♠10, ♣2, ♣5, ♠J | pair
♠J, ♠10, ♣2, ♣5, ♦10 | pair
♠J, ♠10, ♣2, ♠8, ♣2 | pair
♠J, ♠10, ♣2, ♠8, ♠J | pair
♠J, ♠10, ♣2, ♠8, ♦10 | pair
♠J, ♠10, ♣2, ♣2, ♦3 | pair
♠J, ♠10, ♣2, ♣2, ♠J | two pairs
♠J, ♠10, ♣2, ♣2, ♥Q | pair
♠J, ♠10, ♣2, ♣2, ♦10 | two pairs
♠J, ♠10, ♣2, ♣2, ♣Q | pair
♠J, ♠10, ♣2, ♦3, ♠J | pair
♠J, ♠10, ♣2, ♦3, ♦10 | pair
♠J, ♠10, ♣2, ♠J, ♥Q | pair
♠J, ♠10, ♣2, ♠J, ♦10 | two pairs
♠J, ♠10, ♣2, ♠J, ♣Q | pair
♠J, ♠10, ♣2, ♥Q, ♦10 | pair
♠J, ♠10, ♣2, ♥Q, ♣Q | pair
♠J, ♠10, ♣2, ♦10, ♣Q | pair
♠J, ♠10, ♦A, ♣5, ♠J | pair
♠J, ♠10, ♦A, ♣5, ♦10 | pair
♠J, ♠10, ♦A, ♠8, ♠J | pair
♠J, ♠10, ♦A, ♠8, ♦10 | pair
♠J, ♠10, ♦A, ♣2, ♠J | pair
♠J, ♠10, ♦A, ♣2, ♦10 | pair
♠J, ♠10, ♦A, ♦3, ♠J | pair
♠J, ♠10, ♦A, ♦3, ♦10 | pair
♠J, ♠10, ♦A, ♠J, ♥Q | pair
♠J, ♠10, ♦A, ♠J, ♦10 | two pairs
♠J, ♠10, ♦A, ♠J, ♣Q | pair
♠J, ♠10, ♦A, ♥Q, ♦10 | pair
♠J, ♠10, ♦A, ♥Q, ♣Q | pair
♠J, ♠10, ♦A, ♦10, ♣Q | pair
♠J, ♠10, ♣5, ♠8, ♠J | pair
♠J, ♠10, ♣5, ♠8, ♦10 | pair
♠J, ♠10, ♣5, ♣2, ♠J | pair
♠J, ♠10, ♣5, ♣2, ♦10 | pair
♠J, ♠10, ♣5, ♦3, ♠J | pair
♠J, ♠10, ♣5, ♦3, ♦10 | pair
♠J, ♠10, ♣5, ♠J, ♥Q | pair
♠J, ♠10, ♣5, ♠J, ♦10 | two pairs
♠J, ♠10, ♣5, ♠J, ♣Q | pair
♠J, ♠10, ♣5, ♥Q, ♦10 | pair
♠J, ♠10, ♣5, ♥Q, ♣Q | pair
♠J, ♠10, ♣5, ♦10, ♣Q | pair
♠J, ♠10, ♠8, ♣2, ♠J | pair
♠J, ♠10, ♠8, ♣2, ♦10 | pair
♠J, ♠10, ♠8, ♦3, ♠J | pair
♠J, ♠10, ♠8, ♦3, ♦10 | pair
♠J, ♠10, ♠8, ♠J, ♥Q | pair
♠J, ♠10, ♠8, ♠J, ♦10 | two pairs
♠J, ♠10, ♠8, ♠J, ♣Q | pair
♠J, ♠10, ♠8, ♥Q, ♦10 | pair
♠J, ♠10, ♠8, ♥Q, ♣Q | pair
♠J, ♠10, ♠8, ♦10, ♣Q | pair
♠J, ♠10, ♣2, ♦3, ♠J | pair
♠J, ♠10, ♣2, ♦3, ♦10 | pair
♠J, ♠10, ♣2, ♠J, ♥Q | pair
♠J, ♠10, ♣2, ♠J, ♦10 | two pairs
♠J, ♠10, ♣2, ♠J, ♣Q | pair
♠J, ♠10, ♣2, ♥Q, ♦10 | pair
♠J, ♠10, ♣2, ♥Q, ♣Q | pair
♠J, ♠10, ♣2, ♦10, ♣Q | pair
♠J, ♠10, ♦3, ♠J, ♥Q | pair
♠J, ♠10, ♦3, ♠J, ♦10 | two pairs
♠J, ♠10, ♦3, ♠J, ♣Q | pair
♠J, ♠10, ♦3, ♥Q, ♦10 | pair
♠J, ♠10, ♦3, ♥Q, ♣Q | pair
♠J, ♠10, ♦3, ♦10, ♣Q | pair
♠J, ♠10, ♠J, ♥Q, ♦10 | two pairs
♠J, ♠10, ♠J, ♥Q, ♣Q | two pairs
♠J, ♠10, ♠J, ♦10, ♣Q | two pairs
♠J, ♠10, ♥Q, ♦10, ♣Q | two pairs
♠J, ♠Q, ♣2, ♦A, ♣2 | pair
♠J, ♠Q, ♣2, ♦A, ♠J | pair
♠J, ♠Q, ♣2, ♦A, ♥Q | pair
♠J, ♠Q, ♣2, ♦A, ♣Q | pair
♠J, ♠Q, ♣2, ♣5, ♣2 | pair
♠J, ♠Q, ♣2, ♣5, ♠J | pair
♠J, ♠Q, ♣2, ♣5, ♥Q | pair
♠J, ♠Q, ♣2, ♣5, ♣Q | pair
♠J, ♠Q, ♣2, ♠8, ♣2 | pair
♠J, ♠Q, ♣2, ♠8, ♠J | pair
♠J, ♠Q, ♣2, ♠8, ♥Q | pair
♠J, ♠Q, ♣2, ♠8, ♣Q | pair
♠J, ♠Q, ♣2, ♣2, ♦3 | pair
♠J, ♠Q, ♣2, ♣2, ♠J | two pairs
♠J, ♠Q, ♣2, ♣2, ♥Q | two pairs
♠J, ♠Q, ♣2, ♣2, ♦10 | pair
♠J, ♠Q, ♣2, ♣2, ♣Q | two pairs
♠J, ♠Q, ♣2, ♦3, ♠J | pair
♠J, ♠Q, ♣2, ♦3, ♥Q | pair
♠J, ♠Q, ♣2, ♦3, ♣Q | pair
♠J, ♠Q, ♣2, ♠J, ♥Q | two pairs
♠J, ♠Q, ♣2, ♠J, ♦10 | pair
♠J, ♠Q, ♣2, ♠J, ♣Q | two pairs
♠J, ♠Q, ♣2, ♥Q, ♦10 | pair
♠J, ♠Q, ♣2, ♥Q, ♣Q | three of a kind
♠J, ♠Q, ♣2, ♦10, ♣Q | pair
♠J, ♠Q, ♦A, ♣5, ♠J | pair
♠J, ♠Q, ♦A, ♣5, ♥Q | pair
♠J, ♠Q, ♦A, ♣5, ♣Q | pair
♠J, ♠Q, ♦A, ♠8, ♠J | pair
♠J, ♠Q, ♦A, ♠8, ♥Q | pair
♠J, ♠Q, ♦A, ♠8, ♣Q | pair
♠J, ♠Q, ♦A, ♣2, ♠J | pair
♠J, ♠Q, ♦A, ♣2, ♥Q | pair
♠J, ♠Q, ♦A, ♣2, ♣Q | pair
♠J, ♠Q, ♦A, ♦3, ♠J | pair
♠J, ♠Q, ♦A, ♦3, ♥Q | pair
♠J, ♠Q, ♦A, ♦3, ♣Q | pair
♠J, ♠Q, ♦A, ♠J, ♥Q | two pairs
♠J, ♠Q, ♦A, ♠J, ♦10 | pair
♠J, ♠Q, ♦A, ♠J, ♣Q | two pairs
♠J, ♠Q, ♦A, ♥Q, ♦10 | pair
♠J, ♠Q, ♦A, ♥Q, ♣Q | three of a kind
♠J, ♠Q, ♦A, ♦10, ♣Q | pair
♠J, ♠Q, ♣5, ♠8, ♠J | pair
♠J, ♠Q, ♣5, ♠8, ♥Q | pair
♠J, ♠Q, ♣5, ♠8, ♣Q | pair
♠J, ♠Q, ♣5, ♣2, ♠J | pair
♠J, ♠Q, ♣5, ♣2, ♥Q | pair
♠J, ♠Q, ♣5, ♣2, ♣Q | pair
♠J, ♠Q, ♣5, ♦3, ♠J | pair
♠J, ♠Q, ♣5, ♦3, ♥Q | pair
♠J, ♠Q, ♣5, ♦3, ♣Q | pair
♠J, ♠Q, ♣5, ♠J, ♥Q | two pairs
♠J, ♠Q, ♣5, ♠J, ♦10 | pair
♠J, ♠Q, ♣5, ♠J, ♣Q | two pairs
♠J, ♠Q, ♣5, ♥Q, ♦10 | pair
♠J, ♠Q, ♣5, ♥Q, ♣Q | three of a kind
♠J, ♠Q, ♣5, ♦10, ♣Q | pair
♠J, ♠Q, ♠8, ♣2, ♠J | pair
♠J, ♠Q, ♠8, ♣2, ♥Q | pair
♠J, ♠Q, ♠8, ♣2, ♣Q | pair
♠J, ♠Q, ♠8, ♦3, ♠J | pair
♠J, ♠Q, ♠8, ♦3, ♥Q | pair
♠J, ♠Q, ♠8, ♦3, ♣Q | pair
♠J, ♠Q, ♠8, ♠J, ♥Q | two pairs
♠J, ♠Q, ♠8, ♠J, ♦10 | pair
♠J, ♠Q, ♠8, ♠J, ♣Q | two pairs
♠J, ♠Q, ♠8, ♥Q, ♦10 | pair
♠J, ♠Q, ♠8, ♥Q, ♣Q | three of a kind
♠J, ♠Q, ♠8, ♦10, ♣Q | pair
♠J, ♠Q, ♣2, ♦3, ♠J | pair
♠J, ♠Q, ♣2, ♦3, ♥Q | pair
♠J, ♠Q, ♣2, ♦3, ♣Q | pair
♠J, ♠Q, ♣2, ♠J, ♥Q | two pairs
♠J, ♠Q, ♣2, ♠J, ♦10 | pair
♠J, ♠Q, ♣2, ♠J, ♣Q | two pairs
♠J, ♠Q, ♣2, ♥Q, ♦10 | pair
♠J, ♠Q, ♣2, ♥Q, ♣Q | three of a kind
♠J, ♠Q, ♣2, ♦10, ♣Q | pair
♠J, ♠Q, ♦3, ♠J, ♥Q | two pairs
♠J, ♠Q, ♦3, ♠J, ♦10 | pair
♠J, ♠Q, ♦3, ♠J, ♣Q | two pairs
♠J, ♠Q, ♦3, ♥Q, ♦10 | pair
♠J, ♠Q, ♦3, ♥Q, ♣Q | three of a kind
♠J, ♠Q, ♦3, ♦10, ♣Q | pair
♠J, ♠Q, ♠J, ♥Q, ♦10 | two pairs
♠J, ♠Q, ♠J, ♥Q, ♣Q | fullhouse
♠J, ♠Q, ♠J, ♦10, ♣Q | two pairs
♠J, ♠Q, ♥Q, ♦10, ♣Q | three of a kind
♠J, ♣2, ♦A, ♣5, ♣2 | pair
♠J, ♣2, ♦A, ♣5, ♠J | pair
♠J, ♣2, ♦A, ♠8, ♣2 | pair
♠J, ♣2, ♦A, ♠8, ♠J | pair
♠J, ♣2, ♦A, ♣2, ♦3 | pair
♠J, ♣2, ♦A, ♣2, ♠J | two pairs
♠J, ♣2, ♦A, ♣2, ♥Q | pair
♠J, ♣2, ♦A, ♣2, ♦10 | pair
♠J, ♣2, ♦A, ♣2, ♣Q | pair
♠J, ♣2, ♦A, ♦3, ♠J | pair
♠J, ♣2, ♦A, ♠J, ♥Q | pair
♠J, ♣2, ♦A, ♠J, ♦10 | pair
♠J, ♣2, ♦A, ♠J, ♣Q | pair
♠J, ♣2, ♦A, ♥Q, ♣Q | pair
♠J, ♣2, ♣5, ♠8, ♣2 | pair
♠J, ♣2, ♣5, ♠8, ♠J | pair
♠J, ♣2, ♣5, ♣2, ♦3 | pair
♠J, ♣2, ♣5, ♣2, ♠J | two pairs
♠J, ♣2, ♣5, ♣2, ♥Q | pair
♠J, ♣2, ♣5, ♣2, ♦10 | pair
♠J, ♣2, ♣5, ♣2, ♣Q | pair
♠J, ♣2, ♣5, ♦3, ♠J | pair
♠J, ♣2, ♣5, ♠J, ♥Q | pair
♠J, ♣2, ♣5, ♠J, ♦10 | pair
♠J, ♣2, ♣5, ♠J, ♣Q | pair
♠J, ♣2, ♣5, ♥Q, ♣Q | pair
♠J, ♣2, ♠8, ♣2, ♦3 | pair
♠J, ♣2, ♠8, ♣2, ♠J | two pairs
♠J, ♣2, ♠8, ♣2, ♥Q | pair
♠J, ♣2, ♠8, ♣2, ♦10 | pair
♠J, ♣2, ♠8, ♣2, ♣Q | pair
♠J, ♣2, ♠8, ♦3, ♠J | pair
♠J, ♣2, ♠8, ♠J, ♥Q | pair
♠J, ♣2, ♠8, ♠J, ♦10 | pair
♠J, ♣2, ♠8, ♠J, ♣Q | pair
♠J, ♣2, ♠8, ♥Q, ♣Q | pair
♠J, ♣2, ♣2, ♦3, ♠J | two pairs
♠J, ♣2, ♣2, ♦3, ♥Q | pair
♠J, ♣2, ♣2, ♦3, ♦10 | pair
♠J, ♣2, ♣2, ♦3, ♣Q | pair
♠J, ♣2, ♣2, ♠J, ♥Q | two pairs
♠J, ♣2, ♣2, ♠J, ♦10 | two pairs
♠J, ♣2, ♣2, ♠J, ♣Q | two pairs
♠J, ♣2, ♣2, ♥Q, ♦10 | pair
♠J, ♣2, ♣2, ♥Q, ♣Q | two pairs
♠J, ♣2, ♣2, ♦10, ♣Q | pair
♠J, ♣2, ♦3, ♠J, ♥Q | pair
♠J, ♣2, ♦3, ♠J, ♦10 | pair
♠J, ♣2, ♦3, ♠J, ♣Q | pair
♠J, ♣2, ♦3, ♥Q, ♣Q | pair
♠J, ♣2, ♠J, ♥Q, ♦10 | pair
♠J, ♣2, ♠J, ♥Q, ♣Q | two pairs
♠J, ♣2, ♠J, ♦10, ♣Q | pair
♠J, ♣2, ♥Q, ♦10, ♣Q | pair
♠J, ♦A, ♣5, ♠8, ♠J | pair
♠J, ♦A, ♣5, ♣2, ♠J | pair
♠J, ♦A, ♣5, ♦3, ♠J | pair
♠J, ♦A, ♣5, ♠J, ♥Q | pair
♠J, ♦A, ♣5, ♠J, ♦10 | pair
♠J, ♦A, ♣5, ♠J, ♣Q | pair
♠J, ♦A, ♣5, ♥Q, ♣Q | pair
♠J, ♦A, ♠8, ♣2, ♠J | pair
♠J, ♦A, ♠8, ♦3, ♠J | pair
♠J, ♦A, ♠8, ♠J, ♥Q | pair
♠J, ♦A, ♠8, ♠J, ♦10 | pair
♠J, ♦A, ♠8, ♠J, ♣Q | pair
♠J, ♦A, ♠8, ♥Q, ♣Q | pair
♠J, ♦A, ♣2, ♦3, ♠J | pair
♠J, ♦A, ♣2, ♠J, ♥Q | pair
♠J, ♦A, ♣2, ♠J, ♦10 | pair
♠J, ♦A, ♣2, ♠J, ♣Q | pair
♠J, ♦A, ♣2, ♥Q, ♣Q | pair
♠J, ♦A, ♦3, ♠J, ♥Q | pair
♠J, ♦A, ♦3, ♠J, ♦10 | pair
♠J, ♦A, ♦3, ♠J, ♣Q | pair
♠J, ♦A, ♦3, ♥Q, ♣Q | pair
♠J, ♦A, ♠J, ♥Q, ♦10 | pair
♠J, ♦A, ♠J, ♥Q, ♣Q | two pairs
♠J, ♦A, ♠J, ♦10, ♣Q | pair
