♦7, ♠10, ♥K, ♣3, ♥3 | pair
♥K, ♣3, ♥K, ♥K, ♣2 | three of a kind
♥K, ♣3, ♥K, ♥K, ♦Q | three of a kind
♥K, ♣3, ♥K, ♥K, ♣10 | three of a kind
♥K, ♣3, ♥K, ♥K, ♠A | three of a kind
♥K, ♣3, ♥K, ♥4, ♣2 | pair
♥K, ♣3, ♥K, ♥4, ♦Q | pair
♥K, ♣3, ♥K, ♥4, ♣10 | pair
♥K, ♣3, ♥K, ♥4, ♠A | pair
♥K, ♣3, ♥K, ♣2, ♦Q | pair
♥K, ♣3, ♥K, ♣2, ♣10 | pair
♥K, ♣3, ♥K, ♣2, ♠A | pair
♥K, ♣3, ♥K, ♦Q, ♣10 | pair
♥K, ♣3, ♥K, ♦Q, ♠A | pair
♥K, ♣3, ♥K, ♣10, ♠A | pair
♥K, ♣3, ♥K, ♥4, ♣2 | pair
♥K, ♣3, ♥K, ♥4, ♦Q | pair
♥K, ♣3, ♥K, ♥4, ♣10 | pair
♥K, ♣3, ♥K, ♥4, ♠A | pair
♥K, ♣3, ♥K, ♣2, ♦Q | pair
♥K, ♣3, ♥K, ♣2, ♣10 | pair
♥K, ♣3, ♥K, ♣2, ♠A | pair
♥K, ♣3, ♥K, ♦Q, ♣10 | pair
♥K, ♣3, ♥K, ♦Q, ♠A | pair
♥K, ♣3, ♥K, ♣10, ♠A | pair
♥K, ♠9, ♠9, ♥3, ♠7 | pair
♥K, ♠9, ♠9, ♥3, ♣A | pair
♥K, ♠9, ♠9, ♥3, ♥K | two pairs
♥K, ♠9, ♠9, ♥3, ♥K | two pairs
♥K, ♠9, ♠9, ♥3, ♥4 | pair
♥K, ♠9, ♠9, ♥3, ♣2 | pair
♥K, ♠9, ♠9, ♥3, ♦Q | pair
♥K, ♠9, ♠9, ♥3, ♣10 | pair
♥K, ♠9, ♠9, ♥3, ♠A | pair
♥K, ♠9, ♠9, ♠7, ♣A | pair
♥K, ♠9, ♠9, ♠7, ♥K | two pairs
♥K, ♠9, ♠9, ♠7, ♥K | two pairs
♥K, ♠9, ♠9, ♠7, ♥4 | pair
♥K, ♠9, ♠9, ♠7, ♣2 | pair
♥K, ♠9, ♠9, ♠7, ♦Q | pair
♥K, ♠9, ♠9, ♠7, ♣10 | pair
♥K, ♠9, ♠9, ♠7, ♠A | pair
♥K, ♠9, ♠9, ♣A, ♥K | two pairs
♥K, ♠9, ♠9, ♣A, ♥K | two pairs
♥K, ♠9, ♠9, ♣A, ♥4 | pair
♥K, ♠9, ♠9, ♣A, ♣2 | pair
♥K, ♠9, ♠9, ♣A, ♦Q | pair
♥K, ♠9, ♠9, ♣A, ♣10 | pair
♥K, ♠9, ♠9, ♣A, ♠A | two pairs
♥K, ♠9, ♠9, ♥K, ♥K | fullhouse
♥K, ♠9, ♠9, ♥K, ♥4 | two pairs
♥K, ♠9, ♠9, ♥K, ♣2 | two pairs
♥K, ♠9, ♠9, ♥K, ♦Q | two pairs
♥K, ♠9, ♠9, ♥K, ♣10 | two pairs
♥K, ♠9, ♠9, ♥K, ♠A | two pairs
♥K, ♠9, ♠9, ♥K, ♥4 | two pairs
♥K, ♠9, ♠9, ♥K, ♣2 | two pairs
♥K, ♠9, ♠9, ♥K, ♦Q | two pairs
♥K, ♠9, ♠9, ♥K, ♣10 | two pairs
♥K, ♠9, ♠9, ♥K, ♠A | two pairs
♥K, ♠9, ♠9, ♥4, ♣2 | pair
♥K, ♠9, ♠9, ♥4, ♦Q | pair
♥K, ♠9, ♠9, ♥4, ♣10 | pair
♥K, ♠9, ♠9, ♥4, ♠A | pair
♥K, ♠9, ♠9, ♣2, ♦Q | pair
♥K, ♠9, ♠9, ♣2, ♣10 | pair
♥K, ♠9, ♠9, ♣2, ♠A | pair
♥K, ♠9, ♠9, ♦Q, ♣10 | pair
♥K, ♠9, ♠9, ♦Q, ♠A | pair
♥K, ♠9, ♠9, ♣10, ♠A | pair
♥K, ♠9, ♥3, ♠7, ♥K | pair
♥K, ♠9, ♥3, ♠7, ♥K | pair
♥K, ♠9, ♥3, ♣A, ♥K | pair
♥K, ♠9, ♥3, ♣A, ♥K | pair
♥K, ♠9, ♥3, ♣A, ♠A | pair
♥K, ♠9, ♥3, ♥K, ♥K | three of a kind
♥K, ♠9, ♥3, ♥K, ♥4 | pair
♥K, ♠9, ♥3, ♥K, ♣2 | pair
♥K, ♠9, ♥3, ♥K, ♦Q | pair
♥K, ♠9, ♥3, ♥K, ♣10 | pair
♥K, ♠9, ♥3, ♥K, ♠A | pair
♥K, ♠9, ♥3, ♥K, ♥4 | pair
♥K, ♠9, ♥3, ♥K, ♣2 | pair
♥K, ♠9, ♥3, ♥K, ♦Q | pair
♥K, ♠9, ♥3, ♥K, ♣10 | pair
♥K, ♠9, ♥3, ♥K, ♠A | pair
♥K, ♠9, ♠7, ♣A, ♥K | pair
♥K, ♠9, ♠7, ♣A, ♥K | pair
♥K, ♠9, ♠7, ♣A, ♠A | pair
♥K, ♠9, ♠7, ♥K, ♥K | three of a kind
♥K, ♠9, ♠7, ♥K, ♥4 | pair
♥K, ♠9, ♠7, ♥K, ♣2 | pair
♥K, ♠9, ♠7, ♥K, ♦Q | pair
♥K, ♠9, ♠7, ♥K, ♣10 | pair
♥K, ♠9, ♠7, ♥K, ♠A | pair
♥K, ♠9, ♠7, ♥K, ♥4 | pair
♥K, ♠9, ♠7, ♥K, ♣2 | pair
♥K, ♠9, ♠7, ♥K, ♦Q | pair
♥K, ♠9, ♠7, ♥K, ♣10 | pair
♥K, ♠9, ♠7, ♥K, ♠A | pair
♥K, ♠9, ♣A, ♥K, ♥K | three of a kind
♥K, ♠9, ♣A, ♥K, ♥4 | pair
♥K, ♠9, ♣A, ♥K, ♣2 | pair
♥K, ♠9, ♣A, ♥K, ♦Q | pair
♥K, ♠9, ♣A, ♥K, ♣10 | pair
♥K, ♠9, ♣A, ♥K, ♠A | two pairs
♥K, ♠9, ♣A, ♥K, ♥4 | pair
♥K, ♠9, ♣A, ♥K, ♣2 | pair
♥K, ♠9, ♣A, ♥K, ♦Q | pair
♥K, ♠9, ♣A, ♥K, ♣10 | pair
♥K, ♠9, ♣A, ♥K, ♠A | two pairs
♥K, ♠9, ♣A, ♥4, ♠A | pair
♥K, ♠9, ♣A, ♣2, ♠A | pair
♥K, ♠9, ♣A, ♦Q, ♠A | pair
♥K, ♠9, ♣A, ♣10, ♠A | pair
♥K, ♠9, ♥K, ♥K, ♥4 | three of a kind
♥K, ♠9, ♥K, ♥K, ♣2 | three of a kind
♥K, ♠9, ♥K, ♥K, ♦Q | three of a kind
♥K, ♠9, ♥K, ♥K, ♣10 | three of a kind
♥K, ♠9, ♥K, ♥K, ♠A | three of a kind
♥K, ♠9, ♥K, ♥4, ♣2 | pair
♥K, ♠9, ♥K, ♥4, ♦Q | pair
♥K, ♠9, ♥K, ♥4, ♣10 | pair
♥K, ♠9, ♥K, ♥4, ♠A | pair
♥K, ♠9, ♥K, ♣2, ♦Q | pair
♥K, ♠9, ♥K, ♣2, ♣10 | pair
♥K, ♠9, ♥K, ♣2, ♠A | pair
♥K, ♠9, ♥K, ♦Q, ♣10 | pair
♥K, ♠9, ♥K, ♦Q, ♠A | pair
♥K, ♠9, ♥K, ♣10, ♠A | pair
♥K, ♠9, ♥K, ♥4, ♣2 | pair
♥K, ♠9, ♥K, ♥4, ♦Q | pair
♥K, ♠9, ♥K, ♥4, ♣10 | pair
♥K, ♠9, ♥K, ♥4, ♠A | pair
♥K, ♠9, ♥K, ♣2, ♦Q | pair
♥K, ♠9, ♥K, ♣2, ♣10 | pair
♥K, ♠9, ♥K, ♣2, ♠A | pair
♥K, ♠9, ♥K, ♦Q, ♣10 | pair
♥K, ♠9, ♥K, ♦Q, ♠A | pair
♥K, ♠9, ♥K, ♣10, ♠A | pair
♥K, ♠9, ♥3, ♠7, ♥K | pair
♥K, ♠9, ♥3, ♠7, ♥K | pair
♥K, ♠9, ♥3, ♣A, ♥K | pair
♥K, ♠9, ♥3, ♣A, ♥K | pair
♥K, ♠9, ♥3, ♣A, ♠A | pair
♥K, ♠9, ♥3, ♥K, ♥K | three of a kind
♥K, ♠9, ♥3, ♥K, ♥4 | pair
♥K, ♠9, ♥3, ♥K, ♣2 | pair
♥K, ♠9, ♥3, ♥K, ♦Q | pair
♥K, ♠9, ♥3, ♥K, ♣10 | pair
♥K, ♠9, ♥3, ♥K, ♠A | pair
♥K, ♠9, ♥3, ♥K, ♥4 | pair
♥K, ♠9, ♥3, ♥K, ♣2 | pair
♥K, ♠9, ♥3, ♥K, ♦Q | pair
♥K, ♠9, ♥3, ♥K, ♣10 | pair
♥K, ♠9, ♥3, ♥K, ♠A | pair
♥K, ♠9, ♠7, ♣A, ♥K | pair
♥K, ♠9, ♠7, ♣A, ♥K | pair
♥K, ♠9, ♠7, ♣A, ♠A | pair
♥K, ♠9, ♠7, ♥K, ♥K | three of a kind
♥K, ♠9, ♠7, ♥K, ♥4 | pair
♥K, ♠9, ♠7, ♥K, ♣2 | pair
♥K, ♠9, ♠7, ♥K, ♦Q | pair
♥K, ♠9, ♠7, ♥K, ♣10 | pair
♥K, ♠9, ♠7, ♥K, ♠A | pair
♥K, ♠9, ♠7, ♥K, ♥4 | pair
♥K, ♠9, ♠7, ♥K, ♣2 | pair
♥K, ♠9, ♠7, ♥K, ♦Q | pair
♥K, ♠9, ♠7, ♥K, ♣10 | pair
♥K, ♠9, ♠7, ♥K, ♠A | pair
♥K, ♠9, ♣A, ♥K, ♥K | three of a kind
♥K, ♠9, ♣A, ♥K, ♥4 | pair
♥K, ♠9, ♣A, ♥K, ♣2 | pair
♥K, ♠9, ♣A, ♥K, ♦Q | pair
♥K, ♠9, ♣A, ♥K, ♣10 | pair
♥K, ♠9, ♣A, ♥K, ♠A | two pairs
♥K, ♠9, ♣A, ♥K, ♥4 | pair
♥K, ♠9, ♣A, ♥K, ♣2 | pair
♥K, ♠9, ♣A, ♥K, ♦Q | pair
♥K, ♠9, ♣A, ♥K, ♣10 | pair
♥K, ♠9, ♣A, ♥K, ♠A | two pairs
♥K, ♠9, ♣A, ♥4, ♠A | pair
♥K, ♠9, ♣A, ♣2, ♠A | pair
♥K, ♠9, ♣A, ♦Q, ♠A | pair
♥K, ♠9, ♣A, ♣10, ♠A | pair
♥K, ♠9, ♥K, ♥K, ♥4 | three of a kind
♥K, ♠9, ♥K, ♥K, ♣2 | three of a kind
♥K, ♠9, ♥K, ♥K, ♦Q | three of a kind
♥K, ♠9, ♥K, ♥K, ♣10 | three of a kind
♥K, ♠9, ♥K, ♥K, ♠A | three of a kind
♥K, ♠9, ♥K, ♥4, ♣2 | pair
♥K, ♠9, ♥K, ♥4, ♦Q | pair
♥K, ♠9, ♥K, ♥4, ♣10 | pair
♥K, ♠9, ♥K, ♥4, ♠A | pair
♥K, ♠9, ♥K, ♣2, ♦Q | pair
♥K, ♠9, ♥K, ♣2, ♣10 | pair
♥K, ♠9, ♥K, ♣2, ♠A | pair
♥K, ♠9, ♥K, ♦Q, ♣10 | pair
♥K, ♠9, ♥K, ♦Q, ♠A | pair
♥K, ♠9, ♥K, ♣10, ♠A | pair
♥K, ♠9, ♥K, ♥4, ♣2 | pair
♥K, ♠9, ♥K, ♥4, ♦Q | pair
♥K, ♠9, ♥K, ♥4, ♣10 | pair
♥K, ♠9, ♥K, ♥4, ♠A | pair
♥K, ♠9, ♥K, ♣2, ♦Q | pair
♥K, ♠9, ♥K, ♣2, ♣10 | pair
♥K, ♠9, ♥K, ♣2, ♠A | pair
♥K, ♠9, ♥K, ♦Q, ♣10 | pair
♥K, ♠9, ♥K, ♦Q, ♠A | pair
♥K, ♠9, ♥K, ♣10, ♠A | pair
♥K, ♥3, ♠7, ♣A, ♥K | pair
♥K, ♥3, ♠7, ♣A, ♥K | pair
♥K, ♥3, ♠7, ♣A, ♠A | pair
♥K, ♥3, ♠7, ♥K, ♥K | three of a kind
♥K, ♥3, ♠7, ♥K, ♥4 | pair
♥K, ♥3, ♠7, ♥K, ♣2 | pair
♥K, ♥3, ♠7, ♥K, ♦Q | pair
♥K, ♥3, ♠7, ♥K, ♣10 | pair
♥K, ♥3, ♠7, ♥K, ♠A | pair
♥K, ♥3, ♠7, ♥K, ♥4 | pair
♥K, ♥3, ♠7, ♥K, ♣2 | pair
♥K, ♥3, ♠7, ♥K, ♦Q | pair
♥K, ♥3, ♠7, ♥K, ♣10 | pair
♥K, ♥3, ♠7, ♥K, ♠A | pair
♥K, ♥3, ♣A, ♥K, ♥K | three of a kind
♥K, ♥3, ♣A, ♥K, ♥4 | pair
♥K, ♥3, ♣A, ♥K, ♣2 | pair
♥K, ♥3, ♣A, ♥K, ♦Q | pair
♥K, ♥3, ♣A, ♥K, ♣10 | pair
♥K, ♥3, ♣A, ♥K, ♠A | two pairs
♥K, ♥3, ♣A, ♥K, ♥4 | pair
♥K, ♥3, ♣A, ♥K, ♣2 | pair
♥K, ♥3, ♣A, ♥K, ♦Q | pair
♥K, ♥3, ♣A, ♥K, ♣10 | pair
♥K, ♥3, ♣A, ♥K, ♠A | two pairs
♥K, ♥3, ♣A, ♥4, ♠A | pair
♥K, ♥3, ♣A, ♣2, ♠A | pair
♥K, ♥3, ♣A, ♦Q, ♠A | pair
♥K, ♥3, ♣A, ♣10, ♠A | pair
♥K, ♥3, ♥K, ♥K, ♥4 | flush
♥K, ♥3, ♥K, ♥K, ♣2 | three of a kind
♥K, ♥3, ♥K, ♥K, ♦Q | three of a kind
♥K, ♥3, ♥K, ♥K, ♣10 | three of a kind
♥K, ♥3, ♥K, ♥K, ♠A | three of a kind
♥K, ♥3, ♥K, ♥4, ♣2 | pair
♥K, ♥3, ♥K, ♥4, ♦Q | pair
♥K, ♥3, ♥K, ♥4, ♣10 | pair
♥K, ♥3, ♥K, ♥4, ♠A | pair
♥K, ♥3, ♥K, ♣2, ♦Q | pair
♥K, ♥3, ♥K, ♣2, ♣10 | pair
♥K, ♥3, ♥K, ♣2, ♠A | pair
♥K, ♥3, ♥K, ♦Q, ♣10 | pair
♥K, ♥3, ♥K, ♦Q, ♠A | pair
♥K, ♥3, ♥K, ♣10, ♠A | pair
♥K, ♥3, ♥K, ♥4, ♣2 | pair
♥K, ♥3, ♥K, ♥4, ♦Q | pair
♥K, ♥3, ♥K, ♥4, ♣10 | pair
♥K, ♥3, ♥K, ♥4, ♠A | pair
♥K, ♥3, ♥K, ♣2, ♦Q | pair
♥K, ♥3, ♥K, ♣2, ♣10 | pair
♥K, ♥3, ♥K, ♣2, ♠A | pair
♥K, ♥3, ♥K, ♦Q, ♣10 | pair
♥K, ♥3, ♥K, ♦Q, ♠A | pair
♥K, ♥3, ♥K, ♣10, ♠A | pair
♥K, ♠7, ♣A, ♥K, ♥K | three of a kind
♥K, ♠7, ♣A, ♥K, ♥4 | pair
♥K, ♠7, ♣A, ♥K, ♣2 | pair
♥K, ♠7, ♣A, ♥K, ♦Q | pair
♥K, ♠7, ♣A, ♥K, ♣10 | pair
♥K, ♠7, ♣A, ♥K, ♠A | two pairs
♥K, ♠7, ♣A, ♥K, ♥4 | pair
♥K, ♠7, ♣A, ♥K, ♣2 | pair
♥K, ♠7, ♣A, ♥K, ♦Q | pair
♥K, ♠7, ♣A, ♥K, ♣10 | pair
♥K, ♠7, ♣A, ♥K, ♠A | two pairs
♥K, ♠7, ♣A, ♥4, ♠A | pair
♥K, ♠7, ♣A, ♣2, ♠A | pair
♥K, ♠7, ♣A, ♦Q, ♠A | pair
♥K, ♠7, ♣A, ♣10, ♠A | pair
♥K, ♠7, ♥K, ♥K, ♥4 | three of a kind
♥K, ♠7, ♥K, ♥K, ♣2 | three of a kind
♥K, ♠7, ♥K, ♥K, ♦Q | three of a kind
♥K, ♠7, ♥K, ♥K, ♣10 | three of a kind
♥K, ♠7, ♥K, ♥K, ♠A | three of a kind
♥K, ♠7, ♥K, ♥4, ♣2 | pair
♥K, ♠7, ♥K, ♥4, ♦Q | pair
♥K, ♠7, ♥K, ♥4, ♣10 | pair
♥K, ♠7, ♥K, ♥4, ♠A | pair
♥K, ♠7, ♥K, ♣2, ♦Q | pair
♥K, ♠7, ♥K, ♣2, ♣10 | pair
♥K, ♠7, ♥K, ♣2, ♠A | pair
♥K, ♠7, ♥K, ♦Q, ♣10 | pair
♥K, ♠7, ♥K, ♦Q, ♠A | pair
♥K, ♠7, ♥K, ♣10, ♠A | pair
♥K, ♠7, ♥K, ♥4, ♣2 | pair
♥K, ♠7, ♥K, ♥4, ♦Q | pair
♥K, ♠7, ♥K, ♥4, ♣10 | pair
♥K, ♠7, ♥K, ♥4, ♠A | pair
♥K, ♠7, ♥K, ♣2, ♦Q | pair
♥K, ♠7, ♥K, ♣2, ♣10 | pair
♥K, ♠7, ♥K, ♣2, ♠A | pair
♥K, ♠7, ♥K, ♦Q, ♣10 | pair
♥K, ♠7, ♥K, ♦Q, ♠A | pair
♥K, ♠7, ♥K, ♣10, ♠A | pair
♥K, ♣A, ♥K, ♥K, ♥4 | three of a kind
♥K, ♣A, ♥K, ♥K, ♣2 | three of a kind
♥K, ♣A, ♥K, ♥K, ♦Q | three of a kind
♥K, ♣A, ♥K, ♥K, ♣10 | three of a kind
♥K, ♣A, ♥K, ♥K, ♠A | fullhouse
♥K, ♣A, ♥K, ♥4, ♣2 | pair
♥K, ♣A, ♥K, ♥4, ♦Q | pair
♥K, ♣A, ♥K, ♥4, ♣10 | pair
♥K, ♣A, ♥K, ♥4, ♠A | two pairs
♥K, ♣A, ♥K, ♣2, ♦Q | pair
♥K, ♣A, ♥K, ♣2, ♣10 | pair
♥K, ♣A, ♥K, ♣2, ♠A | two pairs
♥K, ♣A, ♥K, ♦Q, ♣10 | pair
♥K, ♣A, ♥K, ♦Q, ♠A | two pairs
♥K, ♣A, ♥K, ♣10, ♠A | two pairs
♥K, ♣A, ♥K, ♥4, ♣2 | pair
♥K, ♣A, ♥K, ♥4, ♦Q | pair
♥K, ♣A, ♥K, ♥4, ♣10 | pair
♥K, ♣A, ♥K, ♥4, ♠A | two pairs
♥K, ♣A, ♥K, ♣2, ♦Q | pair
♥K, ♣A, ♥K, ♣2, ♣10 | pair
♥K, ♣A, ♥K, ♣2, ♠A | two pairs
♥K, ♣A, ♥K, ♦Q, ♣10 | pair
♥K, ♣A, ♥K, ♦Q, ♠A | two pairs
♥K, ♣A, ♥K, ♣10, ♠A | two pairs
♥K, ♣A, ♥4, ♣2, ♠A | pair
♥K, ♣A, ♥4, ♦Q, ♠A | pair
♥K, ♣A, ♥4, ♣10, ♠A | pair
♥K, ♣A, ♣2, ♦Q, ♠A | pair
♥K, ♣A, ♣2, ♣10, ♠A | pair
♥K, ♣A, ♦Q, ♣10, ♠A | pair
♥K, ♥K, ♥K, ♥4, ♣2 | three of a kind
♥K, ♥K, ♥K, ♥4, ♦Q | three of a kind
♥K, ♥K, ♥K, ♥4, ♣10 | three of a kind
♥K, ♥K, ♥K, ♥4, ♠A | three of a kind
♥K, ♥K, ♥K, ♣2, ♦Q | three of a kind
♥K, ♥K, ♥K, ♣2, ♣10 | three of a kind
♥K, ♥K, ♥K, ♣2, ♠A | three of a kind
♥K, ♥K, ♥K, ♦Q, ♣10 | three of a kind
♥K, ♥K, ♥K, ♦Q, ♠A | three of a kind
♥K, ♥K, ♥K, ♣10, ♠A | three of a kind
♥K, ♥K, ♥4, ♣2, ♦Q | pair
♥K, ♥K, ♥4, ♣2, ♣10 | pair
♥K, ♥K, ♥4, ♣2, ♠A | pair
♥K, ♥K, ♥4, ♦Q, ♣10 | pair
♥K, ♥K, ♥4, ♦Q, ♠A | pair
♥K, ♥K, ♥4, ♣10, ♠A | pair
♥K, ♥K, ♣2, ♦Q, ♣10 | pair
♥K, ♥K, ♣2, ♦Q, ♠A | pair
♥K, ♥K, ♣2, ♣10, ♠A | pair
♥K, ♥K, ♦Q, ♣10, ♠A | pair
♥K, ♥K, ♥4, ♣2, ♦Q | pair
♥K, ♥K, ♥4, ♣2, ♣10 | pair
♥K, ♥K, ♥4, ♣2, ♠A | pair
♥K, ♥K, ♥4, ♦Q, ♣10 | pair
♥K, ♥K, ♥4, ♦Q, ♠A | pair
♥K, ♥K, ♥4, ♣10, ♠A | pair
♥K, ♥K, ♣2, ♦Q, ♣10 | pair
♥K, ♥K, ♣2, ♦Q, ♠A | pair
♥K, ♥K, ♣2, ♣10, ♠A | pair
♥K, ♥K, ♦Q, ♣10, ♠A | pair
♣3, ♠9, ♠9, ♥3, ♠7 | two pairs
♣3, ♠9, ♠9, ♥3, ♣A | two pairs
♣3, ♠9, ♠9, ♥3, ♥K | two pairs
♣3, ♠9, ♠9, ♥3, ♥K | two pairs
♣3, ♠9, ♠9, ♥3, ♥4 | two pairs
♣3, ♠9, ♠9, ♥3, ♣2 | two pairs
♣3, ♠9, ♠9, ♥3, ♦Q | two pairs
♣3, ♠9, ♠9, ♥3, ♣10 | two pairs
♣3, ♠9, ♠9, ♥3, ♠A | two pairs
♣3, ♠9, ♠9, ♠7, ♣A | pair
♣3, ♠9, ♠9, ♠7, ♥K | pair
♣3, ♠9, ♠9, ♠7, ♥K | pair
♣3, ♠9, ♠9, ♠7, ♥4 | pair
♣3, ♠9, ♠9, ♠7, ♣2 | pair
♣3, ♠9, ♠9, ♠7, ♦Q | pair
♣3, ♠9, ♠9, ♠7, ♣10 | pair
♣3, ♠9, ♠9, ♠7, ♠A | pair
♣3, ♠9, ♠9, ♣A, ♥K | pair
♣3, ♠9, ♠9, ♣A, ♥K | pair
♣3, ♠9, ♠9, ♣A, ♥4 | pair
♣3, ♠9, ♠9, ♣A, ♣2 | pair
♣3, ♠9, ♠9, ♣A, ♦Q | pair
♣3, ♠9, ♠9, ♣A, ♣10 | pair
♣3, ♠9, ♠9, ♣A, ♠A | two pairs
♣3, ♠9, ♠9, ♥K, ♥K | two pairs
♣3, ♠9, ♠9, ♥K, ♥4 | pair
♣3, ♠9, ♠9, ♥K, ♣2 | pair
♣3, ♠9, ♠9, ♥K, ♦Q | pair
♣3, ♠9, ♠9, ♥K, ♣10 | pair
♣3, ♠9, ♠9, ♥K, ♠A | pair
♣3, ♠9, ♠9, ♥K, ♥4 | pair
♣3, ♠9, ♠9, ♥K, ♣2 | pair
♣3, ♠9, ♠9, ♥K, ♦Q | pair
♣3, ♠9, ♠9, ♥K, ♣10 | pair
♣3, ♠9, ♠9, ♥K, ♠A | pair
♣3, ♠9, ♠9, ♥4, ♣2 | pair
♣3, ♠9, ♠9, ♥4, ♦Q | pair
♣3, ♠9, ♠9, ♥4, ♣10 | pair
♣3, ♠9, ♠9, ♥4, ♠A | pair
♣3, ♠9, ♠9, ♣2, ♦Q | pair
♣3, ♠9, ♠9, ♣2, ♣10 | pair
♣3, ♠9, ♠9, ♣2, ♠A | pair
♣3, ♠9, ♠9, ♦Q, ♣10 | pair
♣3, ♠9, ♠9, ♦Q, ♠A | pair
♣3, ♠9, ♠9, ♣10, ♠A | pair
♣3, ♠9, ♥3, ♠7, ♣A | pair
♣3, ♠9, ♥3, ♠7, ♥K | pair
♣3, ♠9, ♥3, ♠7, ♥K | pair
♣3, ♠9, ♥3, ♠7, ♥4 | pair
♣3, ♠9, ♥3, ♠7, ♣2 | pair
♣3, ♠9, ♥3, ♠7, ♦Q | pair
♣3, ♠9, ♥3, ♠7, ♣10 | pair
♣3, ♠9, ♥3, ♠7, ♠A | pair
♣3, ♠9, ♥3, ♣A, ♥K | pair
♣3, ♠9, ♥3, ♣A, ♥K | pair
♣3, ♠9, ♥3, ♣A, ♥4 | pair
♣3, ♠9, ♥3, ♣A, ♣2 | pair
♣3, ♠9, ♥3, ♣A, ♦Q | pair
♣3, ♠9, ♥3, ♣A, ♣10 | pair
♣3, ♠9, ♥3, ♣A, ♠A | two pairs
♣3, ♠9, ♥3, ♥K, ♥K | two pairs
♣3, ♠9, ♥3, ♥K, ♥4 | pair
♣3, ♠9, ♥3, ♥K, ♣2 | pair
♣3, ♠9, ♥3, ♥K, ♦Q | pair
♣3, ♠9, ♥3, ♥K, ♣10 | pair
♣3, ♠9, ♥3, ♥K, ♠A | pair
♣3, ♠9, ♥3, ♥K, ♥4 | pair
♣3, ♠9, ♥3, ♥K, ♣2 | pair
♣3, ♠9, ♥3, ♥K, ♦Q | pair
♣3, ♠9, ♥3, ♥K, ♣10 | pair
♣3, ♠9, ♥3, ♥K, ♠A | pair
♣3, ♠9, ♥3, ♥4, ♣2 | pair
♣3, ♠9, ♥3, ♥4, ♦Q | pair
♣3, ♠9, ♥3, ♥4, ♣10 | pair
♣3, ♠9, ♥3, ♥4, ♠A | pair
♣3, ♠9, ♥3, ♣2, ♦Q | pair
♣3, ♠9, ♥3, ♣2, ♣10 | pair
♣3, ♠9, ♥3, ♣2, ♠A | pair
♣3, ♠9, ♥3, ♦Q, ♣10 | pair
♣3, ♠9, ♥3, ♦Q, ♠A | pair
♣3, ♠9, ♥3, ♣10, ♠A | pair
♣3, ♠9, ♠7, ♣A, ♠A | pair
♣3, ♠9, ♠7, ♥K, ♥K | pair
♣3, ♠9, ♣A, ♥K, ♥K | pair
♣3, ♠9, ♣A, ♥K, ♠A | pair
♣3, ♠9, ♣A, ♥K, ♠A | pair
♣3, ♠9, ♣A, ♥4, ♠A | pair
♣3, ♠9, ♣A, ♣2, ♠A | pair
♣3, ♠9, ♣A, ♦Q, ♠A | pair
♣3, ♠9, ♣A, ♣10, ♠A | pair
♣3, ♠9, ♥K, ♥K, ♥4 | pair
♣3, ♠9, ♥K, ♥K, ♣2 | pair
♣3, ♠9, ♥K, ♥K, ♦Q | pair
♣3, ♠9, ♥K, ♥K, ♣10 | pair
♣3, ♠9, ♥K, ♥K, ♠A | pair
♣3, ♠9, ♥3, ♠7, ♣A | pair
♣3, ♠9, ♥3, ♠7, ♥K | pair
♣3, ♠9, ♥3, ♠7, ♥K | pair
♣3, ♠9, ♥3, ♠7, ♥4 | pair
♣3, ♠9, ♥3, ♠7, ♣2 | pair
♣3, ♠9, ♥3, ♠7, ♦Q | pair
♣3, ♠9, ♥3, ♠7, ♣10 | pair
♣3, ♠9, ♥3, ♠7, ♠A | pair
♣3, ♠9, ♥3, ♣A, ♥K | pair
♣3, ♠9, ♥3, ♣A, ♥K | pair
♣3, ♠9, ♥3, ♣A, ♥4 | pair
♣3, ♠9, ♥3, ♣A, ♣2 | pair
♣3, ♠9, ♥3, ♣A, ♦Q | pair
♣3, ♠9, ♥3, ♣A, ♣10 | pair
♣3, ♠9, ♥3, ♣A, ♠A | two pairs
♣3, ♠9, ♥3, ♥K, ♥K | two pairs
♣3, ♠9, ♥3, ♥K, ♥4 | pair
♣3, ♠9, ♥3, ♥K, ♣2 | pair
♣3, ♠9, ♥3, ♥K, ♦Q | pair
♣3, ♠9, ♥3, ♥K, ♣10 | pair
♣3, ♠9, ♥3, ♥K, ♠A | pair
♣3, ♠9, ♥3, ♥K, ♥4 | pair
♣3, ♠9, ♥3, ♥K, ♣2 | pair
♣3, ♠9, ♥3, ♥K, ♦Q | pair
♣3, ♠9, ♥3, ♥K, ♣10 | pair
♣3, ♠9, ♥3, ♥K, ♠A | pair
♣3, ♠9, ♥3, ♥4, ♣2 | pair
♣3, ♠9, ♥3, ♥4, ♦Q | pair
♣3, ♠9, ♥3, ♥4, ♣10 | pair
♣3, ♠9, ♥3, ♥4, ♠A | pair
♣3, ♠9, ♥3, ♣2, ♦Q | pair
♣3, ♠9, ♥3, ♣2, ♣10 | pair
♣3, ♠9, ♥3, ♣2, ♠A | pair
♣3, ♠9, ♥3, ♦Q, ♣10 | pair
♣3, ♠9, ♥3, ♦Q, ♠A | pair
♣3, ♠9, ♥3, ♣10, ♠A | pair
♣3, ♠9, ♠7, ♣A, ♠A | pair
