♦7, ♣Q, ♠J, ♣3, ♥3 | pair
♥K, ♥3, ♠K, ♥K, ♥J | three of a kind
♥K, ♥3, ♠K, ♥K, ♦4 | three of a kind
♥K, ♥3, ♠K, ♥K, ♥4 | three of a kind
♥K, ♥3, ♠K, ♥K, ♥8 | three of a kind
♥K, ♥3, ♠K, ♥J, ♦4 | pair
♥K, ♥3, ♠K, ♥J, ♥4 | pair
♥K, ♥3, ♠K, ♥J, ♥8 | pair
♥K, ♥3, ♠K, ♦4, ♥4 | two pairs
♥K, ♥3, ♠K, ♦4, ♥8 | pair
♥K, ♥3, ♠K, ♥4, ♥8 | pair
♥K, ♥3, ♣A, ♥K, ♥J | pair
♥K, ♥3, ♣A, ♥K, ♦4 | pair
♥K, ♥3, ♣A, ♥K, ♥4 | pair
♥K, ♥3, ♣A, ♥K, ♥8 | pair
♥K, ♥3, ♣A, ♦4, ♥4 | pair
♥K, ♥3, ♥K, ♥J, ♦4 | pair
♥K, ♥3, ♥K, ♥J, ♥4 | flush
♥K, ♥3, ♥K, ♥J, ♥8 | flush
♥K, ♥3, ♥K, ♦4, ♥4 | two pairs
♥K, ♥3, ♥K, ♦4, ♥8 | pair
♥K, ♥3, ♥K, ♥4, ♥8 | flush
♥K, ♥3, ♥J, ♦4, ♥4 | pair
♥K, ♥3, ♥J, ♥4, ♥8 | flush
♥K, ♥3, ♦4, ♥4, ♥8 | pair
♥K, ♣Q, ♠10, ♠K, ♣A | pair
♥K, ♣Q, ♠10, ♠K, ♥K | three of a kind
♥K, ♣Q, ♠10, ♠K, ♥J | pair
♥K, ♣Q, ♠10, ♠K, ♦4 | pair
♥K, ♣Q, ♠10, ♠K, ♥4 | pair
♥K, ♣Q, ♠10, ♠K, ♥8 | pair
♥K, ♣Q, ♠10, ♣A, ♥K | pair
♥K, ♣Q, ♠10, ♣A, ♥J | straight
♥K, ♣Q, ♠10, ♥K, ♥J | pair
♥K, ♣Q, ♠10, ♥K, ♦4 | pair
♥K, ♣Q, ♠10, ♥K, ♥4 | pair
♥K, ♣Q, ♠10, ♥K, ♥8 | pair
♥K, ♣Q, ♠10, ♦4, ♥4 | pair
♥K, ♣Q, ♠K, ♣A, ♥K | three of a kind
♥K, ♣Q, ♠K, ♣A, ♥J | pair
♥K, ♣Q, ♠K, ♣A, ♦4 | pair
♥K, ♣Q, ♠K, ♣A, ♥4 | pair
♥K, ♣Q, ♠K, ♣A, ♥8 | pair
♥K, ♣Q, ♠K, ♥K, ♥J | three of a kind
♥K, ♣Q, ♠K, ♥K, ♦4 | three of a kind
♥K, ♣Q, ♠K, ♥K, ♥4 | three of a kind
♥K, ♣Q, ♠K, ♥K, ♥8 | three of a kind
♥K, ♣Q, ♠K, ♥J, ♦4 | pair
♥K, ♣Q, ♠K, ♥J, ♥4 | pair
♥K, ♣Q, ♠K, ♥J, ♥8 | pair
♥K, ♣Q, ♠K, ♦4, ♥4 | two pairs
♥K, ♣Q, ♠K, ♦4, ♥8 | pair
♥K, ♣Q, ♠K, ♥4, ♥8 | pair
♥K, ♣Q, ♣A, ♥K, ♥J | pair
♥K, ♣Q, ♣A, ♥K, ♦4 | pair
♥K, ♣Q, ♣A, ♥K, ♥4 | pair
♥K, ♣Q, ♣A, ♥K, ♥8 | pair
♥K, ♣Q, ♣A, ♦4, ♥4 | pair
♥K, ♣Q, ♥K, ♥J, ♦4 | pair
♥K, ♣Q, ♥K, ♥J, ♥4 | pair
♥K, ♣Q, ♥K, ♥J, ♥8 | pair
♥K, ♣Q, ♥K, ♦4, ♥4 | two pairs
♥K, ♣Q, ♥K, ♦4, ♥8 | pair
♥K, ♣Q, ♥K, ♥4, ♥8 | pair
♥K, ♣Q, ♥J, ♦4, ♥4 | pair
♥K, ♣Q, ♦4, ♥4, ♥8 | pair
♥K, ♠10, ♠K, ♣A, ♥K | three of a kind
♥K, ♠10, ♠K, ♣A, ♥J | pair
♥K, ♠10, ♠K, ♣A, ♦4 | pair
♥K, ♠10, ♠K, ♣A, ♥4 | pair
♥K, ♠10, ♠K, ♣A, ♥8 | pair
♥K, ♠10, ♠K, ♥K, ♥J | three of a kind
♥K, ♠10, ♠K, ♥K, ♦4 | three of a kind
♥K, ♠10, ♠K, ♥K, ♥4 | three of a kind
♥K, ♠10, ♠K, ♥K, ♥8 | three of a kind
♥K, ♠10, ♠K, ♥J, ♦4 | pair
♥K, ♠10, ♠K, ♥J, ♥4 | pair
♥K, ♠10, ♠K, ♥J, ♥8 | pair
♥K, ♠10, ♠K, ♦4, ♥4 | two pairs
♥K, ♠10, ♠K, ♦4, ♥8 | pair
♥K, ♠10, ♠K, ♥4, ♥8 | pair
♥K, ♠10, ♣A, ♥K, ♥J | pair
♥K, ♠10, ♣A, ♥K, ♦4 | pair
♥K, ♠10, ♣A, ♥K, ♥4 | pair
♥K, ♠10, ♣A, ♥K, ♥8 | pair
♥K, ♠10, ♣A, ♦4, ♥4 | pair
♥K, ♠10, ♥K, ♥J, ♦4 | pair
♥K, ♠10, ♥K, ♥J, ♥4 | pair
♥K, ♠10, ♥K, ♥J, ♥8 | pair
♥K, ♠10, ♥K, ♦4, ♥4 | two pairs
♥K, ♠10, ♥K, ♦4, ♥8 | pair
♥K, ♠10, ♥K, ♥4, ♥8 | pair
♥K, ♠10, ♥J, ♦4, ♥4 | pair
♥K, ♠10, ♦4, ♥4, ♥8 | pair
♥K, ♠K, ♣A, ♥K, ♥J | three of a kind
♥K, ♠K, ♣A, ♥K, ♦4 | three of a kind
♥K, ♠K, ♣A, ♥K, ♥4 | three of a kind
♥K, ♠K, ♣A, ♥K, ♥8 | three of a kind
♥K, ♠K, ♣A, ♥J, ♦4 | pair
♥K, ♠K, ♣A, ♥J, ♥4 | pair
♥K, ♠K, ♣A, ♥J, ♥8 | pair
♥K, ♠K, ♣A, ♦4, ♥4 | two pairs
♥K, ♠K, ♣A, ♦4, ♥8 | pair
♥K, ♠K, ♣A, ♥4, ♥8 | pair
♥K, ♠K, ♥K, ♥J, ♦4 | three of a kind
♥K, ♠K, ♥K, ♥J, ♥4 | three of a kind
♥K, ♠K, ♥K, ♥J, ♥8 | three of a kind
♥K, ♠K, ♥K, ♦4, ♥4 | fullhouse
♥K, ♠K, ♥K, ♦4, ♥8 | three of a kind
♥K, ♠K, ♥K, ♥4, ♥8 | three of a kind
♥K, ♠K, ♥J, ♦4, ♥4 | two pairs
♥K, ♠K, ♥J, ♦4, ♥8 | pair
♥K, ♠K, ♥J, ♥4, ♥8 | pair
♥K, ♠K, ♦4, ♥4, ♥8 | two pairs
♥K, ♣A, ♥K, ♥J, ♦4 | pair
♥K, ♣A, ♥K, ♥J, ♥4 | pair
♥K, ♣A, ♥K, ♥J, ♥8 | pair
♥K, ♣A, ♥K, ♦4, ♥4 | two pairs
♥K, ♣A, ♥K, ♦4, ♥8 | pair
♥K, ♣A, ♥K, ♥4, ♥8 | pair
♥K, ♣A, ♥J, ♦4, ♥4 | pair
♥K, ♣A, ♦4, ♥4, ♥8 | pair
♥K, ♥K, ♥J, ♦4, ♥4 | two pairs
♥K, ♥K, ♥J, ♦4, ♥8 | pair
♥K, ♥K, ♥J, ♥4, ♥8 | flush
♥K, ♥K, ♦4, ♥4, ♥8 | two pairs
♥K, ♥J, ♦4, ♥4, ♥8 | pair
♥3, ♣Q, ♠10, ♠K, ♥K | pair
♥3, ♣Q, ♠10, ♦4, ♥4 | pair
♥3, ♣Q, ♠K, ♣A, ♥K | pair
♥3, ♣Q, ♠K, ♥K, ♥J | pair
♥3, ♣Q, ♠K, ♥K, ♦4 | pair
♥3, ♣Q, ♠K, ♥K, ♥4 | pair
♥3, ♣Q, ♠K, ♥K, ♥8 | pair
♥3, ♣Q, ♠K, ♦4, ♥4 | pair
♥3, ♣Q, ♣A, ♦4, ♥4 | pair
♥3, ♣Q, ♥K, ♦4, ♥4 | pair
♥3, ♣Q, ♥J, ♦4, ♥4 | pair
♥3, ♣Q, ♦4, ♥4, ♥8 | pair
♥3, ♠10, ♠K, ♣A, ♥K | pair
♥3, ♠10, ♠K, ♥K, ♥J | pair
♥3, ♠10, ♠K, ♥K, ♦4 | pair
♥3, ♠10, ♠K, ♥K, ♥4 | pair
♥3, ♠10, ♠K, ♥K, ♥8 | pair
♥3, ♠10, ♠K, ♦4, ♥4 | pair
♥3, ♠10, ♣A, ♦4, ♥4 | pair
♥3, ♠10, ♥K, ♦4, ♥4 | pair
♥3, ♠10, ♥J, ♦4, ♥4 | pair
♥3, ♠10, ♦4, ♥4, ♥8 | pair
♥3, ♠K, ♣A, ♥K, ♥J | pair
♥3, ♠K, ♣A, ♥K, ♦4 | pair
♥3, ♠K, ♣A, ♥K, ♥4 | pair
♥3, ♠K, ♣A, ♥K, ♥8 | pair
♥3, ♠K, ♣A, ♦4, ♥4 | pair
♥3, ♠K, ♥K, ♥J, ♦4 | pair
♥3, ♠K, ♥K, ♥J, ♥4 | pair
♥3, ♠K, ♥K, ♥J, ♥8 | pair
♥3, ♠K, ♥K, ♦4, ♥4 | two pairs
♥3, ♠K, ♥K, ♦4, ♥8 | pair
♥3, ♠K, ♥K, ♥4, ♥8 | pair
♥3, ♠K, ♥J, ♦4, ♥4 | pair
♥3, ♠K, ♦4, ♥4, ♥8 | pair
♥3, ♣A, ♥K, ♦4, ♥4 | pair
♥3, ♣A, ♥J, ♦4, ♥4 | pair
♥3, ♣A, ♦4, ♥4, ♥8 | pair
♥3, ♥K, ♥J, ♦4, ♥4 | pair
♥3, ♥K, ♥J, ♥4, ♥8 | flush
♥3, ♥K, ♦4, ♥4, ♥8 | pair
♥3, ♥J, ♦4, ♥4, ♥8 | pair
♣Q, ♠10, ♠K, ♣A, ♥K | pair
♣Q, ♠10, ♠K, ♣A, ♥J | straight
♣Q, ♠10, ♠K, ♥K, ♥J | pair
♣Q, ♠10, ♠K, ♥K, ♦4 | pair
♣Q, ♠10, ♠K, ♥K, ♥4 | pair
♣Q, ♠10, ♠K, ♥K, ♥8 | pair
♣Q, ♠10, ♠K, ♦4, ♥4 | pair
♣Q, ♠10, ♣A, ♥K, ♥J | straight
♣Q, ♠10, ♣A, ♦4, ♥4 | pair
♣Q, ♠10, ♥K, ♦4, ♥4 | pair
♣Q, ♠10, ♥J, ♦4, ♥4 | pair
♣Q, ♠10, ♦4, ♥4, ♥8 | pair
♣Q, ♠K, ♣A, ♥K, ♥J | pair
♣Q, ♠K, ♣A, ♥K, ♦4 | pair
♣Q, ♠K, ♣A, ♥K, ♥4 | pair
♣Q, ♠K, ♣A, ♥K, ♥8 | pair
♣Q, ♠K, ♣A, ♦4, ♥4 | pair
♣Q, ♠K, ♥K, ♥J, ♦4 | pair
♣Q, ♠K, ♥K, ♥J, ♥4 | pair
♣Q, ♠K, ♥K, ♥J, ♥8 | pair
♣Q, ♠K, ♥K, ♦4, ♥4 | two pairs
♣Q, ♠K, ♥K, ♦4, ♥8 | pair
♣Q, ♠K, ♥K, ♥4, ♥8 | pair
♣Q, ♠K, ♥J, ♦4, ♥4 | pair
♣Q, ♠K, ♦4, ♥4, ♥8 | pair
♣Q, ♣A, ♥K, ♦4, ♥4 | pair
♣Q, ♣A, ♥J, ♦4, ♥4 | pair
♣Q, ♣A, ♦4, ♥4, ♥8 | pair
♣Q, ♥K, ♥J, ♦4, ♥4 | pair
♣Q, ♥K, ♦4, ♥4, ♥8 | pair
♣Q, ♥J, ♦4, ♥4, ♥8 | pair
♠10, ♠K, ♣A, ♥K, ♥J | pair
♠10, ♠K, ♣A, ♥K, ♦4 | pair
♠10, ♠K, ♣A, ♥K, ♥4 | pair
♠10, ♠K, ♣A, ♥K, ♥8 | pair
♠10, ♠K, ♣A, ♦4, ♥4 | pair
♠10, ♠K, ♥K, ♥J, ♦4 | pair
♠10, ♠K, ♥K, ♥J, ♥4 | pair
♠10, ♠K, ♥K, ♥J, ♥8 | pair
♠10, ♠K, ♥K, ♦4, ♥4 | two pairs
♠10, ♠K, ♥K, ♦4, ♥8 | pair
♠10, ♠K, ♥K, ♥4, ♥8 | pair
♠10, ♠K, ♥J, ♦4, ♥4 | pair
♠10, ♠K, ♦4, ♥4, ♥8 | pair
♠10, ♣A, ♥K, ♦4, ♥4 | pair
♠10, ♣A, ♥J, ♦4, ♥4 | pair
♠10, ♣A, ♦4, ♥4, ♥8 | pair
♠10, ♥K, ♥J, ♦4, ♥4 | pair
♠10, ♥K, ♦4, ♥4, ♥8 | pair
♠10, ♥J, ♦4, ♥4, ♥8 | pair
♠K, ♣A, ♥K, ♥J, ♦4 | pair
♠K, ♣A, ♥K, ♥J, ♥4 | pair
♠K, ♣A, ♥K, ♥J, ♥8 | pair
♠K, ♣A, ♥K, ♦4, ♥4 | two pairs
♠K, ♣A, ♥K, ♦4, ♥8 | pair
♠K, ♣A, ♥K, ♥4, ♥8 | pair
♠K, ♣A, ♥J, ♦4, ♥4 | pair
♠K, ♣A, ♦4, ♥4, ♥8 | pair
♠K, ♥K, ♥J, ♦4, ♥4 | two pairs
♠K, ♥K, ♥J, ♦4, ♥8 | pair
♠K, ♥K, ♥J, ♥4, ♥8 | pair
♠K, ♥K, ♦4, ♥4, ♥8 | two pairs
♠K, ♥J, ♦4, ♥4, ♥8 | pair
♣A, ♥K, ♥J, ♦4, ♥4 | pair
♣A, ♥K, ♦4, ♥4, ♥8 | pair
♣A, ♥J, ♦4, ♥4, ♥8 | pair
♥K, ♥J, ♦4, ♥4, ♥8 | pair
