♠A, ♣2, ♥8, ♣Q, ♥2 | pair
♦K, ♣5, ♥2, ♥K, ♠Q | pair
♦K, ♣5, ♥2, ♥K, ♠4 | pair
♦K, ♣5, ♥2, ♥4, ♠4 | pair
♦K, ♣5, ♥K, ♠8, ♥4 | pair
♦K, ♣5, ♥K, ♠8, ♠Q | pair
♦K, ♣5, ♥K, ♠8, ♠4 | pair
♦K, ♣5, ♥K, ♥4, ♠Q | pair
♦K, ♣5, ♥K, ♥4, ♠4 | two pairs
♦K, ♣5, ♥K, ♠Q, ♠4 | pair
♦K, ♣5, ♠8, ♥4, ♠4 | pair
♦K, ♣5, ♥4, ♠Q, ♠4 | pair
♦K, ♥6, ♥10, ♣4, ♥K | pair
♦K, ♥6, ♥10, ♣4, ♥4 | pair
♦K, ♥6, ♥10, ♣4, ♠4 | pair
♦K, ♥6, ♥10, ♥2, ♥K | pair
♦K, ♥6, ♥10, ♥K, ♠8 | pair
♦K, ♥6, ♥10, ♥K, ♥4 | pair
♦K, ♥6, ♥10, ♥K, ♠Q | pair
♦K, ♥6, ♥10, ♥K, ♠4 | pair
♦K, ♥6, ♥10, ♥4, ♠4 | pair
♦K, ♥6, ♣4, ♥2, ♥K | pair
♦K, ♥6, ♣4, ♥2, ♥4 | pair
♦K, ♥6, ♣4, ♥2, ♠4 | pair
♦K, ♥6, ♣4, ♥K, ♠8 | pair
♦K, ♥6, ♣4, ♥K, ♥4 | two pairs
♦K, ♥6, ♣4, ♥K, ♠Q | pair
♦K, ♥6, ♣4, ♥K, ♠4 | two pairs
♦K, ♥6, ♣4, ♠8, ♥4 | pair
♦K, ♥6, ♣4, ♠8, ♠4 | pair
♦K, ♥6, ♣4, ♥4, ♠Q | pair
♦K, ♥6, ♣4, ♥4, ♠4 | three of a kind
♦K, ♥6, ♣4, ♠Q, ♠4 | pair
♦K, ♥6, ♥2, ♥K, ♠8 | pair
♦K, ♥6, ♥2, ♥K, ♥4 | pair
♦K, ♥6, ♥2, ♥K, ♠Q | pair
♦K, ♥6, ♥2, ♥K, ♠4 | pair
♦K, ♥6, ♥2, ♥4, ♠4 | pair
♦K, ♥6, ♥K, ♠8, ♥4 | pair
♦K, ♥6, ♥K, ♠8, ♠Q | pair
♦K, ♥6, ♥K, ♠8, ♠4 | pair
♦K, ♥6, ♥K, ♥4, ♠Q | pair
♦K, ♥6, ♥K, ♥4, ♠4 | two pairs
♦K, ♥6, ♥K, ♠Q, ♠4 | pair
♦K, ♥6, ♠8, ♥4, ♠4 | pair
♦K, ♥6, ♥4, ♠Q, ♠4 | pair
♦K, ♥10, ♣4, ♥2, ♥K | pair
♦K, ♥10, ♣4, ♥2, ♥4 | pair
♦K, ♥10, ♣4, ♥2, ♠4 | pair
♦K, ♥10, ♣4, ♥K, ♠8 | pair
♦K, ♥10, ♣4, ♥K, ♥4 | two pairs
♦K, ♥10, ♣4, ♥K, ♠Q | pair
♦K, ♥10, ♣4, ♥K, ♠4 | two pairs
♦K, ♥10, ♣4, ♠8, ♥4 | pair
♦K, ♥10, ♣4, ♠8, ♠4 | pair
♦K, ♥10, ♣4, ♥4, ♠Q | pair
♦K, ♥10, ♣4, ♥4, ♠4 | three of a kind
♦K, ♥10, ♣4, ♠Q, ♠4 | pair
♦K, ♥10, ♥2, ♥K, ♠8 | pair
♦K, ♥10, ♥2, ♥K, ♥4 | pair
♦K, ♥10, ♥2, ♥K, ♠Q | pair
♦K, ♥10, ♥2, ♥K, ♠4 | pair
♦K, ♥10, ♥2, ♥4, ♠4 | pair
♦K, ♥10, ♥K, ♠8, ♥4 | pair
♦K, ♥10, ♥K, ♠8, ♠Q | pair
♦K, ♥10, ♥K, ♠8, ♠4 | pair
♦K, ♥10, ♥K, ♥4, ♠Q | pair
♦K, ♥10, ♥K, ♥4, ♠4 | two pairs
♦K, ♥10, ♥K, ♠Q, ♠4 | pair
♦K, ♥10, ♠8, ♥4, ♠4 | pair
♦K, ♥10, ♥4, ♠Q, ♠4 | pair
♦K, ♣4, ♥2, ♥K, ♠8 | pair
♦K, ♣4, ♥2, ♥K, ♥4 | two pairs
♦K, ♣4, ♥2, ♥K, ♠Q | pair
♦K, ♣4, ♥2, ♥K, ♠4 | two pairs
♦K, ♣4, ♥2, ♠8, ♥4 | pair
♦K, ♣4, ♥2, ♠8, ♠4 | pair
♦K, ♣4, ♥2, ♥4, ♠Q | pair
♦K, ♣4, ♥2, ♥4, ♠4 | three of a kind
♦K, ♣4, ♥2, ♠Q, ♠4 | pair
♦K, ♣4, ♥K, ♠8, ♥4 | two pairs
♦K, ♣4, ♥K, ♠8, ♠Q | pair
♦K, ♣4, ♥K, ♠8, ♠4 | two pairs
♦K, ♣4, ♥K, ♥4, ♠Q | two pairs
♦K, ♣4, ♥K, ♥4, ♠4 | fullhouse
♦K, ♣4, ♥K, ♠Q, ♠4 | two pairs
♦K, ♣4, ♠8, ♥4, ♠Q | pair
♦K, ♣4, ♠8, ♥4, ♠4 | three of a kind
♦K, ♣4, ♠8, ♠Q, ♠4 | pair
♦K, ♣4, ♥4, ♠Q, ♠4 | three of a kind
♦K, ♥2, ♥K, ♠8, ♥4 | pair
♦K, ♥2, ♥K, ♠8, ♠Q | pair
♦K, ♥2, ♥K, ♠8, ♠4 | pair
♦K, ♥2, ♥K, ♥4, ♠Q | pair
♦K, ♥2, ♥K, ♥4, ♠4 | two pairs
♦K, ♥2, ♥K, ♠Q, ♠4 | pair
♦K, ♥2, ♠8, ♥4, ♠4 | pair
♦K, ♥2, ♥4, ♠Q, ♠4 | pair
♦K, ♥K, ♠8, ♥4, ♠Q | pair
♦K, ♥K, ♠8, ♥4, ♠4 | two pairs
♦K, ♥K, ♠8, ♠Q, ♠4 | pair
♦K, ♥K, ♥4, ♠Q, ♠4 | two pairs
♦K, ♠8, ♥4, ♠Q, ♠4 | pair
♣5, ♥6, ♥10, ♣4, ♥4 | pair
♣5, ♥6, ♥10, ♣4, ♠4 | pair
♣5, ♥6, ♥10, ♥4, ♠4 | pair
♣5, ♥6, ♣4, ♥2, ♥4 | pair
♣5, ♥6, ♣4, ♥2, ♠4 | pair
♣5, ♥6, ♣4, ♥K, ♥4 | pair
♣5, ♥6, ♣4, ♥K, ♠4 | pair
♣5, ♥6, ♣4, ♠8, ♥4 | pair
♣5, ♥6, ♣4, ♠8, ♠4 | pair
♣5, ♥6, ♣4, ♥4, ♠Q | pair
♣5, ♥6, ♣4, ♥4, ♠4 | three of a kind
♣5, ♥6, ♣4, ♠Q, ♠4 | pair
♣5, ♥6, ♥2, ♥4, ♠4 | pair
♣5, ♥6, ♥K, ♥4, ♠4 | pair
♣5, ♥6, ♠8, ♥4, ♠4 | pair
♣5, ♥6, ♥4, ♠Q, ♠4 | pair
♣5, ♥10, ♣4, ♥2, ♥4 | pair
♣5, ♥10, ♣4, ♥2, ♠4 | pair
♣5, ♥10, ♣4, ♥K, ♥4 | pair
♣5, ♥10, ♣4, ♥K, ♠4 | pair
♣5, ♥10, ♣4, ♠8, ♥4 | pair
♣5, ♥10, ♣4, ♠8, ♠4 | pair
♣5, ♥10, ♣4, ♥4, ♠Q | pair
♣5, ♥10, ♣4, ♥4, ♠4 | three of a kind
♣5, ♥10, ♣4, ♠Q, ♠4 | pair
♣5, ♥10, ♥2, ♥4, ♠4 | pair
♣5, ♥10, ♥K, ♥4, ♠4 | pair
♣5, ♥10, ♠8, ♥4, ♠4 | pair
♣5, ♥10, ♥4, ♠Q, ♠4 | pair
♣5, ♣4, ♥2, ♥K, ♥4 | pair
♣5, ♣4, ♥2, ♥K, ♠4 | pair
♣5, ♣4, ♥2, ♠8, ♥4 | pair
♣5, ♣4, ♥2, ♠8, ♠4 | pair
♣5, ♣4, ♥2, ♥4, ♠Q | pair
♣5, ♣4, ♥2, ♥4, ♠4 | three of a kind
♣5, ♣4, ♥2, ♠Q, ♠4 | pair
♣5, ♣4, ♥K, ♠8, ♥4 | pair
♣5, ♣4, ♥K, ♠8, ♠4 | pair
♣5, ♣4, ♥K, ♥4, ♠Q | pair
♣5, ♣4, ♥K, ♥4, ♠4 | three of a kind
♣5, ♣4, ♥K, ♠Q, ♠4 | pair
♣5, ♣4, ♠8, ♥4, ♠Q | pair
♣5, ♣4, ♠8, ♥4, ♠4 | three of a kind
♣5, ♣4, ♠8, ♠Q, ♠4 | pair
♣5, ♣4, ♥4, ♠Q, ♠4 | three of a kind
♣5, ♥2, ♥K, ♥4, ♠4 | pair
♣5, ♥2, ♠8, ♥4, ♠4 | pair
♣5, ♥2, ♥4, ♠Q, ♠4 | pair
♣5, ♥K, ♠8, ♥4, ♠4 | pair
♣5, ♥K, ♥4, ♠Q, ♠4 | pair
♣5, ♠8, ♥4, ♠Q, ♠4 | pair
♥6, ♥10, ♣4, ♥2, ♥4 | pair
♥6, ♥10, ♣4, ♥2, ♠4 | pair
♥6, ♥10, ♣4, ♥K, ♥4 | pair
♥6, ♥10, ♣4, ♥K, ♠4 | pair
♥6, ♥10, ♣4, ♠8, ♥4 | pair
♥6, ♥10, ♣4, ♠8, ♠4 | pair
♥6, ♥10, ♣4, ♥4, ♠Q | pair
♥6, ♥10, ♣4, ♥4, ♠4 | three of a kind
♥6, ♥10, ♣4, ♠Q, ♠4 | pair
♥6, ♥10, ♥2, ♥K, ♥4 | flush
♥6, ♥10, ♥2, ♥4, ♠4 | pair
♥6, ♥10, ♥K, ♥4, ♠4 | pair
♥6, ♥10, ♠8, ♥4, ♠4 | pair
♥6, ♥10, ♥4, ♠Q, ♠4 | pair
♥6, ♣4, ♥2, ♥K, ♥4 | pair
♥6, ♣4, ♥2, ♥K, ♠4 | pair
♥6, ♣4, ♥2, ♠8, ♥4 | pair
♥6, ♣4, ♥2, ♠8, ♠4 | pair
♥6, ♣4, ♥2, ♥4, ♠Q | pair
♥6, ♣4, ♥2, ♥4, ♠4 | three of a kind
♥6, ♣4, ♥2, ♠Q, ♠4 | pair
♥6, ♣4, ♥K, ♠8, ♥4 | pair
♥6, ♣4, ♥K, ♠8, ♠4 | pair
♥6, ♣4, ♥K, ♥4, ♠Q | pair
♥6, ♣4, ♥K, ♥4, ♠4 | three of a kind
♥6, ♣4, ♥K, ♠Q, ♠4 | pair
♥6, ♣4, ♠8, ♥4, ♠Q | pair
♥6, ♣4, ♠8, ♥4, ♠4 | three of a kind
♥6, ♣4, ♠8, ♠Q, ♠4 | pair
♥6, ♣4, ♥4, ♠Q, ♠4 | three of a kind
♥6, ♥2, ♥K, ♥4, ♠4 | pair
♥6, ♥2, ♠8, ♥4, ♠4 | pair
♥6, ♥2, ♥4, ♠Q, ♠4 | pair
♥6, ♥K, ♠8, ♥4, ♠4 | pair
♥6, ♥K, ♥4, ♠Q, ♠4 | pair
♥6, ♠8, ♥4, ♠Q, ♠4 | pair
♥10, ♣4, ♥2, ♥K, ♥4 | pair
♥10, ♣4, ♥2, ♥K, ♠4 | pair
♥10, ♣4, ♥2, ♠8, ♥4 | pair
♥10, ♣4, ♥2, ♠8, ♠4 | pair
♥10, ♣4, ♥2, ♥4, ♠Q | pair
♥10, ♣4, ♥2, ♥4, ♠4 | three of a kind
♥10, ♣4, ♥2, ♠Q, ♠4 | pair
♥10, ♣4, ♥K, ♠8, ♥4 | pair
♥10, ♣4, ♥K, ♠8, ♠4 | pair
♥10, ♣4, ♥K, ♥4, ♠Q | pair
♥10, ♣4, ♥K, ♥4, ♠4 | three of a kind
♥10, ♣4, ♥K, ♠Q, ♠4 | pair
♥10, ♣4, ♠8, ♥4, ♠Q | pair
♥10, ♣4, ♠8, ♥4, ♠4 | three of a kind
♥10, ♣4, ♠8, ♠Q, ♠4 | pair
♥10, ♣4, ♥4, ♠Q, ♠4 | three of a kind
♥10, ♥2, ♥K, ♥4, ♠4 | pair
♥10, ♥2, ♠8, ♥4, ♠4 | pair
♥10, ♥2, ♥4, ♠Q, ♠4 | pair
♥10, ♥K, ♠8, ♥4, ♠4 | pair
♥10, ♥K, ♥4, ♠Q, ♠4 | pair
♥10, ♠8, ♥4, ♠Q, ♠4 | pair
♣4, ♥2, ♥K, ♠8, ♥4 | pair
♣4, ♥2, ♥K, ♠8, ♠4 | pair
♣4, ♥2, ♥K, ♥4, ♠Q | pair
♣4, ♥2, ♥K, ♥4, ♠4 | three of a kind
♣4, ♥2, ♥K, ♠Q, ♠4 | pair
♣4, ♥2, ♠8, ♥4, ♠Q | pair
♣4, ♥2, ♠8, ♥4, ♠4 | three of a kind
♣4, ♥2, ♠8, ♠Q, ♠4 | pair
♣4, ♥2, ♥4, ♠Q, ♠4 | three of a kind
♣4, ♥K, ♠8, ♥4, ♠Q | pair
♣4, ♥K, ♠8, ♥4, ♠4 | three of a kind
♣4, ♥K, ♠8, ♠Q, ♠4 | pair
♣4, ♥K, ♥4, ♠Q, ♠4 | three of a kind
♣4, ♠8, ♥4, ♠Q, ♠4 | three of a kind
♥2, ♥K, ♠8, ♥4, ♠4 | pair
♥2, ♥K, ♥4, ♠Q, ♠4 | pair
♥2, ♠8, ♥4, ♠Q, ♠4 | pair
♥K, ♠8, ♥4, ♠Q, ♠4 | pair
