♣J, ♠J, ♠A, ♠10, ♦8 | pair
♠10, ♠8, ♦2, ♦5, ♣8 | pair
♠10, ♠8, ♥3, ♥3, ♣4 | pair
♠10, ♠8, ♥3, ♥3, ♦5 | pair
♠10, ♠8, ♥3, ♥3, ♣8 | two pairs
♠10, ♠8, ♥3, ♣4, ♣8 | pair
♠10, ♠8, ♥3, ♦5, ♣8 | pair
♠10, ♠8, ♥3, ♣4, ♣8 | pair
♠10, ♠8, ♥3, ♦5, ♣8 | pair
♠10, ♠8, ♣4, ♦5, ♣8 | pair
♠10, ♥J, ♥Q, ♥3, ♥3 | pair
♠10, ♥J, ♦2, ♥3, ♥3 | pair
♠10, ♥J, ♥3, ♥3, ♣4 | pair
♠10, ♥J, ♥3, ♥3, ♦5 | pair
♠10, ♥J, ♥3, ♥3, ♣8 | pair
♠10, ♥Q, ♦2, ♥3, ♥3 | pair
♠10, ♥Q, ♥3, ♥3, ♣4 | pair
♠10, ♥Q, ♥3, ♥3, ♦5 | pair
♠10, ♥Q, ♥3, ♥3, ♣8 | pair
♠10, ♦2, ♥3, ♥3, ♣4 | pair
♠10, ♦2, ♥3, ♥3, ♦5 | pair
♠10, ♦2, ♥3, ♥3, ♣8 | pair
♠10, ♥3, ♥3, ♣4, ♦5 | pair
♠10, ♥3, ♥3, ♣4, ♣8 | pair
♠10, ♥3, ♥3, ♦5, ♣8 | pair
♦8, ♣2, ♠8, ♥J, ♥Q | pair
♦8, ♣2, ♠8, ♥J, ♦2 | two pairs
♦8, ♣2, ♠8, ♥J, ♥3 | pair
♦8, ♣2, ♠8, ♥J, ♥3 | pair
♦8, ♣2, ♠8, ♥J, ♣4 | pair
♦8, ♣2, ♠8, ♥J, ♦5 | pair
♦8, ♣2, ♠8, ♥J, ♣8 | three of a kind
♦8, ♣2, ♠8, ♥Q, ♦2 | two pairs
♦8, ♣2, ♠8, ♥Q, ♥3 | pair
♦8, ♣2, ♠8, ♥Q, ♥3 | pair
♦8, ♣2, ♠8, ♥Q, ♣4 | pair
♦8, ♣2, ♠8, ♥Q, ♦5 | pair
♦8, ♣2, ♠8, ♥Q, ♣8 | three of a kind
♦8, ♣2, ♠8, ♦2, ♥3 | two pairs
♦8, ♣2, ♠8, ♦2, ♥3 | two pairs
♦8, ♣2, ♠8, ♦2, ♣4 | two pairs
♦8, ♣2, ♠8, ♦2, ♦5 | two pairs
♦8, ♣2, ♠8, ♦2, ♣8 | fullhouse
♦8, ♣2, ♠8, ♥3, ♥3 | two pairs
♦8, ♣2, ♠8, ♥3, ♣4 | pair
♦8, ♣2, ♠8, ♥3, ♦5 | pair
♦8, ♣2, ♠8, ♥3, ♣8 | three of a kind
♦8, ♣2, ♠8, ♥3, ♣4 | pair
♦8, ♣2, ♠8, ♥3, ♦5 | pair
♦8, ♣2, ♠8, ♥3, ♣8 | three of a kind
♦8, ♣2, ♠8, ♣4, ♦5 | pair
♦8, ♣2, ♠8, ♣4, ♣8 | three of a kind
♦8, ♣2, ♠8, ♦5, ♣8 | three of a kind
♦8, ♣2, ♥J, ♥Q, ♦2 | pair
♦8, ♣2, ♥J, ♥Q, ♣8 | pair
♦8, ♣2, ♥J, ♦2, ♥3 | pair
♦8, ♣2, ♥J, ♦2, ♥3 | pair
♦8, ♣2, ♥J, ♦2, ♣4 | pair
♦8, ♣2, ♥J, ♦2, ♦5 | pair
♦8, ♣2, ♥J, ♦2, ♣8 | two pairs
♦8, ♣2, ♥J, ♥3, ♥3 | pair
♦8, ♣2, ♥J, ♥3, ♣8 | pair
♦8, ♣2, ♥J, ♥3, ♣8 | pair
♦8, ♣2, ♥J, ♣4, ♣8 | pair
♦8, ♣2, ♥J, ♦5, ♣8 | pair
♦8, ♣2, ♥Q, ♦2, ♥3 | pair
♦8, ♣2, ♥Q, ♦2, ♥3 | pair
♦8, ♣2, ♥Q, ♦2, ♣4 | pair
♦8, ♣2, ♥Q, ♦2, ♦5 | pair
♦8, ♣2, ♥Q, ♦2, ♣8 | two pairs
♦8, ♣2, ♥Q, ♥3, ♥3 | pair
♦8, ♣2, ♥Q, ♥3, ♣8 | pair
♦8, ♣2, ♥Q, ♥3, ♣8 | pair
♦8, ♣2, ♥Q, ♣4, ♣8 | pair
♦8, ♣2, ♥Q, ♦5, ♣8 | pair
♦8, ♣2, ♦2, ♥3, ♥3 | two pairs
♦8, ♣2, ♦2, ♥3, ♣4 | pair
♦8, ♣2, ♦2, ♥3, ♦5 | pair
♦8, ♣2, ♦2, ♥3, ♣8 | two pairs
♦8, ♣2, ♦2, ♥3, ♣4 | pair
♦8, ♣2, ♦2, ♥3, ♦5 | pair
♦8, ♣2, ♦2, ♥3, ♣8 | two pairs
♦8, ♣2, ♦2, ♣4, ♦5 | pair
♦8, ♣2, ♦2, ♣4, ♣8 | two pairs
♦8, ♣2, ♦2, ♦5, ♣8 | two pairs
♦8, ♣2, ♥3, ♥3, ♣4 | pair
♦8, ♣2, ♥3, ♥3, ♦5 | pair
♦8, ♣2, ♥3, ♥3, ♣8 | two pairs
♦8, ♣2, ♥3, ♣4, ♣8 | pair
♦8, ♣2, ♥3, ♦5, ♣8 | pair
♦8, ♣2, ♥3, ♣4, ♣8 | pair
♦8, ♣2, ♥3, ♦5, ♣8 | pair
♦8, ♣2, ♣4, ♦5, ♣8 | pair
♦8, ♠8, ♥J, ♥Q, ♦2 | pair
♦8, ♠8, ♥J, ♥Q, ♥3 | pair
♦8, ♠8, ♥J, ♥Q, ♥3 | pair
♦8, ♠8, ♥J, ♥Q, ♣4 | pair
♦8, ♠8, ♥J, ♥Q, ♦5 | pair
♦8, ♠8, ♥J, ♥Q, ♣8 | three of a kind
♦8, ♠8, ♥J, ♦2, ♥3 | pair
♦8, ♠8, ♥J, ♦2, ♥3 | pair
♦8, ♠8, ♥J, ♦2, ♣4 | pair
♦8, ♠8, ♥J, ♦2, ♦5 | pair
♦8, ♠8, ♥J, ♦2, ♣8 | three of a kind
♦8, ♠8, ♥J, ♥3, ♥3 | two pairs
♦8, ♠8, ♥J, ♥3, ♣4 | pair
♦8, ♠8, ♥J, ♥3, ♦5 | pair
♦8, ♠8, ♥J, ♥3, ♣8 | three of a kind
♦8, ♠8, ♥J, ♥3, ♣4 | pair
♦8, ♠8, ♥J, ♥3, ♦5 | pair
♦8, ♠8, ♥J, ♥3, ♣8 | three of a kind
♦8, ♠8, ♥J, ♣4, ♦5 | pair
♦8, ♠8, ♥J, ♣4, ♣8 | three of a kind
♦8, ♠8, ♥J, ♦5, ♣8 | three of a kind
♦8, ♠8, ♥Q, ♦2, ♥3 | pair
♦8, ♠8, ♥Q, ♦2, ♥3 | pair
♦8, ♠8, ♥Q, ♦2, ♣4 | pair
♦8, ♠8, ♥Q, ♦2, ♦5 | pair
♦8, ♠8, ♥Q, ♦2, ♣8 | three of a kind
♦8, ♠8, ♥Q, ♥3, ♥3 | two pairs
♦8, ♠8, ♥Q, ♥3, ♣4 | pair
♦8, ♠8, ♥Q, ♥3, ♦5 | pair
♦8, ♠8, ♥Q, ♥3, ♣8 | three of a kind
♦8, ♠8, ♥Q, ♥3, ♣4 | pair
♦8, ♠8, ♥Q, ♥3, ♦5 | pair
♦8, ♠8, ♥Q, ♥3, ♣8 | three of a kind
♦8, ♠8, ♥Q, ♣4, ♦5 | pair
♦8, ♠8, ♥Q, ♣4, ♣8 | three of a kind
♦8, ♠8, ♥Q, ♦5, ♣8 | three of a kind
♦8, ♠8, ♦2, ♥3, ♥3 | two pairs
♦8, ♠8, ♦2, ♥3, ♣4 | pair
♦8, ♠8, ♦2, ♥3, ♦5 | pair
♦8, ♠8, ♦2, ♥3, ♣8 | three of a kind
♦8, ♠8, ♦2, ♥3, ♣4 | pair
♦8, ♠8, ♦2, ♥3, ♦5 | pair
♦8, ♠8, ♦2, ♥3, ♣8 | three of a kind
♦8, ♠8, ♦2, ♣4, ♦5 | pair
♦8, ♠8, ♦2, ♣4, ♣8 | three of a kind
♦8, ♠8, ♦2, ♦5, ♣8 | three of a kind
♦8, ♠8, ♥3, ♥3, ♣4 | two pairs
♦8, ♠8, ♥3, ♥3, ♦5 | two pairs
♦8, ♠8, ♥3, ♥3, ♣8 | fullhouse
♦8, ♠8, ♥3, ♣4, ♦5 | pair
♦8, ♠8, ♥3, ♣4, ♣8 | three of a kind
♦8, ♠8, ♥3, ♦5, ♣8 | three of a kind
♦8, ♠8, ♥3, ♣4, ♦5 | pair
♦8, ♠8, ♥3, ♣4, ♣8 | three of a kind
♦8, ♠8, ♥3, ♦5, ♣8 | three of a kind
♦8, ♠8, ♣4, ♦5, ♣8 | three of a kind
♦8, ♥J, ♥Q, ♦2, ♣8 | pair
♦8, ♥J, ♥Q, ♥3, ♥3 | pair
♦8, ♥J, ♥Q, ♥3, ♣8 | pair
♦8, ♥J, ♥Q, ♥3, ♣8 | pair
♦8, ♥J, ♥Q, ♣4, ♣8 | pair
♦8, ♥J, ♥Q, ♦5, ♣8 | pair
♦8, ♥J, ♦2, ♥3, ♥3 | pair
♦8, ♥J, ♦2, ♥3, ♣8 | pair
♦8, ♥J, ♦2, ♥3, ♣8 | pair
♦8, ♥J, ♦2, ♣4, ♣8 | pair
♦8, ♥J, ♦2, ♦5, ♣8 | pair
♦8, ♥J, ♥3, ♥3, ♣4 | pair
♦8, ♥J, ♥3, ♥3, ♦5 | pair
♦8, ♥J, ♥3, ♥3, ♣8 | two pairs
♦8, ♥J, ♥3, ♣4, ♣8 | pair
♦8, ♥J, ♥3, ♦5, ♣8 | pair
♦8, ♥J, ♥3, ♣4, ♣8 | pair
♦8, ♥J, ♥3, ♦5, ♣8 | pair
♦8, ♥J, ♣4, ♦5, ♣8 | pair
♦8, ♥Q, ♦2, ♥3, ♥3 | pair
♦8, ♥Q, ♦2, ♥3, ♣8 | pair
♦8, ♥Q, ♦2, ♥3, ♣8 | pair
♦8, ♥Q, ♦2, ♣4, ♣8 | pair
♦8, ♥Q, ♦2, ♦5, ♣8 | pair
♦8, ♥Q, ♥3, ♥3, ♣4 | pair
♦8, ♥Q, ♥3, ♥3, ♦5 | pair
♦8, ♥Q, ♥3, ♥3, ♣8 | two pairs
♦8, ♥Q, ♥3, ♣4, ♣8 | pair
♦8, ♥Q, ♥3, ♦5, ♣8 | pair
♦8, ♥Q, ♥3, ♣4, ♣8 | pair
♦8, ♥Q, ♥3, ♦5, ♣8 | pair
♦8, ♥Q, ♣4, ♦5, ♣8 | pair
♦8, ♦2, ♥3, ♥3, ♣4 | pair
♦8, ♦2, ♥3, ♥3, ♦5 | pair
♦8, ♦2, ♥3, ♥3, ♣8 | two pairs
♦8, ♦2, ♥3, ♣4, ♣8 | pair
♦8, ♦2, ♥3, ♦5, ♣8 | pair
♦8, ♦2, ♥3, ♣4, ♣8 | pair
♦8, ♦2, ♥3, ♦5, ♣8 | pair
♦8, ♦2, ♣4, ♦5, ♣8 | pair
♦8, ♥3, ♥3, ♣4, ♦5 | pair
♦8, ♥3, ♥3, ♣4, ♣8 | two pairs
♦8, ♥3, ♥3, ♦5, ♣8 | two pairs
♦8, ♥3, ♣4, ♦5, ♣8 | pair
♦8, ♥3, ♣4, ♦5, ♣8 | pair
♣2, ♠8, ♥J, ♥Q, ♦2 | pair
♣2, ♠8, ♥J, ♥Q, ♣8 | pair
♣2, ♠8, ♥J, ♦2, ♥3 | pair
♣2, ♠8, ♥J, ♦2, ♥3 | pair
♣2, ♠8, ♥J, ♦2, ♣4 | pair
♣2, ♠8, ♥J, ♦2, ♦5 | pair
♣2, ♠8, ♥J, ♦2, ♣8 | two pairs
♣2, ♠8, ♥J, ♥3, ♥3 | pair
♣2, ♠8, ♥J, ♥3, ♣8 | pair
♣2, ♠8, ♥J, ♥3, ♣8 | pair
♣2, ♠8, ♥J, ♣4, ♣8 | pair
♣2, ♠8, ♥J, ♦5, ♣8 | pair
♣2, ♠8, ♥Q, ♦2, ♥3 | pair
♣2, ♠8, ♥Q, ♦2, ♥3 | pair
♣2, ♠8, ♥Q, ♦2, ♣4 | pair
♣2, ♠8, ♥Q, ♦2, ♦5 | pair
♣2, ♠8, ♥Q, ♦2, ♣8 | two pairs
♣2, ♠8, ♥Q, ♥3, ♥3 | pair
♣2, ♠8, ♥Q, ♥3, ♣8 | pair
♣2, ♠8, ♥Q, ♥3, ♣8 | pair
♣2, ♠8, ♥Q, ♣4, ♣8 | pair
♣2, ♠8, ♥Q, ♦5, ♣8 | pair
♣2, ♠8, ♦2, ♥3, ♥3 | two pairs
♣2, ♠8, ♦2, ♥3, ♣4 | pair
♣2, ♠8, ♦2, ♥3, ♦5 | pair
♣2, ♠8, ♦2, ♥3, ♣8 | two pairs
♣2, ♠8, ♦2, ♥3, ♣4 | pair
♣2, ♠8, ♦2, ♥3, ♦5 | pair
♣2, ♠8, ♦2, ♥3, ♣8 | two pairs
♣2, ♠8, ♦2, ♣4, ♦5 | pair
♣2, ♠8, ♦2, ♣4, ♣8 | two pairs
♣2, ♠8, ♦2, ♦5, ♣8 | two pairs
♣2, ♠8, ♥3, ♥3, ♣4 | pair
♣2, ♠8, ♥3, ♥3, ♦5 | pair
♣2, ♠8, ♥3, ♥3, ♣8 | two pairs
♣2, ♠8, ♥3, ♣4, ♣8 | pair
♣2, ♠8, ♥3, ♦5, ♣8 | pair
♣2, ♠8, ♥3, ♣4, ♣8 | pair
♣2, ♠8, ♥3, ♦5, ♣8 | pair
♣2, ♠8, ♣4, ♦5, ♣8 | pair
♣2, ♥J, ♥Q, ♦2, ♥3 | pair
♣2, ♥J, ♥Q, ♦2, ♥3 | pair
♣2, ♥J, ♥Q, ♦2, ♣4 | pair
♣2, ♥J, ♥Q, ♦2, ♦5 | pair
♣2, ♥J, ♥Q, ♦2, ♣8 | pair
♣2, ♥J, ♥Q, ♥3, ♥3 | pair
♣2, ♥J, ♦2, ♥3, ♥3 | two pairs
♣2, ♥J, ♦2, ♥3, ♣4 | pair
♣2, ♥J, ♦2, ♥3, ♦5 | pair
♣2, ♥J, ♦2, ♥3, ♣8 | pair
♣2, ♥J, ♦2, ♥3, ♣4 | pair
♣2, ♥J, ♦2, ♥3, ♦5 | pair
♣2, ♥J, ♦2, ♥3, ♣8 | pair
♣2, ♥J, ♦2, ♣4, ♦5 | pair
♣2, ♥J, ♦2, ♣4, ♣8 | pair
♣2, ♥J, ♦2, ♦5, ♣8 | pair
♣2, ♥J, ♥3, ♥3, ♣4 | pair
♣2, ♥J, ♥3, ♥3, ♦5 | pair
♣2, ♥J, ♥3, ♥3, ♣8 | pair
♣2, ♥Q, ♦2, ♥3, ♥3 | two pairs
♣2, ♥Q, ♦2, ♥3, ♣4 | pair
♣2, ♥Q, ♦2, ♥3, ♦5 | pair
♣2, ♥Q, ♦2, ♥3, ♣8 | pair
♣2, ♥Q, ♦2, ♥3, ♣4 | pair
♣2, ♥Q, ♦2, ♥3, ♦5 | pair
♣2, ♥Q, ♦2, ♥3, ♣8 | pair
♣2, ♥Q, ♦2, ♣4, ♦5 | pair
♣2, ♥Q, ♦2, ♣4, ♣8 | pair
♣2, ♥Q, ♦2, ♦5, ♣8 | pair
♣2, ♥Q, ♥3, ♥3, ♣4 | pair
♣2, ♥Q, ♥3, ♥3, ♦5 | pair
♣2, ♥Q, ♥3, ♥3, ♣8 | pair
♣2, ♦2, ♥3, ♥3, ♣4 | two pairs
♣2, ♦2, ♥3, ♥3, ♦5 | two pairs
♣2, ♦2, ♥3, ♥3, ♣8 | two pairs
♣2, ♦2, ♥3, ♣4, ♦5 | pair
♣2, ♦2, ♥3, ♣4, ♣8 | pair
♣2, ♦2, ♥3, ♦5, ♣8 | pair
♣2, ♦2, ♥3, ♣4, ♦5 | pair
♣2, ♦2, ♥3, ♣4, ♣8 | pair
♣2, ♦2, ♥3, ♦5, ♣8 | pair
♣2, ♦2, ♣4, ♦5, ♣8 | pair
♣2, ♥3, ♥3, ♣4, ♦5 | pair
♣2, ♥3, ♥3, ♣4, ♣8 | pair
♣2, ♥3, ♥3, ♦5, ♣8 | pair
♠8, ♥J, ♥Q, ♦2, ♣8 | pair
♠8, ♥J, ♥Q, ♥3, ♥3 | pair
♠8, ♥J, ♥Q, ♥3, ♣8 | pair
♠8, ♥J, ♥Q, ♥3, ♣8 | pair
♠8, ♥J, ♥Q, ♣4, ♣8 | pair
♠8, ♥J, ♥Q, ♦5, ♣8 | pair
♠8, ♥J, ♦2, ♥3, ♥3 | pair
♠8, ♥J, ♦2, ♥3, ♣8 | pair
♠8, ♥J, ♦2, ♥3, ♣8 | pair
♠8, ♥J, ♦2, ♣4, ♣8 | pair
♠8, ♥J, ♦2, ♦5, ♣8 | pair
♠8, ♥J, ♥3, ♥3, ♣4 | pair
♠8, ♥J, ♥3, ♥3, ♦5 | pair
♠8, ♥J, ♥3, ♥3, ♣8 | two pairs
♠8, ♥J, ♥3, ♣4, ♣8 | pair
♠8, ♥J, ♥3, ♦5, ♣8 | pair
♠8, ♥J, ♥3, ♣4, ♣8 | pair
♠8, ♥J, ♥3, ♦5, ♣8 | pair
♠8, ♥J, ♣4, ♦5, ♣8 | pair
♠8, ♥Q, ♦2, ♥3, ♥3 | pair
♠8, ♥Q, ♦2, ♥3, ♣8 | pair
♠8, ♥Q, ♦2, ♥3, ♣8 | pair
♠8, ♥Q, ♦2, ♣4, ♣8 | pair
♠8, ♥Q, ♦2, ♦5, ♣8 | pair
♠8, ♥Q, ♥3, ♥3, ♣4 | pair
♠8, ♥Q, ♥3, ♥3, ♦5 | pair
♠8, ♥Q, ♥3, ♥3, ♣8 | two pairs
♠8, ♥Q, ♥3, ♣4, ♣8 | pair
♠8, ♥Q, ♥3, ♦5, ♣8 | pair
♠8, ♥Q, ♥3, ♣4, ♣8 | pair
♠8, ♥Q, ♥3, ♦5, ♣8 | pair
♠8, ♥Q, ♣4, ♦5, ♣8 | pair
♠8, ♦2, ♥3, ♥3, ♣4 | pair
♠8, ♦2, ♥3, ♥3, ♦5 | pair
♠8, ♦2, ♥3, ♥3, ♣8 | two pairs
♠8, ♦2, ♥3, ♣4, ♣8 | pair
♠8, ♦2, ♥3, ♦5, ♣8 | pair
♠8, ♦2, ♥3, ♣4, ♣8 | pair
♠8, ♦2, ♥3, ♦5, ♣8 | pair
♠8, ♦2, ♣4, ♦5, ♣8 | pair
♠8, ♥3, ♥3, ♣4, ♦5 | pair
♠8, ♥3, ♥3, ♣4, ♣8 | two pairs
♠8, ♥3, ♥3, ♦5, ♣8 | two pairs
♠8, ♥3, ♣4, ♦5, ♣8 | pair
♠8, ♥3, ♣4, ♦5, ♣8 | pair
♥J, ♥Q, ♦2, ♥3, ♥3 | pair
♥J, ♥Q, ♥3, ♥3, ♣4 | pair
♥J, ♥Q, ♥3, ♥3, ♦5 | pair
♥J, ♥Q, ♥3, ♥3, ♣8 | pair
♥J, ♦2, ♥3, ♥3, ♣4 | pair
♥J, ♦2, ♥3, ♥3, ♦5 | pair
♥J, ♦2, ♥3, ♥3, ♣8 | pair
♥J, ♥3, ♥3, ♣4, ♦5 | pair
♥J, ♥3, ♥3, ♣4, ♣8 | pair
♥J, ♥3, ♥3, ♦5, ♣8 | pair
♥Q, ♦2, ♥3, ♥3, ♣4 | pair
♥Q, ♦2, ♥3, ♥3, ♦5 | pair
♥Q, ♦2, ♥3, ♥3, ♣8 | pair
♥Q, ♥3, ♥3, ♣4, ♦5 | pair
♥Q, ♥3, ♥3, ♣4, ♣8 | pair
♥Q, ♥3, ♥3, ♦5, ♣8 | pair
♦2, ♥3, ♥3, ♣4, ♦5 | pair
♦2, ♥3, ♥3, ♣4, ♣8 | pair
♦2, ♥3, ♥3, ♦5, ♣8 | pair
♥3, ♥3, ♣4, ♦5, ♣8 | pair
