♥2, ♥7, ♣9, ♥8, ♠2 | pair
♣9, ♣J, ♥7, ♥4, ♠4 | pair
♣9, ♣J, ♥7, ♣A, ♣A | pair
♣9, ♣J, ♥7, ♦4, ♠4 | pair
♣9, ♣J, ♥4, ♣A, ♣A | pair
♣9, ♣J, ♥4, ♣A, ♦4 | pair
♣9, ♣J, ♥4, ♣A, ♠4 | pair
♣9, ♣J, ♥4, ♠K, ♦4 | pair
♣9, ♣J, ♥4, ♠K, ♠4 | pair
♣9, ♣J, ♥4, ♣A, ♦4 | pair
♣9, ♣J, ♥4, ♣A, ♠4 | pair
♣9, ♣J, ♥4, ♦4, ♠4 | three of a kind
♣9, ♣J, ♣A, ♠K, ♣A | pair
♣9, ♣J, ♣A, ♣A, ♦4 | pair
♣9, ♣J, ♣A, ♣A, ♠4 | pair
♣9, ♣J, ♣A, ♦4, ♠4 | pair
♣9, ♣J, ♠K, ♦4, ♠4 | pair
♣9, ♣J, ♣A, ♦4, ♠4 | pair
♣9, ♥4, ♠2, ♠5, ♥4 | pair
♣9, ♥4, ♠2, ♠5, ♦4 | pair
♣9, ♥4, ♠2, ♠5, ♠4 | pair
♣9, ♥4, ♠2, ♥10, ♥4 | pair
♣9, ♥4, ♠2, ♥10, ♦4 | pair
♣9, ♥4, ♠2, ♥10, ♠4 | pair
♣9, ♥4, ♠2, ♥7, ♥4 | pair
♣9, ♥4, ♠2, ♥7, ♦4 | pair
♣9, ♥4, ♠2, ♥7, ♠4 | pair
♣9, ♥4, ♠2, ♥4, ♣A | pair
♣9, ♥4, ♠2, ♥4, ♠K | pair
♣9, ♥4, ♠2, ♥4, ♣A | pair
♣9, ♥4, ♠2, ♥4, ♦4 | three of a kind
♣9, ♥4, ♠2, ♥4, ♠4 | three of a kind
♣9, ♥4, ♠2, ♣A, ♣A | pair
♣9, ♥4, ♠2, ♣A, ♦4 | pair
♣9, ♥4, ♠2, ♣A, ♠4 | pair
♣9, ♥4, ♠2, ♠K, ♦4 | pair
♣9, ♥4, ♠2, ♠K, ♠4 | pair
♣9, ♥4, ♠2, ♣A, ♦4 | pair
♣9, ♥4, ♠2, ♣A, ♠4 | pair
♣9, ♥4, ♠2, ♦4, ♠4 | three of a kind
♣9, ♥4, ♠5, ♥10, ♥4 | pair
♣9, ♥4, ♠5, ♥10, ♦4 | pair
♣9, ♥4, ♠5, ♥10, ♠4 | pair
♣9, ♥4, ♠5, ♥7, ♥4 | pair
♣9, ♥4, ♠5, ♥7, ♦4 | pair
♣9, ♥4, ♠5, ♥7, ♠4 | pair
♣9, ♥4, ♠5, ♥4, ♣A | pair
♣9, ♥4, ♠5, ♥4, ♠K | pair
♣9, ♥4, ♠5, ♥4, ♣A | pair
♣9, ♥4, ♠5, ♥4, ♦4 | three of a kind
♣9, ♥4, ♠5, ♥4, ♠4 | three of a kind
♣9, ♥4, ♠5, ♣A, ♣A | pair
♣9, ♥4, ♠5, ♣A, ♦4 | pair
♣9, ♥4, ♠5, ♣A, ♠4 | pair
♣9, ♥4, ♠5, ♠K, ♦4 | pair
♣9, ♥4, ♠5, ♠K, ♠4 | pair
♣9, ♥4, ♠5, ♣A, ♦4 | pair
♣9, ♥4, ♠5, ♣A, ♠4 | pair
♣9, ♥4, ♠5, ♦4, ♠4 | three of a kind
♣9, ♥4, ♥10, ♥7, ♥4 | pair
♣9, ♥4, ♥10, ♥7, ♦4 | pair
♣9, ♥4, ♥10, ♥7, ♠4 | pair
♣9, ♥4, ♥10, ♥4, ♣A | pair
♣9, ♥4, ♥10, ♥4, ♠K | pair
♣9, ♥4, ♥10, ♥4, ♣A | pair
♣9, ♥4, ♥10, ♥4, ♦4 | three of a kind
♣9, ♥4, ♥10, ♥4, ♠4 | three of a kind
♣9, ♥4, ♥10, ♣A, ♣A | pair
♣9, ♥4, ♥10, ♣A, ♦4 | pair
♣9, ♥4, ♥10, ♣A, ♠4 | pair
♣9, ♥4, ♥10, ♠K, ♦4 | pair
♣9, ♥4, ♥10, ♠K, ♠4 | pair
♣9, ♥4, ♥10, ♣A, ♦4 | pair
♣9, ♥4, ♥10, ♣A, ♠4 | pair
♣9, ♥4, ♥10, ♦4, ♠4 | three of a kind
♣9, ♥4, ♥7, ♥4, ♣A | pair
♣9, ♥4, ♥7, ♥4, ♠K | pair
♣9, ♥4, ♥7, ♥4, ♣A | pair
♣9, ♥4, ♥7, ♥4, ♦4 | three of a kind
♣9, ♥4, ♥7, ♥4, ♠4 | three of a kind
♣9, ♥4, ♥7, ♣A, ♣A | pair
♣9, ♥4, ♥7, ♣A, ♦4 | pair
♣9, ♥4, ♥7, ♣A, ♠4 | pair
♣9, ♥4, ♥7, ♠K, ♦4 | pair
♣9, ♥4, ♥7, ♠K, ♠4 | pair
♣9, ♥4, ♥7, ♣A, ♦4 | pair
♣9, ♥4, ♥7, ♣A, ♠4 | pair
♣9, ♥4, ♥7, ♦4, ♠4 | three of a kind
♣9, ♥4, ♥4, ♣A, ♠K | pair
♣9, ♥4, ♥4, ♣A, ♣A | two pairs
♣9, ♥4, ♥4, ♣A, ♦4 | three of a kind
♣9, ♥4, ♥4, ♣A, ♠4 | three of a kind
♣9, ♥4, ♥4, ♠K, ♣A | pair
♣9, ♥4, ♥4, ♠K, ♦4 | three of a kind
♣9, ♥4, ♥4, ♠K, ♠4 | three of a kind
♣9, ♥4, ♥4, ♣A, ♦4 | three of a kind
♣9, ♥4, ♥4, ♣A, ♠4 | three of a kind
♣9, ♥4, ♥4, ♦4, ♠4 | four of a kind!
♣9, ♥4, ♣A, ♠K, ♣A | pair
♣9, ♥4, ♣A, ♠K, ♦4 | pair
♣9, ♥4, ♣A, ♠K, ♠4 | pair
♣9, ♥4, ♣A, ♣A, ♦4 | two pairs
♣9, ♥4, ♣A, ♣A, ♠4 | two pairs
♣9, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣9, ♥4, ♠K, ♣A, ♦4 | pair
♣9, ♥4, ♠K, ♣A, ♠4 | pair
♣9, ♥4, ♠K, ♦4, ♠4 | three of a kind
♣9, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣9, ♠2, ♠5, ♥4, ♦4 | pair
♣9, ♠2, ♠5, ♥4, ♠4 | pair
♣9, ♠2, ♠5, ♣A, ♣A | pair
♣9, ♠2, ♠5, ♦4, ♠4 | pair
♣9, ♠2, ♥10, ♥4, ♦4 | pair
♣9, ♠2, ♥10, ♥4, ♠4 | pair
♣9, ♠2, ♥10, ♣A, ♣A | pair
♣9, ♠2, ♥10, ♦4, ♠4 | pair
♣9, ♠2, ♥7, ♥4, ♦4 | pair
♣9, ♠2, ♥7, ♥4, ♠4 | pair
♣9, ♠2, ♥7, ♣A, ♣A | pair
♣9, ♠2, ♥7, ♦4, ♠4 | pair
♣9, ♠2, ♥4, ♣A, ♣A | pair
♣9, ♠2, ♥4, ♣A, ♦4 | pair
♣9, ♠2, ♥4, ♣A, ♠4 | pair
♣9, ♠2, ♥4, ♠K, ♦4 | pair
♣9, ♠2, ♥4, ♠K, ♠4 | pair
♣9, ♠2, ♥4, ♣A, ♦4 | pair
♣9, ♠2, ♥4, ♣A, ♠4 | pair
♣9, ♠2, ♥4, ♦4, ♠4 | three of a kind
♣9, ♠2, ♣A, ♠K, ♣A | pair
♣9, ♠2, ♣A, ♣A, ♦4 | pair
♣9, ♠2, ♣A, ♣A, ♠4 | pair
♣9, ♠2, ♣A, ♦4, ♠4 | pair
♣9, ♠2, ♠K, ♦4, ♠4 | pair
♣9, ♠2, ♣A, ♦4, ♠4 | pair
♣9, ♠5, ♥10, ♥4, ♦4 | pair
♣9, ♠5, ♥10, ♥4, ♠4 | pair
♣9, ♠5, ♥10, ♣A, ♣A | pair
♣9, ♠5, ♥10, ♦4, ♠4 | pair
♣9, ♠5, ♥7, ♥4, ♦4 | pair
♣9, ♠5, ♥7, ♥4, ♠4 | pair
♣9, ♠5, ♥7, ♣A, ♣A | pair
♣9, ♠5, ♥7, ♦4, ♠4 | pair
♣9, ♠5, ♥4, ♣A, ♣A | pair
♣9, ♠5, ♥4, ♣A, ♦4 | pair
♣9, ♠5, ♥4, ♣A, ♠4 | pair
♣9, ♠5, ♥4, ♠K, ♦4 | pair
♣9, ♠5, ♥4, ♠K, ♠4 | pair
♣9, ♠5, ♥4, ♣A, ♦4 | pair
♣9, ♠5, ♥4, ♣A, ♠4 | pair
♣9, ♠5, ♥4, ♦4, ♠4 | three of a kind
♣9, ♠5, ♣A, ♠K, ♣A | pair
♣9, ♠5, ♣A, ♣A, ♦4 | pair
♣9, ♠5, ♣A, ♣A, ♠4 | pair
♣9, ♠5, ♣A, ♦4, ♠4 | pair
♣9, ♠5, ♠K, ♦4, ♠4 | pair
♣9, ♠5, ♣A, ♦4, ♠4 | pair
♣9, ♥10, ♥7, ♥4, ♦4 | pair
♣9, ♥10, ♥7, ♥4, ♠4 | pair
♣9, ♥10, ♥7, ♣A, ♣A | pair
♣9, ♥10, ♥7, ♦4, ♠4 | pair
♣9, ♥10, ♥4, ♣A, ♣A | pair
♣9, ♥10, ♥4, ♣A, ♦4 | pair
♣9, ♥10, ♥4, ♣A, ♠4 | pair
♣9, ♥10, ♥4, ♠K, ♦4 | pair
♣9, ♥10, ♥4, ♠K, ♠4 | pair
♣9, ♥10, ♥4, ♣A, ♦4 | pair
♣9, ♥10, ♥4, ♣A, ♠4 | pair
♣9, ♥10, ♥4, ♦4, ♠4 | three of a kind
♣9, ♥10, ♣A, ♠K, ♣A | pair
♣9, ♥10, ♣A, ♣A, ♦4 | pair
♣9, ♥10, ♣A, ♣A, ♠4 | pair
♣9, ♥10, ♣A, ♦4, ♠4 | pair
♣9, ♥10, ♠K, ♦4, ♠4 | pair
♣9, ♥10, ♣A, ♦4, ♠4 | pair
♣9, ♥7, ♥4, ♣A, ♣A | pair
♣9, ♥7, ♥4, ♣A, ♦4 | pair
♣9, ♥7, ♥4, ♣A, ♠4 | pair
♣9, ♥7, ♥4, ♠K, ♦4 | pair
♣9, ♥7, ♥4, ♠K, ♠4 | pair
♣9, ♥7, ♥4, ♣A, ♦4 | pair
♣9, ♥7, ♥4, ♣A, ♠4 | pair
♣9, ♥7, ♥4, ♦4, ♠4 | three of a kind
♣9, ♥7, ♣A, ♠K, ♣A | pair
♣9, ♥7, ♣A, ♣A, ♦4 | pair
♣9, ♥7, ♣A, ♣A, ♠4 | pair
♣9, ♥7, ♣A, ♦4, ♠4 | pair
♣9, ♥7, ♠K, ♦4, ♠4 | pair
♣9, ♥7, ♣A, ♦4, ♠4 | pair
♣9, ♥4, ♣A, ♠K, ♣A | pair
♣9, ♥4, ♣A, ♠K, ♦4 | pair
♣9, ♥4, ♣A, ♠K, ♠4 | pair
♣9, ♥4, ♣A, ♣A, ♦4 | two pairs
♣9, ♥4, ♣A, ♣A, ♠4 | two pairs
♣9, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣9, ♥4, ♠K, ♣A, ♦4 | pair
♣9, ♥4, ♠K, ♣A, ♠4 | pair
♣9, ♥4, ♠K, ♦4, ♠4 | three of a kind
♣9, ♥4, ♣A, ♦4, ♠4 | three of a kind
♣9, ♣A, ♠K, ♣A, ♦4 | pair
♣9, ♣A, ♠K, ♣A, ♠4 | pair
♣9, ♣A, ♠K, ♦4, ♠4 | pair
♣9, ♣A, ♣A, ♦4, ♠4 | two pairs
♣9, ♠K, ♣A, ♦4, ♠4 | pair
♥8, ♣J, ♥4, ♠2, ♥4 | pair
♥8, ♣J, ♥4, ♠2, ♦4 | pair
♥8, ♣J, ♥4, ♠2, ♠4 | pair
♥8, ♣J, ♥4, ♠5, ♥4 | pair
♥8, ♣J, ♥4, ♠5, ♦4 | pair
♥8, ♣J, ♥4, ♠5, ♠4 | pair
♥8, ♣J, ♥4, ♥10, ♥4 | pair
♥8, ♣J, ♥4, ♥10, ♦4 | pair
♥8, ♣J, ♥4, ♥10, ♠4 | pair
♥8, ♣J, ♥4, ♥7, ♥4 | pair
♥8, ♣J, ♥4, ♥7, ♦4 | pair
♥8, ♣J, ♥4, ♥7, ♠4 | pair
♥8, ♣J, ♥4, ♥4, ♣A | pair
♥8, ♣J, ♥4, ♥4, ♠K | pair
♥8, ♣J, ♥4, ♥4, ♣A | pair
♥8, ♣J, ♥4, ♥4, ♦4 | three of a kind
♥8, ♣J, ♥4, ♥4, ♠4 | three of a kind
♥8, ♣J, ♥4, ♣A, ♣A | pair
♥8, ♣J, ♥4, ♣A, ♦4 | pair
♥8, ♣J, ♥4, ♣A, ♠4 | pair
♥8, ♣J, ♥4, ♠K, ♦4 | pair
♥8, ♣J, ♥4, ♠K, ♠4 | pair
♥8, ♣J, ♥4, ♣A, ♦4 | pair
♥8, ♣J, ♥4, ♣A, ♠4 | pair
♥8, ♣J, ♥4, ♦4, ♠4 | three of a kind
♥8, ♣J, ♠2, ♥4, ♦4 | pair
♥8, ♣J, ♠2, ♥4, ♠4 | pair
♥8, ♣J, ♠2, ♣A, ♣A | pair
♥8, ♣J, ♠2, ♦4, ♠4 | pair
♥8, ♣J, ♠5, ♥4, ♦4 | pair
♥8, ♣J, ♠5, ♥4, ♠4 | pair
♥8, ♣J, ♠5, ♣A, ♣A | pair
♥8, ♣J, ♠5, ♦4, ♠4 | pair
♥8, ♣J, ♥10, ♥4, ♦4 | pair
♥8, ♣J, ♥10, ♥4, ♠4 | pair
♥8, ♣J, ♥10, ♣A, ♣A | pair
♥8, ♣J, ♥10, ♦4, ♠4 | pair
♥8, ♣J, ♥7, ♥4, ♦4 | pair
♥8, ♣J, ♥7, ♥4, ♠4 | pair
♥8, ♣J, ♥7, ♣A, ♣A | pair
♥8, ♣J, ♥7, ♦4, ♠4 | pair
♥8, ♣J, ♥4, ♣A, ♣A | pair
♥8, ♣J, ♥4, ♣A, ♦4 | pair
♥8, ♣J, ♥4, ♣A, ♠4 | pair
♥8, ♣J, ♥4, ♠K, ♦4 | pair
♥8, ♣J, ♥4, ♠K, ♠4 | pair
♥8, ♣J, ♥4, ♣A, ♦4 | pair
♥8, ♣J, ♥4, ♣A, ♠4 | pair
♥8, ♣J, ♥4, ♦4, ♠4 | three of a kind
♥8, ♣J, ♣A, ♠K, ♣A | pair
♥8, ♣J, ♣A, ♣A, ♦4 | pair
♥8, ♣J, ♣A, ♣A, ♠4 | pair
♥8, ♣J, ♣A, ♦4, ♠4 | pair
♥8, ♣J, ♠K, ♦4, ♠4 | pair
♥8, ♣J, ♣A, ♦4, ♠4 | pair
♥8, ♥4, ♠2, ♠5, ♥4 | pair
♥8, ♥4, ♠2, ♠5, ♦4 | pair
♥8, ♥4, ♠2, ♠5, ♠4 | pair
♥8, ♥4, ♠2, ♥10, ♥4 | pair
♥8, ♥4, ♠2, ♥10, ♦4 | pair
♥8, ♥4, ♠2, ♥10, ♠4 | pair
♥8, ♥4, ♠2, ♥7, ♥4 | pair
♥8, ♥4, ♠2, ♥7, ♦4 | pair
♥8, ♥4, ♠2, ♥7, ♠4 | pair
♥8, ♥4, ♠2, ♥4, ♣A | pair
♥8, ♥4, ♠2, ♥4, ♠K | pair
♥8, ♥4, ♠2, ♥4, ♣A | pair
♥8, ♥4, ♠2, ♥4, ♦4 | three of a kind
♥8, ♥4, ♠2, ♥4, ♠4 | three of a kind
♥8, ♥4, ♠2, ♣A, ♣A | pair
♥8, ♥4, ♠2, ♣A, ♦4 | pair
♥8, ♥4, ♠2, ♣A, ♠4 | pair
♥8, ♥4, ♠2, ♠K, ♦4 | pair
♥8, ♥4, ♠2, ♠K, ♠4 | pair
♥8, ♥4, ♠2, ♣A, ♦4 | pair
♥8, ♥4, ♠2, ♣A, ♠4 | pair
♥8, ♥4, ♠2, ♦4, ♠4 | three of a kind
♥8, ♥4, ♠5, ♥10, ♥4 | pair
♥8, ♥4, ♠5, ♥10, ♦4 | pair
♥8, ♥4, ♠5, ♥10, ♠4 | pair
♥8, ♥4, ♠5, ♥7, ♥4 | pair
♥8, ♥4, ♠5, ♥7, ♦4 | pair
♥8, ♥4, ♠5, ♥7, ♠4 | pair
♥8, ♥4, ♠5, ♥4, ♣A | pair
♥8, ♥4, ♠5, ♥4, ♠K | pair
♥8, ♥4, ♠5, ♥4, ♣A | pair
♥8, ♥4, ♠5, ♥4, ♦4 | three of a kind
♥8, ♥4, ♠5, ♥4, ♠4 | three of a kind
♥8, ♥4, ♠5, ♣A, ♣A | pair
♥8, ♥4, ♠5, ♣A, ♦4 | pair
♥8, ♥4, ♠5, ♣A, ♠4 | pair
♥8, ♥4, ♠5, ♠K, ♦4 | pair
♥8, ♥4, ♠5, ♠K, ♠4 | pair
♥8, ♥4, ♠5, ♣A, ♦4 | pair
♥8, ♥4, ♠5, ♣A, ♠4 | pair
♥8, ♥4, ♠5, ♦4, ♠4 | three of a kind
♥8, ♥4, ♥10, ♥7, ♥4 | flush
♥8, ♥4, ♥10, ♥7, ♦4 | pair
♥8, ♥4, ♥10, ♥7, ♠4 | pair
♥8, ♥4, ♥10, ♥4, ♣A | pair
♥8, ♥4, ♥10, ♥4, ♠K | pair
♥8, ♥4, ♥10, ♥4, ♣A | pair
♥8, ♥4, ♥10, ♥4, ♦4 | three of a kind
♥8, ♥4, ♥10, ♥4, ♠4 | three of a kind
♥8, ♥4, ♥10, ♣A, ♣A | pair
♥8, ♥4, ♥10, ♣A, ♦4 | pair
♥8, ♥4, ♥10, ♣A, ♠4 | pair
♥8, ♥4, ♥10, ♠K, ♦4 | pair
♥8, ♥4, ♥10, ♠K, ♠4 | pair
♥8, ♥4, ♥10, ♣A, ♦4 | pair
♥8, ♥4, ♥10, ♣A, ♠4 | pair
♥8, ♥4, ♥10, ♦4, ♠4 | three of a kind
♥8, ♥4, ♥7, ♥4, ♣A | pair
♥8, ♥4, ♥7, ♥4, ♠K | pair
♥8, ♥4, ♥7, ♥4, ♣A | pair
♥8, ♥4, ♥7, ♥4, ♦4 | three of a kind
♥8, ♥4, ♥7, ♥4, ♠4 | three of a kind
♥8, ♥4, ♥7, ♣A, ♣A | pair
♥8, ♥4, ♥7, ♣A, ♦4 | pair
♥8, ♥4, ♥7, ♣A, ♠4 | pair
♥8, ♥4, ♥7, ♠K, ♦4 | pair
♥8, ♥4, ♥7, ♠K, ♠4 | pair
♥8, ♥4, ♥7, ♣A, ♦4 | pair
♥8, ♥4, ♥7, ♣A, ♠4 | pair
♥8, ♥4, ♥7, ♦4, ♠4 | three of a kind
♥8, ♥4, ♥4, ♣A, ♠K | pair
♥8, ♥4, ♥4, ♣A, ♣A | two pairs
♥8, ♥4, ♥4, ♣A, ♦4 | three of a kind
♥8, ♥4, ♥4, ♣A, ♠4 | three of a kind
♥8, ♥4, ♥4, ♠K, ♣A | pair
♥8, ♥4, ♥4, ♠K, ♦4 | three of a kind
♥8, ♥4, ♥4, ♠K, ♠4 | three of a kind
♥8, ♥4, ♥4, ♣A, ♦4 | three of a kind
♥8, ♥4, ♥4, ♣A, ♠4 | three of a kind
♥8, ♥4, ♥4, ♦4, ♠4 | four of a kind!
♥8, ♥4, ♣A, ♠K, ♣A | pair
♥8, ♥4, ♣A, ♠K, ♦4 | pair
♥8, ♥4, ♣A, ♠K, ♠4 | pair
♥8, ♥4, ♣A, ♣A, ♦4 | two pairs
♥8, ♥4, ♣A, ♣A, ♠4 | two pairs
♥8, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥8, ♥4, ♠K, ♣A, ♦4 | pair
♥8, ♥4, ♠K, ♣A, ♠4 | pair
♥8, ♥4, ♠K, ♦4, ♠4 | three of a kind
♥8, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥8, ♠2, ♠5, ♥4, ♦4 | pair
♥8, ♠2, ♠5, ♥4, ♠4 | pair
♥8, ♠2, ♠5, ♣A, ♣A | pair
♥8, ♠2, ♠5, ♦4, ♠4 | pair
♥8, ♠2, ♥10, ♥4, ♦4 | pair
♥8, ♠2, ♥10, ♥4, ♠4 | pair
♥8, ♠2, ♥10, ♣A, ♣A | pair
♥8, ♠2, ♥10, ♦4, ♠4 | pair
♥8, ♠2, ♥7, ♥4, ♦4 | pair
♥8, ♠2, ♥7, ♥4, ♠4 | pair
♥8, ♠2, ♥7, ♣A, ♣A | pair
♥8, ♠2, ♥7, ♦4, ♠4 | pair
♥8, ♠2, ♥4, ♣A, ♣A | pair
♥8, ♠2, ♥4, ♣A, ♦4 | pair
♥8, ♠2, ♥4, ♣A, ♠4 | pair
♥8, ♠2, ♥4, ♠K, ♦4 | pair
♥8, ♠2, ♥4, ♠K, ♠4 | pair
♥8, ♠2, ♥4, ♣A, ♦4 | pair
♥8, ♠2, ♥4, ♣A, ♠4 | pair
♥8, ♠2, ♥4, ♦4, ♠4 | three of a kind
♥8, ♠2, ♣A, ♠K, ♣A | pair
♥8, ♠2, ♣A, ♣A, ♦4 | pair
♥8, ♠2, ♣A, ♣A, ♠4 | pair
♥8, ♠2, ♣A, ♦4, ♠4 | pair
♥8, ♠2, ♠K, ♦4, ♠4 | pair
♥8, ♠2, ♣A, ♦4, ♠4 | pair
♥8, ♠5, ♥10, ♥4, ♦4 | pair
♥8, ♠5, ♥10, ♥4, ♠4 | pair
♥8, ♠5, ♥10, ♣A, ♣A | pair
♥8, ♠5, ♥10, ♦4, ♠4 | pair
♥8, ♠5, ♥7, ♥4, ♦4 | pair
♥8, ♠5, ♥7, ♥4, ♠4 | pair
♥8, ♠5, ♥7, ♣A, ♣A | pair
♥8, ♠5, ♥7, ♦4, ♠4 | pair
♥8, ♠5, ♥4, ♣A, ♣A | pair
♥8, ♠5, ♥4, ♣A, ♦4 | pair
♥8, ♠5, ♥4, ♣A, ♠4 | pair
♥8, ♠5, ♥4, ♠K, ♦4 | pair
♥8, ♠5, ♥4, ♠K, ♠4 | pair
♥8, ♠5, ♥4, ♣A, ♦4 | pair
♥8, ♠5, ♥4, ♣A, ♠4 | pair
♥8, ♠5, ♥4, ♦4, ♠4 | three of a kind
♥8, ♠5, ♣A, ♠K, ♣A | pair
♥8, ♠5, ♣A, ♣A, ♦4 | pair
♥8, ♠5, ♣A, ♣A, ♠4 | pair
♥8, ♠5, ♣A, ♦4, ♠4 | pair
♥8, ♠5, ♠K, ♦4, ♠4 | pair
♥8, ♠5, ♣A, ♦4, ♠4 | pair
♥8, ♥10, ♥7, ♥4, ♦4 | pair
♥8, ♥10, ♥7, ♥4, ♠4 | pair
♥8, ♥10, ♥7, ♣A, ♣A | pair
♥8, ♥10, ♥7, ♦4, ♠4 | pair
♥8, ♥10, ♥4, ♣A, ♣A | pair
♥8, ♥10, ♥4, ♣A, ♦4 | pair
♥8, ♥10, ♥4, ♣A, ♠4 | pair
♥8, ♥10, ♥4, ♠K, ♦4 | pair
♥8, ♥10, ♥4, ♠K, ♠4 | pair
♥8, ♥10, ♥4, ♣A, ♦4 | pair
♥8, ♥10, ♥4, ♣A, ♠4 | pair
♥8, ♥10, ♥4, ♦4, ♠4 | three of a kind
♥8, ♥10, ♣A, ♠K, ♣A | pair
♥8, ♥10, ♣A, ♣A, ♦4 | pair
♥8, ♥10, ♣A, ♣A, ♠4 | pair
♥8, ♥10, ♣A, ♦4, ♠4 | pair
♥8, ♥10, ♠K, ♦4, ♠4 | pair
♥8, ♥10, ♣A, ♦4, ♠4 | pair
♥8, ♥7, ♥4, ♣A, ♣A | pair
♥8, ♥7, ♥4, ♣A, ♦4 | pair
♥8, ♥7, ♥4, ♣A, ♠4 | pair
♥8, ♥7, ♥4, ♠K, ♦4 | pair
♥8, ♥7, ♥4, ♠K, ♠4 | pair
♥8, ♥7, ♥4, ♣A, ♦4 | pair
♥8, ♥7, ♥4, ♣A, ♠4 | pair
♥8, ♥7, ♥4, ♦4, ♠4 | three of a kind
♥8, ♥7, ♣A, ♠K, ♣A | pair
♥8, ♥7, ♣A, ♣A, ♦4 | pair
♥8, ♥7, ♣A, ♣A, ♠4 | pair
♥8, ♥7, ♣A, ♦4, ♠4 | pair
♥8, ♥7, ♠K, ♦4, ♠4 | pair
♥8, ♥7, ♣A, ♦4, ♠4 | pair
♥8, ♥4, ♣A, ♠K, ♣A | pair
♥8, ♥4, ♣A, ♠K, ♦4 | pair
♥8, ♥4, ♣A, ♠K, ♠4 | pair
♥8, ♥4, ♣A, ♣A, ♦4 | two pairs
♥8, ♥4, ♣A, ♣A, ♠4 | two pairs
♥8, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥8, ♥4, ♠K, ♣A, ♦4 | pair
♥8, ♥4, ♠K, ♣A, ♠4 | pair
♥8, ♥4, ♠K, ♦4, ♠4 | three of a kind
♥8, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥8, ♣A, ♠K, ♣A, ♦4 | pair
♥8, ♣A, ♠K, ♣A, ♠4 | pair
♥8, ♣A, ♠K, ♦4, ♠4 | pair
♥8, ♣A, ♣A, ♦4, ♠4 | two pairs
♥8, ♠K, ♣A, ♦4, ♠4 | pair
♣J, ♥4, ♠2, ♠5, ♥4 | pair
♣J, ♥4, ♠2, ♠5, ♦4 | pair
♣J, ♥4, ♠2, ♠5, ♠4 | pair
♣J, ♥4, ♠2, ♥10, ♥4 | pair
♣J, ♥4, ♠2, ♥10, ♦4 | pair
♣J, ♥4, ♠2, ♥10, ♠4 | pair
♣J, ♥4, ♠2, ♥7, ♥4 | pair
♣J, ♥4, ♠2, ♥7, ♦4 | pair
♣J, ♥4, ♠2, ♥7, ♠4 | pair
♣J, ♥4, ♠2, ♥4, ♣A | pair
♣J, ♥4, ♠2, ♥4, ♠K | pair
♣J, ♥4, ♠2, ♥4, ♣A | pair
♣J, ♥4, ♠2, ♥4, ♦4 | three of a kind
♣J, ♥4, ♠2, ♥4, ♠4 | three of a kind
♣J, ♥4, ♠2, ♣A, ♣A | pair
♣J, ♥4, ♠2, ♣A, ♦4 | pair
♣J, ♥4, ♠2, ♣A, ♠4 | pair
♣J, ♥4, ♠2, ♠K, ♦4 | pair
♣J, ♥4, ♠2, ♠K, ♠4 | pair
♣J, ♥4, ♠2, ♣A, ♦4 | pair
♣J, ♥4, ♠2, ♣A, ♠4 | pair
♣J, ♥4, ♠2, ♦4, ♠4 | three of a kind
♣J, ♥4, ♠5, ♥10, ♥4 | pair
♣J, ♥4, ♠5, ♥10, ♦4 | pair
♣J, ♥4, ♠5, ♥10, ♠4 | pair
♣J, ♥4, ♠5, ♥7, ♥4 | pair
♣J, ♥4, ♠5, ♥7, ♦4 | pair
♣J, ♥4, ♠5, ♥7, ♠4 | pair
♣J, ♥4, ♠5, ♥4, ♣A | pair
♣J, ♥4, ♠5, ♥4, ♠K | pair
♣J, ♥4, ♠5, ♥4, ♣A | pair
♣J, ♥4, ♠5, ♥4, ♦4 | three of a kind
♣J, ♥4, ♠5, ♥4, ♠4 | three of a kind
♣J, ♥4, ♠5, ♣A, ♣A | pair
♣J, ♥4, ♠5, ♣A, ♦4 | pair
♣J, ♥4, ♠5, ♣A, ♠4 | pair
♣J, ♥4, ♠5, ♠K, ♦4 | pair
♣J, ♥4, ♠5, ♠K, ♠4 | pair
♣J, ♥4, ♠5, ♣A, ♦4 | pair
♣J, ♥4, ♠5, ♣A, ♠4 | pair
♣J, ♥4, ♠5, ♦4, ♠4 | three of a kind
♣J, ♥4, ♥10, ♥7, ♥4 | pair
♣J, ♥4, ♥10, ♥7, ♦4 | pair
♣J, ♥4, ♥10, ♥7, ♠4 | pair
♣J, ♥4, ♥10, ♥4, ♣A | pair
♣J, ♥4, ♥10, ♥4, ♠K | pair
♣J, ♥4, ♥10, ♥4, ♣A | pair
♣J, ♥4, ♥10, ♥4, ♦4 | three of a kind
♣J, ♥4, ♥10, ♥4, ♠4 | three of a kind
♣J, ♥4, ♥10, ♣A, ♣A | pair
♣J, ♥4, ♥10, ♣A, ♦4 | pair
