♠Q, ♥A, ♦8, ♣J, ♥8 | pair
♥A, ♦8, ♥Q, ♦K, ♥Q | pair
♥A, ♦8, ♥Q, ♦K, ♦8 | pair
♥A, ♦8, ♥Q, ♥2, ♦8 | pair
♥A, ♦8, ♥Q, ♥2, ♥Q | pair
♥A, ♦8, ♥Q, ♥2, ♦8 | pair
♥A, ♦8, ♥Q, ♥5, ♦8 | pair
♥A, ♦8, ♥Q, ♥5, ♥Q | pair
♥A, ♦8, ♥Q, ♥5, ♦8 | pair
♥A, ♦8, ♥Q, ♦8, ♥Q | two pairs
♥A, ♦8, ♥Q, ♦8, ♦8 | three of a kind
♥A, ♦8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♦8, ♥Q, ♠7, ♦8 | pair
♥A, ♦8, ♥Q, ♠7, ♥Q | pair
♥A, ♦8, ♥Q, ♠7, ♦8 | pair
♥A, ♦8, ♥Q, ♦K, ♦8 | pair
♥A, ♦8, ♥Q, ♦K, ♥Q | pair
♥A, ♦8, ♥Q, ♦K, ♦8 | pair
♥A, ♦8, ♥Q, ♥2, ♦8 | pair
♥A, ♦8, ♥Q, ♥2, ♥Q | pair
♥A, ♦8, ♥Q, ♥2, ♦8 | pair
♥A, ♦8, ♥Q, ♥5, ♦8 | pair
♥A, ♦8, ♥Q, ♥5, ♥Q | pair
♥A, ♦8, ♥Q, ♥5, ♦8 | pair
♥A, ♦8, ♥Q, ♦8, ♥Q | two pairs
♥A, ♦8, ♥Q, ♦8, ♦8 | three of a kind
♥A, ♦8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♦8, ♠7, ♦K, ♦8 | pair
♥A, ♦8, ♠7, ♦K, ♦8 | pair
♥A, ♦8, ♠7, ♥2, ♦8 | pair
♥A, ♦8, ♠7, ♥2, ♦8 | pair
♥A, ♦8, ♠7, ♥5, ♦8 | pair
♥A, ♦8, ♠7, ♥5, ♦8 | pair
♥A, ♦8, ♠7, ♦8, ♥Q | pair
♥A, ♦8, ♠7, ♦8, ♦8 | three of a kind
♥A, ♦8, ♠7, ♥Q, ♦8 | pair
♥A, ♦8, ♦K, ♥2, ♦8 | pair
♥A, ♦8, ♦K, ♥2, ♦8 | pair
♥A, ♦8, ♦K, ♥5, ♦8 | pair
♥A, ♦8, ♦K, ♥5, ♦8 | pair
♥A, ♦8, ♦K, ♦8, ♥Q | pair
♥A, ♦8, ♦K, ♦8, ♦8 | three of a kind
♥A, ♦8, ♦K, ♥Q, ♦8 | pair
♥A, ♦8, ♥2, ♥5, ♦8 | pair
♥A, ♦8, ♥2, ♥5, ♦8 | pair
♥A, ♦8, ♥2, ♦8, ♥Q | pair
♥A, ♦8, ♥2, ♦8, ♦8 | three of a kind
♥A, ♦8, ♥2, ♥Q, ♦8 | pair
♥A, ♦8, ♥5, ♦8, ♥Q | pair
♥A, ♦8, ♥5, ♦8, ♦8 | three of a kind
♥A, ♦8, ♥5, ♥Q, ♦8 | pair
♥A, ♦8, ♦8, ♥Q, ♦8 | three of a kind
♥A, ♣J, ♥8, ♣8, ♥5 | pair
♥A, ♣J, ♥8, ♣8, ♥Q | pair
♥A, ♣J, ♥8, ♣8, ♥Q | pair
♥A, ♣J, ♥8, ♣8, ♠7 | pair
♥A, ♣J, ♥8, ♣8, ♦K | pair
♥A, ♣J, ♥8, ♣8, ♥2 | pair
♥A, ♣J, ♥8, ♣8, ♥5 | pair
♥A, ♣J, ♥8, ♣8, ♦8 | three of a kind
♥A, ♣J, ♥8, ♣8, ♥Q | pair
♥A, ♣J, ♥8, ♣8, ♦8 | three of a kind
♥A, ♣J, ♥8, ♥5, ♥5 | pair
♥A, ♣J, ♥8, ♥5, ♦8 | pair
♥A, ♣J, ♥8, ♥5, ♦8 | pair
♥A, ♣J, ♥8, ♥Q, ♥Q | pair
♥A, ♣J, ♥8, ♥Q, ♦8 | pair
♥A, ♣J, ♥8, ♥Q, ♥Q | pair
♥A, ♣J, ♥8, ♥Q, ♦8 | pair
♥A, ♣J, ♥8, ♥Q, ♦8 | pair
♥A, ♣J, ♥8, ♥Q, ♥Q | pair
♥A, ♣J, ♥8, ♥Q, ♦8 | pair
♥A, ♣J, ♥8, ♠7, ♦8 | pair
♥A, ♣J, ♥8, ♠7, ♦8 | pair
♥A, ♣J, ♥8, ♦K, ♦8 | pair
♥A, ♣J, ♥8, ♦K, ♦8 | pair
♥A, ♣J, ♥8, ♥2, ♦8 | pair
♥A, ♣J, ♥8, ♥2, ♦8 | pair
♥A, ♣J, ♥8, ♥5, ♦8 | pair
♥A, ♣J, ♥8, ♥5, ♦8 | pair
♥A, ♣J, ♥8, ♦8, ♥Q | pair
♥A, ♣J, ♥8, ♦8, ♦8 | three of a kind
♥A, ♣J, ♥8, ♥Q, ♦8 | pair
♥A, ♣J, ♣8, ♥5, ♥5 | pair
♥A, ♣J, ♣8, ♥5, ♦8 | pair
♥A, ♣J, ♣8, ♥5, ♦8 | pair
♥A, ♣J, ♣8, ♥Q, ♥Q | pair
♥A, ♣J, ♣8, ♥Q, ♦8 | pair
♥A, ♣J, ♣8, ♥Q, ♥Q | pair
♥A, ♣J, ♣8, ♥Q, ♦8 | pair
♥A, ♣J, ♣8, ♥Q, ♦8 | pair
♥A, ♣J, ♣8, ♥Q, ♥Q | pair
♥A, ♣J, ♣8, ♥Q, ♦8 | pair
♥A, ♣J, ♣8, ♠7, ♦8 | pair
♥A, ♣J, ♣8, ♠7, ♦8 | pair
♥A, ♣J, ♣8, ♦K, ♦8 | pair
♥A, ♣J, ♣8, ♦K, ♦8 | pair
♥A, ♣J, ♣8, ♥2, ♦8 | pair
♥A, ♣J, ♣8, ♥2, ♦8 | pair
♥A, ♣J, ♣8, ♥5, ♦8 | pair
♥A, ♣J, ♣8, ♥5, ♦8 | pair
♥A, ♣J, ♣8, ♦8, ♥Q | pair
♥A, ♣J, ♣8, ♦8, ♦8 | three of a kind
♥A, ♣J, ♣8, ♥Q, ♦8 | pair
♥A, ♣J, ♥5, ♥Q, ♥Q | pair
♥A, ♣J, ♥5, ♥Q, ♥5 | pair
♥A, ♣J, ♥5, ♥Q, ♥Q | pair
♥A, ♣J, ♥5, ♥Q, ♥5 | pair
♥A, ♣J, ♥5, ♥Q, ♥Q | pair
♥A, ♣J, ♥5, ♠7, ♥5 | pair
♥A, ♣J, ♥5, ♦K, ♥5 | pair
♥A, ♣J, ♥5, ♥2, ♥5 | pair
♥A, ♣J, ♥5, ♥5, ♦8 | pair
♥A, ♣J, ♥5, ♥5, ♥Q | pair
♥A, ♣J, ♥5, ♥5, ♦8 | pair
♥A, ♣J, ♥5, ♦8, ♦8 | pair
♥A, ♣J, ♥Q, ♥Q, ♠7 | pair
♥A, ♣J, ♥Q, ♥Q, ♦K | pair
♥A, ♣J, ♥Q, ♥Q, ♥2 | pair
♥A, ♣J, ♥Q, ♥Q, ♥5 | pair
♥A, ♣J, ♥Q, ♥Q, ♦8 | pair
♥A, ♣J, ♥Q, ♥Q, ♥Q | three of a kind
♥A, ♣J, ♥Q, ♥Q, ♦8 | pair
♥A, ♣J, ♥Q, ♠7, ♥Q | pair
♥A, ♣J, ♥Q, ♦K, ♥Q | pair
♥A, ♣J, ♥Q, ♥2, ♥Q | pair
♥A, ♣J, ♥Q, ♥5, ♥Q | pair
♥A, ♣J, ♥Q, ♦8, ♥Q | pair
♥A, ♣J, ♥Q, ♦8, ♦8 | pair
♥A, ♣J, ♥Q, ♥Q, ♦8 | pair
♥A, ♣J, ♥Q, ♠7, ♥Q | pair
♥A, ♣J, ♥Q, ♦K, ♥Q | pair
♥A, ♣J, ♥Q, ♥2, ♥Q | pair
♥A, ♣J, ♥Q, ♥5, ♥Q | pair
♥A, ♣J, ♥Q, ♦8, ♥Q | pair
♥A, ♣J, ♥Q, ♦8, ♦8 | pair
♥A, ♣J, ♥Q, ♥Q, ♦8 | pair
♥A, ♣J, ♠7, ♦8, ♦8 | pair
♥A, ♣J, ♦K, ♦8, ♦8 | pair
♥A, ♣J, ♥2, ♦8, ♦8 | pair
♥A, ♣J, ♥5, ♦8, ♦8 | pair
♥A, ♣J, ♦8, ♥Q, ♦8 | pair
♥A, ♥8, ♣8, ♥5, ♥Q | pair
♥A, ♥8, ♣8, ♥5, ♥Q | pair
♥A, ♥8, ♣8, ♥5, ♠7 | pair
♥A, ♥8, ♣8, ♥5, ♦K | pair
♥A, ♥8, ♣8, ♥5, ♥2 | pair
♥A, ♥8, ♣8, ♥5, ♥5 | two pairs
♥A, ♥8, ♣8, ♥5, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥5, ♥Q | pair
♥A, ♥8, ♣8, ♥5, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥Q, ♥Q | two pairs
♥A, ♥8, ♣8, ♥Q, ♠7 | pair
♥A, ♥8, ♣8, ♥Q, ♦K | pair
♥A, ♥8, ♣8, ♥Q, ♥2 | pair
♥A, ♥8, ♣8, ♥Q, ♥5 | pair
♥A, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥Q, ♥Q | two pairs
♥A, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥Q, ♠7 | pair
♥A, ♥8, ♣8, ♥Q, ♦K | pair
♥A, ♥8, ♣8, ♥Q, ♥2 | pair
♥A, ♥8, ♣8, ♥Q, ♥5 | pair
♥A, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥Q, ♥Q | two pairs
♥A, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♥A, ♥8, ♣8, ♠7, ♦K | pair
♥A, ♥8, ♣8, ♠7, ♥2 | pair
♥A, ♥8, ♣8, ♠7, ♥5 | pair
♥A, ♥8, ♣8, ♠7, ♦8 | three of a kind
♥A, ♥8, ♣8, ♠7, ♥Q | pair
♥A, ♥8, ♣8, ♠7, ♦8 | three of a kind
♥A, ♥8, ♣8, ♦K, ♥2 | pair
♥A, ♥8, ♣8, ♦K, ♥5 | pair
♥A, ♥8, ♣8, ♦K, ♦8 | three of a kind
♥A, ♥8, ♣8, ♦K, ♥Q | pair
♥A, ♥8, ♣8, ♦K, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥2, ♥5 | pair
♥A, ♥8, ♣8, ♥2, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥2, ♥Q | pair
♥A, ♥8, ♣8, ♥2, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥5, ♦8 | three of a kind
♥A, ♥8, ♣8, ♥5, ♥Q | pair
♥A, ♥8, ♣8, ♥5, ♦8 | three of a kind
♥A, ♥8, ♣8, ♦8, ♥Q | three of a kind
♥A, ♥8, ♣8, ♦8, ♦8 | four of a kind!
♥A, ♥8, ♣8, ♥Q, ♦8 | three of a kind
♥A, ♥8, ♥5, ♥Q, ♥Q | flush
♥A, ♥8, ♥5, ♥Q, ♥2 | flush
♥A, ♥8, ♥5, ♥Q, ♥5 | flush
♥A, ♥8, ♥5, ♥Q, ♦8 | pair
♥A, ♥8, ♥5, ♥Q, ♥Q | flush
♥A, ♥8, ♥5, ♥Q, ♦8 | pair
♥A, ♥8, ♥5, ♥Q, ♥2 | flush
♥A, ♥8, ♥5, ♥Q, ♥5 | flush
♥A, ♥8, ♥5, ♥Q, ♦8 | pair
♥A, ♥8, ♥5, ♥Q, ♥Q | flush
♥A, ♥8, ♥5, ♥Q, ♦8 | pair
♥A, ♥8, ♥5, ♠7, ♥5 | pair
♥A, ♥8, ♥5, ♠7, ♦8 | pair
♥A, ♥8, ♥5, ♠7, ♦8 | pair
♥A, ♥8, ♥5, ♦K, ♥5 | pair
♥A, ♥8, ♥5, ♦K, ♦8 | pair
♥A, ♥8, ♥5, ♦K, ♦8 | pair
♥A, ♥8, ♥5, ♥2, ♥5 | flush
♥A, ♥8, ♥5, ♥2, ♦8 | pair
♥A, ♥8, ♥5, ♥2, ♥Q | flush
♥A, ♥8, ♥5, ♥2, ♦8 | pair
♥A, ♥8, ♥5, ♥5, ♦8 | two pairs
♥A, ♥8, ♥5, ♥5, ♥Q | flush
♥A, ♥8, ♥5, ♥5, ♦8 | two pairs
♥A, ♥8, ♥5, ♦8, ♥Q | pair
♥A, ♥8, ♥5, ♦8, ♦8 | three of a kind
♥A, ♥8, ♥5, ♥Q, ♦8 | pair
♥A, ♥8, ♥Q, ♥Q, ♠7 | pair
♥A, ♥8, ♥Q, ♥Q, ♦K | pair
♥A, ♥8, ♥Q, ♥Q, ♥2 | flush
♥A, ♥8, ♥Q, ♥Q, ♥5 | flush
♥A, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♥8, ♥Q, ♥Q, ♥Q | flush
♥A, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♥8, ♥Q, ♠7, ♦8 | pair
♥A, ♥8, ♥Q, ♠7, ♥Q | pair
♥A, ♥8, ♥Q, ♠7, ♦8 | pair
♥A, ♥8, ♥Q, ♦K, ♦8 | pair
♥A, ♥8, ♥Q, ♦K, ♥Q | pair
♥A, ♥8, ♥Q, ♦K, ♦8 | pair
♥A, ♥8, ♥Q, ♥2, ♥5 | flush
♥A, ♥8, ♥Q, ♥2, ♦8 | pair
♥A, ♥8, ♥Q, ♥2, ♥Q | flush
♥A, ♥8, ♥Q, ♥2, ♦8 | pair
♥A, ♥8, ♥Q, ♥5, ♦8 | pair
♥A, ♥8, ♥Q, ♥5, ♥Q | flush
♥A, ♥8, ♥Q, ♥5, ♦8 | pair
♥A, ♥8, ♥Q, ♦8, ♥Q | two pairs
♥A, ♥8, ♥Q, ♦8, ♦8 | three of a kind
♥A, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♥8, ♥Q, ♠7, ♦8 | pair
♥A, ♥8, ♥Q, ♠7, ♥Q | pair
♥A, ♥8, ♥Q, ♠7, ♦8 | pair
♥A, ♥8, ♥Q, ♦K, ♦8 | pair
♥A, ♥8, ♥Q, ♦K, ♥Q | pair
♥A, ♥8, ♥Q, ♦K, ♦8 | pair
♥A, ♥8, ♥Q, ♥2, ♥5 | flush
♥A, ♥8, ♥Q, ♥2, ♦8 | pair
♥A, ♥8, ♥Q, ♥2, ♥Q | flush
♥A, ♥8, ♥Q, ♥2, ♦8 | pair
♥A, ♥8, ♥Q, ♥5, ♦8 | pair
♥A, ♥8, ♥Q, ♥5, ♥Q | flush
♥A, ♥8, ♥Q, ♥5, ♦8 | pair
♥A, ♥8, ♥Q, ♦8, ♥Q | two pairs
♥A, ♥8, ♥Q, ♦8, ♦8 | three of a kind
♥A, ♥8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♥8, ♠7, ♦K, ♦8 | pair
♥A, ♥8, ♠7, ♦K, ♦8 | pair
♥A, ♥8, ♠7, ♥2, ♦8 | pair
♥A, ♥8, ♠7, ♥2, ♦8 | pair
♥A, ♥8, ♠7, ♥5, ♦8 | pair
♥A, ♥8, ♠7, ♥5, ♦8 | pair
♥A, ♥8, ♠7, ♦8, ♥Q | pair
♥A, ♥8, ♠7, ♦8, ♦8 | three of a kind
♥A, ♥8, ♠7, ♥Q, ♦8 | pair
♥A, ♥8, ♦K, ♥2, ♦8 | pair
♥A, ♥8, ♦K, ♥2, ♦8 | pair
♥A, ♥8, ♦K, ♥5, ♦8 | pair
♥A, ♥8, ♦K, ♥5, ♦8 | pair
♥A, ♥8, ♦K, ♦8, ♥Q | pair
♥A, ♥8, ♦K, ♦8, ♦8 | three of a kind
♥A, ♥8, ♦K, ♥Q, ♦8 | pair
♥A, ♥8, ♥2, ♥5, ♦8 | pair
♥A, ♥8, ♥2, ♥5, ♥Q | flush
♥A, ♥8, ♥2, ♥5, ♦8 | pair
♥A, ♥8, ♥2, ♦8, ♥Q | pair
♥A, ♥8, ♥2, ♦8, ♦8 | three of a kind
♥A, ♥8, ♥2, ♥Q, ♦8 | pair
♥A, ♥8, ♥5, ♦8, ♥Q | pair
♥A, ♥8, ♥5, ♦8, ♦8 | three of a kind
♥A, ♥8, ♥5, ♥Q, ♦8 | pair
♥A, ♥8, ♦8, ♥Q, ♦8 | three of a kind
♥A, ♣8, ♥5, ♥Q, ♥Q | pair
♥A, ♣8, ♥5, ♥Q, ♥5 | pair
♥A, ♣8, ♥5, ♥Q, ♦8 | pair
♥A, ♣8, ♥5, ♥Q, ♥Q | pair
♥A, ♣8, ♥5, ♥Q, ♦8 | pair
♥A, ♣8, ♥5, ♥Q, ♥5 | pair
♥A, ♣8, ♥5, ♥Q, ♦8 | pair
♥A, ♣8, ♥5, ♥Q, ♥Q | pair
♥A, ♣8, ♥5, ♥Q, ♦8 | pair
♥A, ♣8, ♥5, ♠7, ♥5 | pair
♥A, ♣8, ♥5, ♠7, ♦8 | pair
♥A, ♣8, ♥5, ♠7, ♦8 | pair
♥A, ♣8, ♥5, ♦K, ♥5 | pair
♥A, ♣8, ♥5, ♦K, ♦8 | pair
♥A, ♣8, ♥5, ♦K, ♦8 | pair
♥A, ♣8, ♥5, ♥2, ♥5 | pair
♥A, ♣8, ♥5, ♥2, ♦8 | pair
♥A, ♣8, ♥5, ♥2, ♦8 | pair
♥A, ♣8, ♥5, ♥5, ♦8 | two pairs
♥A, ♣8, ♥5, ♥5, ♥Q | pair
♥A, ♣8, ♥5, ♥5, ♦8 | two pairs
♥A, ♣8, ♥5, ♦8, ♥Q | pair
♥A, ♣8, ♥5, ♦8, ♦8 | three of a kind
♥A, ♣8, ♥5, ♥Q, ♦8 | pair
♥A, ♣8, ♥Q, ♥Q, ♠7 | pair
♥A, ♣8, ♥Q, ♥Q, ♦K | pair
♥A, ♣8, ♥Q, ♥Q, ♥2 | pair
♥A, ♣8, ♥Q, ♥Q, ♥5 | pair
♥A, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♣8, ♥Q, ♥Q, ♥Q | three of a kind
♥A, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♣8, ♥Q, ♠7, ♦8 | pair
♥A, ♣8, ♥Q, ♠7, ♥Q | pair
♥A, ♣8, ♥Q, ♠7, ♦8 | pair
♥A, ♣8, ♥Q, ♦K, ♦8 | pair
♥A, ♣8, ♥Q, ♦K, ♥Q | pair
♥A, ♣8, ♥Q, ♦K, ♦8 | pair
♥A, ♣8, ♥Q, ♥2, ♦8 | pair
♥A, ♣8, ♥Q, ♥2, ♥Q | pair
♥A, ♣8, ♥Q, ♥2, ♦8 | pair
♥A, ♣8, ♥Q, ♥5, ♦8 | pair
♥A, ♣8, ♥Q, ♥5, ♥Q | pair
♥A, ♣8, ♥Q, ♥5, ♦8 | pair
♥A, ♣8, ♥Q, ♦8, ♥Q | two pairs
♥A, ♣8, ♥Q, ♦8, ♦8 | three of a kind
♥A, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♣8, ♥Q, ♠7, ♦8 | pair
♥A, ♣8, ♥Q, ♠7, ♥Q | pair
♥A, ♣8, ♥Q, ♠7, ♦8 | pair
♥A, ♣8, ♥Q, ♦K, ♦8 | pair
♥A, ♣8, ♥Q, ♦K, ♥Q | pair
♥A, ♣8, ♥Q, ♦K, ♦8 | pair
♥A, ♣8, ♥Q, ♥2, ♦8 | pair
♥A, ♣8, ♥Q, ♥2, ♥Q | pair
♥A, ♣8, ♥Q, ♥2, ♦8 | pair
♥A, ♣8, ♥Q, ♥5, ♦8 | pair
♥A, ♣8, ♥Q, ♥5, ♥Q | pair
♥A, ♣8, ♥Q, ♥5, ♦8 | pair
♥A, ♣8, ♥Q, ♦8, ♥Q | two pairs
♥A, ♣8, ♥Q, ♦8, ♦8 | three of a kind
♥A, ♣8, ♥Q, ♥Q, ♦8 | two pairs
♥A, ♣8, ♠7, ♦K, ♦8 | pair
♥A, ♣8, ♠7, ♦K, ♦8 | pair
♥A, ♣8, ♠7, ♥2, ♦8 | pair
♥A, ♣8, ♠7, ♥2, ♦8 | pair
♥A, ♣8, ♠7, ♥5, ♦8 | pair
♥A, ♣8, ♠7, ♥5, ♦8 | pair
♥A, ♣8, ♠7, ♦8, ♥Q | pair
♥A, ♣8, ♠7, ♦8, ♦8 | three of a kind
♥A, ♣8, ♠7, ♥Q, ♦8 | pair
♥A, ♣8, ♦K, ♥2, ♦8 | pair
♥A, ♣8, ♦K, ♥2, ♦8 | pair
♥A, ♣8, ♦K, ♥5, ♦8 | pair
♥A, ♣8, ♦K, ♥5, ♦8 | pair
♥A, ♣8, ♦K, ♦8, ♥Q | pair
♥A, ♣8, ♦K, ♦8, ♦8 | three of a kind
♥A, ♣8, ♦K, ♥Q, ♦8 | pair
♥A, ♣8, ♥2, ♥5, ♦8 | pair
♥A, ♣8, ♥2, ♥5, ♦8 | pair
♥A, ♣8, ♥2, ♦8, ♥Q | pair
♥A, ♣8, ♥2, ♦8, ♦8 | three of a kind
♥A, ♣8, ♥2, ♥Q, ♦8 | pair
♥A, ♣8, ♥5, ♦8, ♥Q | pair
♥A, ♣8, ♥5, ♦8, ♦8 | three of a kind
♥A, ♣8, ♥5, ♥Q, ♦8 | pair
♥A, ♣8, ♦8, ♥Q, ♦8 | three of a kind
♥A, ♥5, ♥Q, ♥Q, ♠7 | pair
♥A, ♥5, ♥Q, ♥Q, ♦K | pair
♥A, ♥5, ♥Q, ♥Q, ♥2 | flush
♥A, ♥5, ♥Q, ♥Q, ♥5 | flush
♥A, ♥5, ♥Q, ♥Q, ♦8 | pair
♥A, ♥5, ♥Q, ♥Q, ♥Q | flush
♥A, ♥5, ♥Q, ♥Q, ♦8 | pair
♥A, ♥5, ♥Q, ♠7, ♥5 | pair
♥A, ♥5, ♥Q, ♠7, ♥Q | pair
♥A, ♥5, ♥Q, ♦K, ♥5 | pair
♥A, ♥5, ♥Q, ♦K, ♥Q | pair
♥A, ♥5, ♥Q, ♥2, ♥5 | flush
♥A, ♥5, ♥Q, ♥2, ♥Q | flush
♥A, ♥5, ♥Q, ♥5, ♦8 | pair
♥A, ♥5, ♥Q, ♥5, ♥Q | flush
♥A, ♥5, ♥Q, ♥5, ♦8 | pair
♥A, ♥5, ♥Q, ♦8, ♥Q | pair
♥A, ♥5, ♥Q, ♦8, ♦8 | pair
♥A, ♥5, ♥Q, ♥Q, ♦8 | pair
♥A, ♥5, ♥Q, ♠7, ♥5 | pair
♥A, ♥5, ♥Q, ♠7, ♥Q | pair
♥A, ♥5, ♥Q, ♦K, ♥5 | pair
♥A, ♥5, ♥Q, ♦K, ♥Q | pair
♥A, ♥5, ♥Q, ♥2, ♥5 | flush
♥A, ♥5, ♥Q, ♥2, ♥Q | flush
♥A, ♥5, ♥Q, ♥5, ♦8 | pair
♥A, ♥5, ♥Q, ♥5, ♥Q | flush
♥A, ♥5, ♥Q, ♥5, ♦8 | pair
♥A, ♥5, ♥Q, ♦8, ♥Q | pair
♥A, ♥5, ♥Q, ♦8, ♦8 | pair
♥A, ♥5, ♥Q, ♥Q, ♦8 | pair
♥A, ♥5, ♠7, ♦K, ♥5 | pair
♥A, ♥5, ♠7, ♥2, ♥5 | pair
♥A, ♥5, ♠7, ♥5, ♦8 | pair
♥A, ♥5, ♠7, ♥5, ♥Q | pair
♥A, ♥5, ♠7, ♥5, ♦8 | pair
♥A, ♥5, ♠7, ♦8, ♦8 | pair
♥A, ♥5, ♦K, ♥2, ♥5 | pair
♥A, ♥5, ♦K, ♥5, ♦8 | pair
♥A, ♥5, ♦K, ♥5, ♥Q | pair
♥A, ♥5, ♦K, ♥5, ♦8 | pair
♥A, ♥5, ♦K, ♦8, ♦8 | pair
♥A, ♥5, ♥2, ♥5, ♦8 | pair
♥A, ♥5, ♥2, ♥5, ♥Q | flush
♥A, ♥5, ♥2, ♥5, ♦8 | pair
♥A, ♥5, ♥2, ♦8, ♦8 | pair
♥A, ♥5, ♥5, ♦8, ♥Q | pair
♥A, ♥5, ♥5, ♦8, ♦8 | two pairs
♥A, ♥5, ♥5, ♥Q, ♦8 | pair
♥A, ♥5, ♦8, ♥Q, ♦8 | pair
♥A, ♥Q, ♥Q, ♠7, ♦K | pair
♥A, ♥Q, ♥Q, ♠7, ♥2 | pair
♥A, ♥Q, ♥Q, ♠7, ♥5 | pair
♥A, ♥Q, ♥Q, ♠7, ♦8 | pair
♥A, ♥Q, ♥Q, ♠7, ♥Q | three of a kind
♥A, ♥Q, ♥Q, ♠7, ♦8 | pair
♥A, ♥Q, ♥Q, ♦K, ♥2 | pair
♥A, ♥Q, ♥Q, ♦K, ♥5 | pair
♥A, ♥Q, ♥Q, ♦K, ♦8 | pair
♥A, ♥Q, ♥Q, ♦K, ♥Q | three of a kind
♥A, ♥Q, ♥Q, ♦K, ♦8 | pair
♥A, ♥Q, ♥Q, ♥2, ♥5 | flush
♥A, ♥Q, ♥Q, ♥2, ♦8 | pair
♥A, ♥Q, ♥Q, ♥2, ♥Q | flush
♥A, ♥Q, ♥Q, ♥2, ♦8 | pair
♥A, ♥Q, ♥Q, ♥5, ♦8 | pair
♥A, ♥Q, ♥Q, ♥5, ♥Q | flush
♥A, ♥Q, ♥Q, ♥5, ♦8 | pair
♥A, ♥Q, ♥Q, ♦8, ♥Q | three of a kind
♥A, ♥Q, ♥Q, ♦8, ♦8 | two pairs
♥A, ♥Q, ♥Q, ♥Q, ♦8 | three of a kind
♥A, ♥Q, ♠7, ♦K, ♥Q | pair
♥A, ♥Q, ♠7, ♥2, ♥Q | pair
♥A, ♥Q, ♠7, ♥5, ♥Q | pair
♥A, ♥Q, ♠7, ♦8, ♥Q | pair
♥A, ♥Q, ♠7, ♦8, ♦8 | pair
♥A, ♥Q, ♠7, ♥Q, ♦8 | pair
♥A, ♥Q, ♦K, ♥2, ♥Q | pair
♥A, ♥Q, ♦K, ♥5, ♥Q | pair
♥A, ♥Q, ♦K, ♦8, ♥Q | pair
♥A, ♥Q, ♦K, ♦8, ♦8 | pair
♥A, ♥Q, ♦K, ♥Q, ♦8 | pair
♥A, ♥Q, ♥2, ♥5, ♥Q | flush
♥A, ♥Q, ♥2, ♦8, ♥Q | pair
♥A, ♥Q, ♥2, ♦8, ♦8 | pair
♥A, ♥Q, ♥2, ♥Q, ♦8 | pair
♥A, ♥Q, ♥5, ♦8, ♥Q | pair
♥A, ♥Q, ♥5, ♦8, ♦8 | pair
♥A, ♥Q, ♥5, ♥Q, ♦8 | pair
♥A, ♥Q, ♦8, ♥Q, ♦8 | two pairs
♥A, ♥Q, ♠7, ♦K, ♥Q | pair
♥A, ♥Q, ♠7, ♥2, ♥Q | pair
♥A, ♥Q, ♠7, ♥5, ♥Q | pair
♥A, ♥Q, ♠7, ♦8, ♥Q | pair
♥A, ♥Q, ♠7, ♦8, ♦8 | pair
♥A, ♥Q, ♠7, ♥Q, ♦8 | pair
♥A, ♥Q, ♦K, ♥2, ♥Q | pair
♥A, ♥Q, ♦K, ♥5, ♥Q | pair
♥A, ♥Q, ♦K, ♦8, ♥Q | pair
♥A, ♥Q, ♦K, ♦8, ♦8 | pair
♥A, ♥Q, ♦K, ♥Q, ♦8 | pair
♥A, ♥Q, ♥2, ♥5, ♥Q | flush
♥A, ♥Q, ♥2, ♦8, ♥Q | pair
♥A, ♥Q, ♥2, ♦8, ♦8 | pair
♥A, ♥Q, ♥2, ♥Q, ♦8 | pair
♥A, ♥Q, ♥5, ♦8, ♥Q | pair
♥A, ♥Q, ♥5, ♦8, ♦8 | pair
♥A, ♥Q, ♥5, ♥Q, ♦8 | pair
♥A, ♥Q, ♦8, ♥Q, ♦8 | two pairs
♥A, ♠7, ♦K, ♦8, ♦8 | pair
♥A, ♠7, ♥2, ♦8, ♦8 | pair
♥A, ♠7, ♥5, ♦8, ♦8 | pair
♥A, ♠7, ♦8, ♥Q, ♦8 | pair
♥A, ♦K, ♥2, ♦8, ♦8 | pair
♥A, ♦K, ♥5, ♦8, ♦8 | pair
