♠J, ♥7, ♣10, ♣2, ♠J | pair
♣10, ♠J, ♣J, ♥3, ♣4 | pair
♣10, ♠J, ♣J, ♠6, ♦8 | pair
♣10, ♠J, ♣J, ♠6, ♣4 | pair
♣10, ♠J, ♣J, ♦8, ♣4 | pair
♣10, ♠J, ♠10, ♥3, ♠6 | pair
♣10, ♠J, ♠10, ♥3, ♦8 | pair
♣10, ♠J, ♠10, ♥3, ♣4 | pair
♣10, ♠J, ♠10, ♠6, ♦8 | pair
♣10, ♠J, ♠10, ♠6, ♣4 | pair
♣10, ♠J, ♠10, ♦8, ♣4 | pair
♣10, ♠5, ♥8, ♠Q, ♠10 | pair
♣10, ♠5, ♥8, ♠Q, ♦8 | pair
♣10, ♠5, ♥8, ♠3, ♠10 | pair
♣10, ♠5, ♥8, ♠3, ♥3 | pair
♣10, ♠5, ♥8, ♠3, ♦8 | pair
♣10, ♠5, ♥8, ♣J, ♠10 | pair
♣10, ♠5, ♥8, ♣J, ♦8 | pair
♣10, ♠5, ♥8, ♠10, ♥3 | pair
♣10, ♠5, ♥8, ♠10, ♠6 | pair
♣10, ♠5, ♥8, ♠10, ♦8 | two pairs
♣10, ♠5, ♥8, ♠10, ♣4 | pair
♣10, ♠5, ♥8, ♥3, ♦8 | pair
♣10, ♠5, ♥8, ♠6, ♦8 | pair
♣10, ♠5, ♥8, ♦8, ♣4 | pair
♣10, ♠5, ♠Q, ♠3, ♠10 | pair
♣10, ♠5, ♠Q, ♠3, ♥3 | pair
♣10, ♠5, ♠Q, ♣J, ♠10 | pair
♣10, ♠5, ♠Q, ♠10, ♥3 | pair
♣10, ♠5, ♠Q, ♠10, ♠6 | pair
♣10, ♠5, ♠Q, ♠10, ♦8 | pair
♣10, ♠5, ♠Q, ♠10, ♣4 | pair
♣10, ♠5, ♠3, ♣J, ♠10 | pair
♣10, ♠5, ♠3, ♣J, ♥3 | pair
♣10, ♠5, ♠3, ♠10, ♥3 | two pairs
♣10, ♠5, ♠3, ♠10, ♠6 | pair
♣10, ♠5, ♠3, ♠10, ♦8 | pair
♣10, ♠5, ♠3, ♠10, ♣4 | pair
♣10, ♠5, ♠3, ♥3, ♠6 | pair
♣10, ♠5, ♠3, ♥3, ♦8 | pair
♣10, ♠5, ♠3, ♥3, ♣4 | pair
♣10, ♠5, ♣J, ♠10, ♥3 | pair
♣10, ♠5, ♣J, ♠10, ♠6 | pair
♣10, ♠5, ♣J, ♠10, ♦8 | pair
♣10, ♠5, ♣J, ♠10, ♣4 | pair
♣10, ♠5, ♠10, ♥3, ♠6 | pair
♣10, ♠5, ♠10, ♥3, ♦8 | pair
♣10, ♠5, ♠10, ♥3, ♣4 | pair
♣10, ♠5, ♠10, ♠6, ♦8 | pair
♣10, ♠5, ♠10, ♠6, ♣4 | pair
♣10, ♠5, ♠10, ♦8, ♣4 | pair
♣10, ♥8, ♠Q, ♠3, ♠10 | pair
♣10, ♥8, ♠Q, ♠3, ♥3 | pair
♣10, ♥8, ♠Q, ♠3, ♦8 | pair
♣10, ♥8, ♠Q, ♣J, ♠10 | pair
♣10, ♥8, ♠Q, ♣J, ♦8 | pair
♣10, ♥8, ♠Q, ♠10, ♥3 | pair
♣10, ♥8, ♠Q, ♠10, ♠6 | pair
♣10, ♥8, ♠Q, ♠10, ♦8 | two pairs
♣10, ♥8, ♠Q, ♠10, ♣4 | pair
♣10, ♥8, ♠Q, ♥3, ♦8 | pair
♣10, ♥8, ♠Q, ♠6, ♦8 | pair
♣10, ♥8, ♠Q, ♦8, ♣4 | pair
♣10, ♥8, ♠3, ♣J, ♠10 | pair
♣10, ♥8, ♠3, ♣J, ♥3 | pair
♣10, ♥8, ♠3, ♣J, ♦8 | pair
♣10, ♥8, ♠3, ♠10, ♥3 | two pairs
♣10, ♥8, ♠3, ♠10, ♠6 | pair
♣10, ♥8, ♠3, ♠10, ♦8 | two pairs
♣10, ♥8, ♠3, ♠10, ♣4 | pair
♣10, ♥8, ♠3, ♥3, ♠6 | pair
♣10, ♥8, ♠3, ♥3, ♦8 | two pairs
♣10, ♥8, ♠3, ♥3, ♣4 | pair
♣10, ♥8, ♠3, ♠6, ♦8 | pair
♣10, ♥8, ♠3, ♦8, ♣4 | pair
♣10, ♥8, ♣J, ♠10, ♥3 | pair
♣10, ♥8, ♣J, ♠10, ♠6 | pair
♣10, ♥8, ♣J, ♠10, ♦8 | two pairs
♣10, ♥8, ♣J, ♠10, ♣4 | pair
♣10, ♥8, ♣J, ♥3, ♦8 | pair
♣10, ♥8, ♣J, ♠6, ♦8 | pair
♣10, ♥8, ♣J, ♦8, ♣4 | pair
♣10, ♥8, ♠10, ♥3, ♠6 | pair
♣10, ♥8, ♠10, ♥3, ♦8 | two pairs
♣10, ♥8, ♠10, ♥3, ♣4 | pair
♣10, ♥8, ♠10, ♠6, ♦8 | two pairs
♣10, ♥8, ♠10, ♠6, ♣4 | pair
♣10, ♥8, ♠10, ♦8, ♣4 | two pairs
♣10, ♥8, ♥3, ♠6, ♦8 | pair
♣10, ♥8, ♥3, ♦8, ♣4 | pair
♣10, ♥8, ♠6, ♦8, ♣4 | pair
♣10, ♠Q, ♠3, ♣J, ♠10 | pair
♣10, ♠Q, ♠3, ♣J, ♥3 | pair
♣10, ♠Q, ♠3, ♠10, ♥3 | two pairs
♣10, ♠Q, ♠3, ♠10, ♠6 | pair
♣10, ♠Q, ♠3, ♠10, ♦8 | pair
♣10, ♠Q, ♠3, ♠10, ♣4 | pair
♣10, ♠Q, ♠3, ♥3, ♠6 | pair
♣10, ♠Q, ♠3, ♥3, ♦8 | pair
♣10, ♠Q, ♠3, ♥3, ♣4 | pair
♣10, ♠Q, ♣J, ♠10, ♥3 | pair
♣10, ♠Q, ♣J, ♠10, ♠6 | pair
♣10, ♠Q, ♣J, ♠10, ♦8 | pair
♣10, ♠Q, ♣J, ♠10, ♣4 | pair
♣10, ♠Q, ♠10, ♥3, ♠6 | pair
♣10, ♠Q, ♠10, ♥3, ♦8 | pair
♣10, ♠Q, ♠10, ♥3, ♣4 | pair
♣10, ♠Q, ♠10, ♠6, ♦8 | pair
♣10, ♠Q, ♠10, ♠6, ♣4 | pair
♣10, ♠Q, ♠10, ♦8, ♣4 | pair
♣10, ♠3, ♣J, ♠10, ♥3 | two pairs
♣10, ♠3, ♣J, ♠10, ♠6 | pair
♣10, ♠3, ♣J, ♠10, ♦8 | pair
♣10, ♠3, ♣J, ♠10, ♣4 | pair
♣10, ♠3, ♣J, ♥3, ♠6 | pair
♣10, ♠3, ♣J, ♥3, ♦8 | pair
♣10, ♠3, ♣J, ♥3, ♣4 | pair
♣10, ♠3, ♠10, ♥3, ♠6 | two pairs
♣10, ♠3, ♠10, ♥3, ♦8 | two pairs
♣10, ♠3, ♠10, ♥3, ♣4 | two pairs
♣10, ♠3, ♠10, ♠6, ♦8 | pair
♣10, ♠3, ♠10, ♠6, ♣4 | pair
♣10, ♠3, ♠10, ♦8, ♣4 | pair
♣10, ♠3, ♥3, ♠6, ♦8 | pair
♣10, ♠3, ♥3, ♠6, ♣4 | pair
♣10, ♠3, ♥3, ♦8, ♣4 | pair
♣10, ♣J, ♠10, ♥3, ♠6 | pair
♣10, ♣J, ♠10, ♥3, ♦8 | pair
♣10, ♣J, ♠10, ♥3, ♣4 | pair
♣10, ♣J, ♠10, ♠6, ♦8 | pair
♣10, ♣J, ♠10, ♠6, ♣4 | pair
♣10, ♣J, ♠10, ♦8, ♣4 | pair
♣10, ♠10, ♥3, ♠6, ♦8 | pair
♣10, ♠10, ♥3, ♠6, ♣4 | pair
♣10, ♠10, ♥3, ♦8, ♣4 | pair
♣10, ♠10, ♠6, ♦8, ♣4 | pair
♣2, ♣Q, ♠J, ♠5, ♠Q | pair
♣2, ♣Q, ♠J, ♠5, ♣J | pair
♣2, ♣Q, ♠J, ♥8, ♠Q | pair
♣2, ♣Q, ♠J, ♥8, ♣J | pair
♣2, ♣Q, ♠J, ♥8, ♦8 | pair
♣2, ♣Q, ♠J, ♠Q, ♠3 | pair
♣2, ♣Q, ♠J, ♠Q, ♣J | two pairs
♣2, ♣Q, ♠J, ♠Q, ♠10 | pair
♣2, ♣Q, ♠J, ♠Q, ♥3 | pair
♣2, ♣Q, ♠J, ♠Q, ♠6 | pair
♣2, ♣Q, ♠J, ♠Q, ♦8 | pair
♣2, ♣Q, ♠J, ♠Q, ♣4 | pair
♣2, ♣Q, ♠J, ♠3, ♣J | pair
♣2, ♣Q, ♠J, ♠3, ♥3 | pair
♣2, ♣Q, ♠J, ♣J, ♠10 | pair
♣2, ♣Q, ♠J, ♣J, ♥3 | pair
♣2, ♣Q, ♠J, ♣J, ♠6 | pair
♣2, ♣Q, ♠J, ♣J, ♦8 | pair
♣2, ♣Q, ♠J, ♣J, ♣4 | pair
♣2, ♣Q, ♠5, ♥8, ♠Q | pair
♣2, ♣Q, ♠5, ♥8, ♦8 | pair
♣2, ♣Q, ♠5, ♠Q, ♠3 | pair
♣2, ♣Q, ♠5, ♠Q, ♣J | pair
♣2, ♣Q, ♠5, ♠Q, ♠10 | pair
♣2, ♣Q, ♠5, ♠Q, ♥3 | pair
♣2, ♣Q, ♠5, ♠Q, ♠6 | pair
♣2, ♣Q, ♠5, ♠Q, ♦8 | pair
♣2, ♣Q, ♠5, ♠Q, ♣4 | pair
♣2, ♣Q, ♠5, ♠3, ♥3 | pair
♣2, ♣Q, ♥8, ♠Q, ♠3 | pair
♣2, ♣Q, ♥8, ♠Q, ♣J | pair
♣2, ♣Q, ♥8, ♠Q, ♠10 | pair
♣2, ♣Q, ♥8, ♠Q, ♥3 | pair
♣2, ♣Q, ♥8, ♠Q, ♠6 | pair
♣2, ♣Q, ♥8, ♠Q, ♦8 | two pairs
♣2, ♣Q, ♥8, ♠Q, ♣4 | pair
♣2, ♣Q, ♥8, ♠3, ♥3 | pair
♣2, ♣Q, ♥8, ♠3, ♦8 | pair
♣2, ♣Q, ♥8, ♣J, ♦8 | pair
♣2, ♣Q, ♥8, ♠10, ♦8 | pair
♣2, ♣Q, ♥8, ♥3, ♦8 | pair
♣2, ♣Q, ♥8, ♠6, ♦8 | pair
♣2, ♣Q, ♥8, ♦8, ♣4 | pair
♣2, ♣Q, ♠Q, ♠3, ♣J | pair
♣2, ♣Q, ♠Q, ♠3, ♠10 | pair
♣2, ♣Q, ♠Q, ♠3, ♥3 | two pairs
♣2, ♣Q, ♠Q, ♠3, ♠6 | pair
♣2, ♣Q, ♠Q, ♠3, ♦8 | pair
♣2, ♣Q, ♠Q, ♠3, ♣4 | pair
♣2, ♣Q, ♠Q, ♣J, ♠10 | pair
♣2, ♣Q, ♠Q, ♣J, ♥3 | pair
♣2, ♣Q, ♠Q, ♣J, ♠6 | pair
♣2, ♣Q, ♠Q, ♣J, ♦8 | pair
♣2, ♣Q, ♠Q, ♣J, ♣4 | pair
♣2, ♣Q, ♠Q, ♠10, ♥3 | pair
♣2, ♣Q, ♠Q, ♠10, ♠6 | pair
♣2, ♣Q, ♠Q, ♠10, ♦8 | pair
♣2, ♣Q, ♠Q, ♠10, ♣4 | pair
♣2, ♣Q, ♠Q, ♥3, ♠6 | pair
♣2, ♣Q, ♠Q, ♥3, ♦8 | pair
♣2, ♣Q, ♠Q, ♥3, ♣4 | pair
♣2, ♣Q, ♠Q, ♠6, ♦8 | pair
♣2, ♣Q, ♠Q, ♠6, ♣4 | pair
♣2, ♣Q, ♠Q, ♦8, ♣4 | pair
♣2, ♣Q, ♠3, ♣J, ♥3 | pair
♣2, ♣Q, ♠3, ♠10, ♥3 | pair
♣2, ♣Q, ♠3, ♥3, ♠6 | pair
♣2, ♣Q, ♠3, ♥3, ♦8 | pair
♣2, ♣Q, ♠3, ♥3, ♣4 | pair
♣2, ♠J, ♠5, ♥8, ♣J | pair
♣2, ♠J, ♠5, ♥8, ♦8 | pair
♣2, ♠J, ♠5, ♠Q, ♣J | pair
♣2, ♠J, ♠5, ♠3, ♣J | pair
♣2, ♠J, ♠5, ♠3, ♥3 | pair
♣2, ♠J, ♠5, ♣J, ♠10 | pair
♣2, ♠J, ♠5, ♣J, ♥3 | pair
♣2, ♠J, ♠5, ♣J, ♠6 | pair
♣2, ♠J, ♠5, ♣J, ♦8 | pair
♣2, ♠J, ♠5, ♣J, ♣4 | pair
♣2, ♠J, ♥8, ♠Q, ♣J | pair
♣2, ♠J, ♥8, ♠Q, ♦8 | pair
♣2, ♠J, ♥8, ♠3, ♣J | pair
♣2, ♠J, ♥8, ♠3, ♥3 | pair
♣2, ♠J, ♥8, ♠3, ♦8 | pair
♣2, ♠J, ♥8, ♣J, ♠10 | pair
♣2, ♠J, ♥8, ♣J, ♥3 | pair
♣2, ♠J, ♥8, ♣J, ♠6 | pair
♣2, ♠J, ♥8, ♣J, ♦8 | two pairs
♣2, ♠J, ♥8, ♣J, ♣4 | pair
♣2, ♠J, ♥8, ♠10, ♦8 | pair
♣2, ♠J, ♥8, ♥3, ♦8 | pair
♣2, ♠J, ♥8, ♠6, ♦8 | pair
♣2, ♠J, ♥8, ♦8, ♣4 | pair
♣2, ♠J, ♠Q, ♠3, ♣J | pair
♣2, ♠J, ♠Q, ♠3, ♥3 | pair
♣2, ♠J, ♠Q, ♣J, ♠10 | pair
♣2, ♠J, ♠Q, ♣J, ♥3 | pair
♣2, ♠J, ♠Q, ♣J, ♠6 | pair
♣2, ♠J, ♠Q, ♣J, ♦8 | pair
♣2, ♠J, ♠Q, ♣J, ♣4 | pair
♣2, ♠J, ♠3, ♣J, ♠10 | pair
♣2, ♠J, ♠3, ♣J, ♥3 | two pairs
♣2, ♠J, ♠3, ♣J, ♠6 | pair
♣2, ♠J, ♠3, ♣J, ♦8 | pair
♣2, ♠J, ♠3, ♣J, ♣4 | pair
♣2, ♠J, ♠3, ♠10, ♥3 | pair
♣2, ♠J, ♠3, ♥3, ♠6 | pair
♣2, ♠J, ♠3, ♥3, ♦8 | pair
♣2, ♠J, ♠3, ♥3, ♣4 | pair
♣2, ♠J, ♣J, ♠10, ♥3 | pair
♣2, ♠J, ♣J, ♠10, ♠6 | pair
♣2, ♠J, ♣J, ♠10, ♦8 | pair
♣2, ♠J, ♣J, ♠10, ♣4 | pair
♣2, ♠J, ♣J, ♥3, ♠6 | pair
♣2, ♠J, ♣J, ♥3, ♦8 | pair
♣2, ♠J, ♣J, ♥3, ♣4 | pair
♣2, ♠J, ♣J, ♠6, ♦8 | pair
♣2, ♠J, ♣J, ♠6, ♣4 | pair
♣2, ♠J, ♣J, ♦8, ♣4 | pair
♣2, ♠5, ♥8, ♠Q, ♦8 | pair
♣2, ♠5, ♥8, ♠3, ♥3 | pair
♣2, ♠5, ♥8, ♠3, ♦8 | pair
♣2, ♠5, ♥8, ♣J, ♦8 | pair
♣2, ♠5, ♥8, ♠10, ♦8 | pair
♣2, ♠5, ♥8, ♥3, ♦8 | pair
♣2, ♠5, ♥8, ♠6, ♦8 | pair
♣2, ♠5, ♥8, ♦8, ♣4 | pair
♣2, ♠5, ♠Q, ♠3, ♥3 | pair
♣2, ♠5, ♠3, ♣J, ♥3 | pair
♣2, ♠5, ♠3, ♠10, ♥3 | pair
♣2, ♠5, ♠3, ♥3, ♠6 | pair
♣2, ♠5, ♠3, ♥3, ♦8 | pair
♣2, ♠5, ♠3, ♥3, ♣4 | pair
♣2, ♠5, ♠3, ♠6, ♣4 | straight
♣2, ♠5, ♥3, ♠6, ♣4 | straight
♣2, ♥8, ♠Q, ♠3, ♥3 | pair
♣2, ♥8, ♠Q, ♠3, ♦8 | pair
♣2, ♥8, ♠Q, ♣J, ♦8 | pair
♣2, ♥8, ♠Q, ♠10, ♦8 | pair
♣2, ♥8, ♠Q, ♥3, ♦8 | pair
♣2, ♥8, ♠Q, ♠6, ♦8 | pair
♣2, ♥8, ♠Q, ♦8, ♣4 | pair
♣2, ♥8, ♠3, ♣J, ♥3 | pair
♣2, ♥8, ♠3, ♣J, ♦8 | pair
♣2, ♥8, ♠3, ♠10, ♥3 | pair
♣2, ♥8, ♠3, ♠10, ♦8 | pair
♣2, ♥8, ♠3, ♥3, ♠6 | pair
♣2, ♥8, ♠3, ♥3, ♦8 | two pairs
♣2, ♥8, ♠3, ♥3, ♣4 | pair
♣2, ♥8, ♠3, ♠6, ♦8 | pair
♣2, ♥8, ♠3, ♦8, ♣4 | pair
♣2, ♥8, ♣J, ♠10, ♦8 | pair
♣2, ♥8, ♣J, ♥3, ♦8 | pair
♣2, ♥8, ♣J, ♠6, ♦8 | pair
♣2, ♥8, ♣J, ♦8, ♣4 | pair
♣2, ♥8, ♠10, ♥3, ♦8 | pair
♣2, ♥8, ♠10, ♠6, ♦8 | pair
♣2, ♥8, ♠10, ♦8, ♣4 | pair
♣2, ♥8, ♥3, ♠6, ♦8 | pair
♣2, ♥8, ♥3, ♦8, ♣4 | pair
♣2, ♥8, ♠6, ♦8, ♣4 | pair
♣2, ♠Q, ♠3, ♣J, ♥3 | pair
♣2, ♠Q, ♠3, ♠10, ♥3 | pair
♣2, ♠Q, ♠3, ♥3, ♠6 | pair
♣2, ♠Q, ♠3, ♥3, ♦8 | pair
♣2, ♠Q, ♠3, ♥3, ♣4 | pair
♣2, ♠3, ♣J, ♠10, ♥3 | pair
♣2, ♠3, ♣J, ♥3, ♠6 | pair
♣2, ♠3, ♣J, ♥3, ♦8 | pair
♣2, ♠3, ♣J, ♥3, ♣4 | pair
♣2, ♠3, ♠10, ♥3, ♠6 | pair
♣2, ♠3, ♠10, ♥3, ♦8 | pair
♣2, ♠3, ♠10, ♥3, ♣4 | pair
♣2, ♠3, ♥3, ♠6, ♦8 | pair
♣2, ♠3, ♥3, ♠6, ♣4 | pair
♣2, ♠3, ♥3, ♦8, ♣4 | pair
♣Q, ♠J, ♠5, ♥8, ♠Q | pair
♣Q, ♠J, ♠5, ♥8, ♣J | pair
♣Q, ♠J, ♠5, ♥8, ♦8 | pair
♣Q, ♠J, ♠5, ♠Q, ♠3 | pair
♣Q, ♠J, ♠5, ♠Q, ♣J | two pairs
♣Q, ♠J, ♠5, ♠Q, ♠10 | pair
♣Q, ♠J, ♠5, ♠Q, ♥3 | pair
♣Q, ♠J, ♠5, ♠Q, ♠6 | pair
♣Q, ♠J, ♠5, ♠Q, ♦8 | pair
♣Q, ♠J, ♠5, ♠Q, ♣4 | pair
♣Q, ♠J, ♠5, ♠3, ♣J | pair
♣Q, ♠J, ♠5, ♠3, ♥3 | pair
♣Q, ♠J, ♠5, ♣J, ♠10 | pair
♣Q, ♠J, ♠5, ♣J, ♥3 | pair
♣Q, ♠J, ♠5, ♣J, ♠6 | pair
♣Q, ♠J, ♠5, ♣J, ♦8 | pair
♣Q, ♠J, ♠5, ♣J, ♣4 | pair
♣Q, ♠J, ♥8, ♠Q, ♠3 | pair
♣Q, ♠J, ♥8, ♠Q, ♣J | two pairs
♣Q, ♠J, ♥8, ♠Q, ♠10 | pair
♣Q, ♠J, ♥8, ♠Q, ♥3 | pair
♣Q, ♠J, ♥8, ♠Q, ♠6 | pair
♣Q, ♠J, ♥8, ♠Q, ♦8 | two pairs
♣Q, ♠J, ♥8, ♠Q, ♣4 | pair
♣Q, ♠J, ♥8, ♠3, ♣J | pair
♣Q, ♠J, ♥8, ♠3, ♥3 | pair
♣Q, ♠J, ♥8, ♠3, ♦8 | pair
♣Q, ♠J, ♥8, ♣J, ♠10 | pair
♣Q, ♠J, ♥8, ♣J, ♥3 | pair
♣Q, ♠J, ♥8, ♣J, ♠6 | pair
♣Q, ♠J, ♥8, ♣J, ♦8 | two pairs
♣Q, ♠J, ♥8, ♣J, ♣4 | pair
♣Q, ♠J, ♥8, ♠10, ♦8 | pair
♣Q, ♠J, ♥8, ♥3, ♦8 | pair
♣Q, ♠J, ♥8, ♠6, ♦8 | pair
♣Q, ♠J, ♥8, ♦8, ♣4 | pair
♣Q, ♠J, ♠Q, ♠3, ♣J | two pairs
♣Q, ♠J, ♠Q, ♠3, ♠10 | pair
♣Q, ♠J, ♠Q, ♠3, ♥3 | two pairs
♣Q, ♠J, ♠Q, ♠3, ♠6 | pair
♣Q, ♠J, ♠Q, ♠3, ♦8 | pair
♣Q, ♠J, ♠Q, ♠3, ♣4 | pair
♣Q, ♠J, ♠Q, ♣J, ♠10 | two pairs
♣Q, ♠J, ♠Q, ♣J, ♥3 | two pairs
♣Q, ♠J, ♠Q, ♣J, ♠6 | two pairs
♣Q, ♠J, ♠Q, ♣J, ♦8 | two pairs
♣Q, ♠J, ♠Q, ♣J, ♣4 | two pairs
♣Q, ♠J, ♠Q, ♠10, ♥3 | pair
♣Q, ♠J, ♠Q, ♠10, ♠6 | pair
♣Q, ♠J, ♠Q, ♠10, ♦8 | pair
♣Q, ♠J, ♠Q, ♠10, ♣4 | pair
♣Q, ♠J, ♠Q, ♥3, ♠6 | pair
♣Q, ♠J, ♠Q, ♥3, ♦8 | pair
♣Q, ♠J, ♠Q, ♥3, ♣4 | pair
♣Q, ♠J, ♠Q, ♠6, ♦8 | pair
♣Q, ♠J, ♠Q, ♠6, ♣4 | pair
♣Q, ♠J, ♠Q, ♦8, ♣4 | pair
♣Q, ♠J, ♠3, ♣J, ♠10 | pair
♣Q, ♠J, ♠3, ♣J, ♥3 | two pairs
♣Q, ♠J, ♠3, ♣J, ♠6 | pair
♣Q, ♠J, ♠3, ♣J, ♦8 | pair
♣Q, ♠J, ♠3, ♣J, ♣4 | pair
♣Q, ♠J, ♠3, ♠10, ♥3 | pair
♣Q, ♠J, ♠3, ♥3, ♠6 | pair
♣Q, ♠J, ♠3, ♥3, ♦8 | pair
♣Q, ♠J, ♠3, ♥3, ♣4 | pair
♣Q, ♠J, ♣J, ♠10, ♥3 | pair
♣Q, ♠J, ♣J, ♠10, ♠6 | pair
♣Q, ♠J, ♣J, ♠10, ♦8 | pair
♣Q, ♠J, ♣J, ♠10, ♣4 | pair
♣Q, ♠J, ♣J, ♥3, ♠6 | pair
♣Q, ♠J, ♣J, ♥3, ♦8 | pair
♣Q, ♠J, ♣J, ♥3, ♣4 | pair
♣Q, ♠J, ♣J, ♠6, ♦8 | pair
♣Q, ♠J, ♣J, ♠6, ♣4 | pair
♣Q, ♠J, ♣J, ♦8, ♣4 | pair
♣Q, ♠5, ♥8, ♠Q, ♠3 | pair
♣Q, ♠5, ♥8, ♠Q, ♣J | pair
♣Q, ♠5, ♥8, ♠Q, ♠10 | pair
♣Q, ♠5, ♥8, ♠Q, ♥3 | pair
♣Q, ♠5, ♥8, ♠Q, ♠6 | pair
♣Q, ♠5, ♥8, ♠Q, ♦8 | two pairs
♣Q, ♠5, ♥8, ♠Q, ♣4 | pair
♣Q, ♠5, ♥8, ♠3, ♥3 | pair
♣Q, ♠5, ♥8, ♠3, ♦8 | pair
♣Q, ♠5, ♥8, ♣J, ♦8 | pair
♣Q, ♠5, ♥8, ♠10, ♦8 | pair
♣Q, ♠5, ♥8, ♥3, ♦8 | pair
♣Q, ♠5, ♥8, ♠6, ♦8 | pair
♣Q, ♠5, ♥8, ♦8, ♣4 | pair
♣Q, ♠5, ♠Q, ♠3, ♣J | pair
♣Q, ♠5, ♠Q, ♠3, ♠10 | pair
♣Q, ♠5, ♠Q, ♠3, ♥3 | two pairs
♣Q, ♠5, ♠Q, ♠3, ♠6 | pair
♣Q, ♠5, ♠Q, ♠3, ♦8 | pair
♣Q, ♠5, ♠Q, ♠3, ♣4 | pair
♣Q, ♠5, ♠Q, ♣J, ♠10 | pair
♣Q, ♠5, ♠Q, ♣J, ♥3 | pair
♣Q, ♠5, ♠Q, ♣J, ♠6 | pair
♣Q, ♠5, ♠Q, ♣J, ♦8 | pair
♣Q, ♠5, ♠Q, ♣J, ♣4 | pair
♣Q, ♠5, ♠Q, ♠10, ♥3 | pair
♣Q, ♠5, ♠Q, ♠10, ♠6 | pair
♣Q, ♠5, ♠Q, ♠10, ♦8 | pair
♣Q, ♠5, ♠Q, ♠10, ♣4 | pair
♣Q, ♠5, ♠Q, ♥3, ♠6 | pair
♣Q, ♠5, ♠Q, ♥3, ♦8 | pair
♣Q, ♠5, ♠Q, ♥3, ♣4 | pair
♣Q, ♠5, ♠Q, ♠6, ♦8 | pair
♣Q, ♠5, ♠Q, ♠6, ♣4 | pair
♣Q, ♠5, ♠Q, ♦8, ♣4 | pair
♣Q, ♠5, ♠3, ♣J, ♥3 | pair
♣Q, ♠5, ♠3, ♠10, ♥3 | pair
♣Q, ♠5, ♠3, ♥3, ♠6 | pair
♣Q, ♠5, ♠3, ♥3, ♦8 | pair
♣Q, ♠5, ♠3, ♥3, ♣4 | pair
♣Q, ♥8, ♠Q, ♠3, ♣J | pair
♣Q, ♥8, ♠Q, ♠3, ♠10 | pair
♣Q, ♥8, ♠Q, ♠3, ♥3 | two pairs
♣Q, ♥8, ♠Q, ♠3, ♠6 | pair
♣Q, ♥8, ♠Q, ♠3, ♦8 | two pairs
♣Q, ♥8, ♠Q, ♠3, ♣4 | pair
♣Q, ♥8, ♠Q, ♣J, ♠10 | pair
♣Q, ♥8, ♠Q, ♣J, ♥3 | pair
♣Q, ♥8, ♠Q, ♣J, ♠6 | pair
♣Q, ♥8, ♠Q, ♣J, ♦8 | two pairs
♣Q, ♥8, ♠Q, ♣J, ♣4 | pair
♣Q, ♥8, ♠Q, ♠10, ♥3 | pair
♣Q, ♥8, ♠Q, ♠10, ♠6 | pair
♣Q, ♥8, ♠Q, ♠10, ♦8 | two pairs
♣Q, ♥8, ♠Q, ♠10, ♣4 | pair
♣Q, ♥8, ♠Q, ♥3, ♠6 | pair
♣Q, ♥8, ♠Q, ♥3, ♦8 | two pairs
♣Q, ♥8, ♠Q, ♥3, ♣4 | pair
♣Q, ♥8, ♠Q, ♠6, ♦8 | two pairs
♣Q, ♥8, ♠Q, ♠6, ♣4 | pair
♣Q, ♥8, ♠Q, ♦8, ♣4 | two pairs
♣Q, ♥8, ♠3, ♣J, ♥3 | pair
♣Q, ♥8, ♠3, ♣J, ♦8 | pair
♣Q, ♥8, ♠3, ♠10, ♥3 | pair
♣Q, ♥8, ♠3, ♠10, ♦8 | pair
♣Q, ♥8, ♠3, ♥3, ♠6 | pair
♣Q, ♥8, ♠3, ♥3, ♦8 | two pairs
♣Q, ♥8, ♠3, ♥3, ♣4 | pair
♣Q, ♥8, ♠3, ♠6, ♦8 | pair
♣Q, ♥8, ♠3, ♦8, ♣4 | pair
♣Q, ♥8, ♣J, ♠10, ♦8 | pair
♣Q, ♥8, ♣J, ♥3, ♦8 | pair
♣Q, ♥8, ♣J, ♠6, ♦8 | pair
♣Q, ♥8, ♣J, ♦8, ♣4 | pair
♣Q, ♥8, ♠10, ♥3, ♦8 | pair
♣Q, ♥8, ♠10, ♠6, ♦8 | pair
♣Q, ♥8, ♠10, ♦8, ♣4 | pair
♣Q, ♥8, ♥3, ♠6, ♦8 | pair
♣Q, ♥8, ♥3, ♦8, ♣4 | pair
♣Q, ♥8, ♠6, ♦8, ♣4 | pair
♣Q, ♠Q, ♠3, ♣J, ♠10 | pair
♣Q, ♠Q, ♠3, ♣J, ♥3 | two pairs
♣Q, ♠Q, ♠3, ♣J, ♠6 | pair
♣Q, ♠Q, ♠3, ♣J, ♦8 | pair
♣Q, ♠Q, ♠3, ♣J, ♣4 | pair
♣Q, ♠Q, ♠3, ♠10, ♥3 | two pairs
♣Q, ♠Q, ♠3, ♠10, ♠6 | pair
♣Q, ♠Q, ♠3, ♠10, ♦8 | pair
♣Q, ♠Q, ♠3, ♠10, ♣4 | pair
♣Q, ♠Q, ♠3, ♥3, ♠6 | two pairs
♣Q, ♠Q, ♠3, ♥3, ♦8 | two pairs
♣Q, ♠Q, ♠3, ♥3, ♣4 | two pairs
♣Q, ♠Q, ♠3, ♠6, ♦8 | pair
