♦9, ♦5, ♦J, ♠4, ♣J | pair
♥2, ♦8, ♠A, ♣J, ♦8 | pair
♥2, ♦8, ♠A, ♠6, ♦8 | pair
♥2, ♦8, ♠A, ♦8, ♦5 | pair
♥2, ♦8, ♠A, ♦8, ♦9 | pair
♥2, ♦8, ♣J, ♠6, ♦8 | pair
♥2, ♦8, ♣J, ♦8, ♦5 | pair
♥2, ♦8, ♣J, ♦8, ♦9 | pair
♥2, ♦8, ♠6, ♦8, ♦5 | pair
♥2, ♦8, ♠6, ♦8, ♦9 | pair
♥2, ♦8, ♦8, ♦5, ♦9 | pair
♥2, ♦8, ♣A, ♠A, ♣J | pair
♥2, ♦8, ♣A, ♠A, ♠6 | pair
♥2, ♦8, ♣A, ♠A, ♦8 | two pairs
♥2, ♦8, ♣A, ♠A, ♦5 | pair
♥2, ♦8, ♣A, ♠A, ♦9 | pair
♥2, ♦8, ♣A, ♣J, ♦8 | pair
♥2, ♦8, ♣A, ♠6, ♦8 | pair
♥2, ♦8, ♣A, ♦8, ♦5 | pair
♥2, ♦8, ♣A, ♦8, ♦9 | pair
♥2, ♦8, ♠A, ♣J, ♦8 | pair
♥2, ♦8, ♠A, ♠6, ♦8 | pair
♥2, ♦8, ♠A, ♦8, ♦5 | pair
♥2, ♦8, ♠A, ♦8, ♦9 | pair
♥2, ♦8, ♣J, ♠6, ♦8 | pair
♥2, ♦8, ♣J, ♦8, ♦5 | pair
♥2, ♦8, ♣J, ♦8, ♦9 | pair
♥2, ♦8, ♠6, ♦8, ♦5 | pair
♥2, ♦8, ♠6, ♦8, ♦9 | pair
♥2, ♦8, ♦8, ♦5, ♦9 | pair
♥2, ♣A, ♠A, ♣J, ♠6 | pair
♥2, ♣A, ♠A, ♣J, ♦8 | pair
♥2, ♣A, ♠A, ♣J, ♦5 | pair
♥2, ♣A, ♠A, ♣J, ♦9 | pair
♥2, ♣A, ♠A, ♠6, ♦8 | pair
♥2, ♣A, ♠A, ♠6, ♦5 | pair
♥2, ♣A, ♠A, ♠6, ♦9 | pair
♥2, ♣A, ♠A, ♦8, ♦5 | pair
♥2, ♣A, ♠A, ♦8, ♦9 | pair
♥2, ♣A, ♠A, ♦5, ♦9 | pair
♣Q, ♦8, ♦8, ♣A, ♠A | two pairs
♣Q, ♦8, ♦8, ♣A, ♣J | pair
♣Q, ♦8, ♦8, ♣A, ♠6 | pair
♣Q, ♦8, ♦8, ♣A, ♦8 | three of a kind
♣Q, ♦8, ♦8, ♣A, ♦5 | pair
♣Q, ♦8, ♦8, ♣A, ♦9 | pair
♣Q, ♦8, ♦8, ♠A, ♣J | pair
♣Q, ♦8, ♦8, ♠A, ♠6 | pair
♣Q, ♦8, ♦8, ♠A, ♦8 | three of a kind
♣Q, ♦8, ♦8, ♠A, ♦5 | pair
♣Q, ♦8, ♦8, ♠A, ♦9 | pair
♣Q, ♦8, ♦8, ♣J, ♠6 | pair
♣Q, ♦8, ♦8, ♣J, ♦8 | three of a kind
♣Q, ♦8, ♦8, ♣J, ♦5 | pair
♣Q, ♦8, ♦8, ♣J, ♦9 | pair
♣Q, ♦8, ♦8, ♠6, ♦8 | three of a kind
♣Q, ♦8, ♦8, ♠6, ♦5 | pair
♣Q, ♦8, ♦8, ♠6, ♦9 | pair
♣Q, ♦8, ♦8, ♦8, ♦5 | three of a kind
♣Q, ♦8, ♦8, ♦8, ♦9 | three of a kind
♣Q, ♦8, ♦8, ♦5, ♦9 | pair
♣Q, ♦8, ♣A, ♠A, ♣J | pair
♣Q, ♦8, ♣A, ♠A, ♠6 | pair
♣Q, ♦8, ♣A, ♠A, ♦8 | two pairs
♣Q, ♦8, ♣A, ♠A, ♦5 | pair
♣Q, ♦8, ♣A, ♠A, ♦9 | pair
♣Q, ♦8, ♣A, ♣J, ♦8 | pair
♣Q, ♦8, ♣A, ♠6, ♦8 | pair
♣Q, ♦8, ♣A, ♦8, ♦5 | pair
♣Q, ♦8, ♣A, ♦8, ♦9 | pair
♣Q, ♦8, ♠A, ♣J, ♦8 | pair
♣Q, ♦8, ♠A, ♠6, ♦8 | pair
♣Q, ♦8, ♠A, ♦8, ♦5 | pair
♣Q, ♦8, ♠A, ♦8, ♦9 | pair
♣Q, ♦8, ♣J, ♠6, ♦8 | pair
♣Q, ♦8, ♣J, ♦8, ♦5 | pair
♣Q, ♦8, ♣J, ♦8, ♦9 | pair
♣Q, ♦8, ♠6, ♦8, ♦5 | pair
♣Q, ♦8, ♠6, ♦8, ♦9 | pair
♣Q, ♦8, ♦8, ♦5, ♦9 | pair
♣Q, ♦8, ♣A, ♠A, ♣J | pair
♣Q, ♦8, ♣A, ♠A, ♠6 | pair
♣Q, ♦8, ♣A, ♠A, ♦8 | two pairs
♣Q, ♦8, ♣A, ♠A, ♦5 | pair
♣Q, ♦8, ♣A, ♠A, ♦9 | pair
♣Q, ♦8, ♣A, ♣J, ♦8 | pair
♣Q, ♦8, ♣A, ♠6, ♦8 | pair
♣Q, ♦8, ♣A, ♦8, ♦5 | pair
♣Q, ♦8, ♣A, ♦8, ♦9 | pair
♣Q, ♦8, ♠A, ♣J, ♦8 | pair
♣Q, ♦8, ♠A, ♠6, ♦8 | pair
♣Q, ♦8, ♠A, ♦8, ♦5 | pair
♣Q, ♦8, ♠A, ♦8, ♦9 | pair
♣Q, ♦8, ♣J, ♠6, ♦8 | pair
♣Q, ♦8, ♣J, ♦8, ♦5 | pair
♣Q, ♦8, ♣J, ♦8, ♦9 | pair
♣Q, ♦8, ♠6, ♦8, ♦5 | pair
♣Q, ♦8, ♠6, ♦8, ♦9 | pair
♣Q, ♦8, ♦8, ♦5, ♦9 | pair
♣Q, ♣A, ♠A, ♣J, ♠6 | pair
♣Q, ♣A, ♠A, ♣J, ♦8 | pair
♣Q, ♣A, ♠A, ♣J, ♦5 | pair
♣Q, ♣A, ♠A, ♣J, ♦9 | pair
♣Q, ♣A, ♠A, ♠6, ♦8 | pair
♣Q, ♣A, ♠A, ♠6, ♦5 | pair
♣Q, ♣A, ♠A, ♠6, ♦9 | pair
♣Q, ♣A, ♠A, ♦8, ♦5 | pair
♣Q, ♣A, ♠A, ♦8, ♦9 | pair
♣Q, ♣A, ♠A, ♦5, ♦9 | pair
♦8, ♦8, ♣A, ♠A, ♣J | two pairs
♦8, ♦8, ♣A, ♠A, ♠6 | two pairs
♦8, ♦8, ♣A, ♠A, ♦8 | fullhouse
♦8, ♦8, ♣A, ♠A, ♦5 | two pairs
♦8, ♦8, ♣A, ♠A, ♦9 | two pairs
♦8, ♦8, ♣A, ♣J, ♠6 | pair
♦8, ♦8, ♣A, ♣J, ♦8 | three of a kind
♦8, ♦8, ♣A, ♣J, ♦5 | pair
♦8, ♦8, ♣A, ♣J, ♦9 | pair
♦8, ♦8, ♣A, ♠6, ♦8 | three of a kind
♦8, ♦8, ♣A, ♠6, ♦5 | pair
♦8, ♦8, ♣A, ♠6, ♦9 | pair
♦8, ♦8, ♣A, ♦8, ♦5 | three of a kind
♦8, ♦8, ♣A, ♦8, ♦9 | three of a kind
♦8, ♦8, ♣A, ♦5, ♦9 | pair
♦8, ♦8, ♠A, ♣J, ♠6 | pair
♦8, ♦8, ♠A, ♣J, ♦8 | three of a kind
♦8, ♦8, ♠A, ♣J, ♦5 | pair
♦8, ♦8, ♠A, ♣J, ♦9 | pair
♦8, ♦8, ♠A, ♠6, ♦8 | three of a kind
♦8, ♦8, ♠A, ♠6, ♦5 | pair
♦8, ♦8, ♠A, ♠6, ♦9 | pair
♦8, ♦8, ♠A, ♦8, ♦5 | three of a kind
♦8, ♦8, ♠A, ♦8, ♦9 | three of a kind
♦8, ♦8, ♠A, ♦5, ♦9 | pair
♦8, ♦8, ♣J, ♠6, ♦8 | three of a kind
♦8, ♦8, ♣J, ♠6, ♦5 | pair
♦8, ♦8, ♣J, ♠6, ♦9 | pair
♦8, ♦8, ♣J, ♦8, ♦5 | three of a kind
♦8, ♦8, ♣J, ♦8, ♦9 | three of a kind
♦8, ♦8, ♣J, ♦5, ♦9 | pair
♦8, ♦8, ♠6, ♦8, ♦5 | three of a kind
♦8, ♦8, ♠6, ♦8, ♦9 | three of a kind
♦8, ♦8, ♠6, ♦5, ♦9 | pair
♦8, ♦8, ♦8, ♦5, ♦9 | flush
♦8, ♣A, ♠A, ♣J, ♠6 | pair
♦8, ♣A, ♠A, ♣J, ♦8 | two pairs
♦8, ♣A, ♠A, ♣J, ♦5 | pair
♦8, ♣A, ♠A, ♣J, ♦9 | pair
♦8, ♣A, ♠A, ♠6, ♦8 | two pairs
♦8, ♣A, ♠A, ♠6, ♦5 | pair
♦8, ♣A, ♠A, ♠6, ♦9 | pair
♦8, ♣A, ♠A, ♦8, ♦5 | two pairs
♦8, ♣A, ♠A, ♦8, ♦9 | two pairs
♦8, ♣A, ♠A, ♦5, ♦9 | pair
♦8, ♣A, ♣J, ♠6, ♦8 | pair
♦8, ♣A, ♣J, ♦8, ♦5 | pair
♦8, ♣A, ♣J, ♦8, ♦9 | pair
♦8, ♣A, ♠6, ♦8, ♦5 | pair
♦8, ♣A, ♠6, ♦8, ♦9 | pair
♦8, ♣A, ♦8, ♦5, ♦9 | pair
♦8, ♠A, ♣J, ♠6, ♦8 | pair
♦8, ♠A, ♣J, ♦8, ♦5 | pair
♦8, ♠A, ♣J, ♦8, ♦9 | pair
♦8, ♠A, ♠6, ♦8, ♦5 | pair
♦8, ♠A, ♠6, ♦8, ♦9 | pair
♦8, ♠A, ♦8, ♦5, ♦9 | pair
♦8, ♣J, ♠6, ♦8, ♦5 | pair
♦8, ♣J, ♠6, ♦8, ♦9 | pair
♦8, ♣J, ♦8, ♦5, ♦9 | pair
♦8, ♠6, ♦8, ♦5, ♦9 | pair
♦8, ♣A, ♠A, ♣J, ♠6 | pair
♦8, ♣A, ♠A, ♣J, ♦8 | two pairs
♦8, ♣A, ♠A, ♣J, ♦5 | pair
♦8, ♣A, ♠A, ♣J, ♦9 | pair
♦8, ♣A, ♠A, ♠6, ♦8 | two pairs
♦8, ♣A, ♠A, ♠6, ♦5 | pair
♦8, ♣A, ♠A, ♠6, ♦9 | pair
♦8, ♣A, ♠A, ♦8, ♦5 | two pairs
♦8, ♣A, ♠A, ♦8, ♦9 | two pairs
♦8, ♣A, ♠A, ♦5, ♦9 | pair
♦8, ♣A, ♣J, ♠6, ♦8 | pair
♦8, ♣A, ♣J, ♦8, ♦5 | pair
♦8, ♣A, ♣J, ♦8, ♦9 | pair
♦8, ♣A, ♠6, ♦8, ♦5 | pair
♦8, ♣A, ♠6, ♦8, ♦9 | pair
♦8, ♣A, ♦8, ♦5, ♦9 | pair
♦8, ♠A, ♣J, ♠6, ♦8 | pair
♦8, ♠A, ♣J, ♦8, ♦5 | pair
♦8, ♠A, ♣J, ♦8, ♦9 | pair
♦8, ♠A, ♠6, ♦8, ♦5 | pair
♦8, ♠A, ♠6, ♦8, ♦9 | pair
♦8, ♠A, ♦8, ♦5, ♦9 | pair
♦8, ♣J, ♠6, ♦8, ♦5 | pair
♦8, ♣J, ♠6, ♦8, ♦9 | pair
♦8, ♣J, ♦8, ♦5, ♦9 | pair
♦8, ♠6, ♦8, ♦5, ♦9 | pair
♣A, ♠A, ♣J, ♠6, ♦8 | pair
♣A, ♠A, ♣J, ♠6, ♦5 | pair
♣A, ♠A, ♣J, ♠6, ♦9 | pair
♣A, ♠A, ♣J, ♦8, ♦5 | pair
♣A, ♠A, ♣J, ♦8, ♦9 | pair
♣A, ♠A, ♣J, ♦5, ♦9 | pair
♣A, ♠A, ♠6, ♦8, ♦5 | pair
♣A, ♠A, ♠6, ♦8, ♦9 | pair
♣A, ♠A, ♠6, ♦5, ♦9 | pair
♣A, ♠A, ♦8, ♦5, ♦9 | pair
