♠Q, ♠2, ♥2, ♣K, ♣8 | pair
♥2, ♥K, ♠6, ♦7, ♣6 | pair
♥2, ♥K, ♠6, ♦7, ♦7 | pair
♥2, ♥K, ♠6, ♦7, ♦7 | pair
♥2, ♥K, ♠6, ♦7, ♠2 | pair
♥2, ♥K, ♠6, ♦7, ♥7 | pair
♥2, ♥K, ♠6, ♥5, ♣6 | pair
♥2, ♥K, ♠6, ♥5, ♠2 | pair
♥2, ♥K, ♠6, ♣6, ♦7 | pair
♥2, ♥K, ♠6, ♣6, ♦7 | pair
♥2, ♥K, ♠6, ♣6, ♠2 | two pairs
♥2, ♥K, ♠6, ♣6, ♥7 | pair
♥2, ♥K, ♠6, ♦7, ♦7 | pair
♥2, ♥K, ♠6, ♦7, ♠2 | pair
♥2, ♥K, ♠6, ♦7, ♥7 | pair
♥2, ♥K, ♠6, ♦7, ♠2 | pair
♥2, ♥K, ♠6, ♦7, ♥7 | pair
♥2, ♥K, ♠6, ♠2, ♥7 | pair
♥2, ♥K, ♦7, ♥5, ♦7 | pair
♥2, ♥K, ♦7, ♥5, ♦7 | pair
♥2, ♥K, ♦7, ♥5, ♠2 | pair
♥2, ♥K, ♦7, ♥5, ♥7 | pair
♥2, ♥K, ♦7, ♣6, ♦7 | pair
♥2, ♥K, ♦7, ♣6, ♦7 | pair
♥2, ♥K, ♦7, ♣6, ♠2 | pair
♥2, ♥K, ♦7, ♣6, ♥7 | pair
♥2, ♥K, ♦7, ♦7, ♦7 | three of a kind
♥2, ♥K, ♦7, ♦7, ♠2 | two pairs
♥2, ♥K, ♦7, ♦7, ♥7 | three of a kind
♥2, ♥K, ♦7, ♦7, ♠2 | two pairs
♥2, ♥K, ♦7, ♦7, ♥7 | three of a kind
♥2, ♥K, ♦7, ♠2, ♥7 | two pairs
♥2, ♥K, ♥5, ♣6, ♠2 | pair
♥2, ♥K, ♥5, ♦7, ♦7 | pair
♥2, ♥K, ♥5, ♦7, ♠2 | pair
♥2, ♥K, ♥5, ♦7, ♥7 | pair
♥2, ♥K, ♥5, ♦7, ♠2 | pair
♥2, ♥K, ♥5, ♦7, ♥7 | pair
♥2, ♥K, ♥5, ♠2, ♥7 | pair
♥2, ♥K, ♣6, ♦7, ♦7 | pair
♥2, ♥K, ♣6, ♦7, ♠2 | pair
♥2, ♥K, ♣6, ♦7, ♥7 | pair
♥2, ♥K, ♣6, ♦7, ♠2 | pair
♥2, ♥K, ♣6, ♦7, ♥7 | pair
♥2, ♥K, ♣6, ♠2, ♥7 | pair
♥2, ♥K, ♦7, ♦7, ♠2 | two pairs
♥2, ♥K, ♦7, ♦7, ♥7 | three of a kind
♥2, ♥K, ♦7, ♠2, ♥7 | two pairs
♥2, ♥K, ♦7, ♠2, ♥7 | two pairs
♥2, ♠6, ♦7, ♥5, ♣6 | pair
♥2, ♠6, ♦7, ♥5, ♦7 | pair
♥2, ♠6, ♦7, ♥5, ♦7 | pair
♥2, ♠6, ♦7, ♥5, ♠2 | pair
♥2, ♠6, ♦7, ♥5, ♥7 | pair
♥2, ♠6, ♦7, ♣6, ♦7 | two pairs
♥2, ♠6, ♦7, ♣6, ♦7 | two pairs
♥2, ♠6, ♦7, ♣6, ♠2 | two pairs
♥2, ♠6, ♦7, ♣6, ♥7 | two pairs
♥2, ♠6, ♦7, ♦7, ♦7 | three of a kind
♥2, ♠6, ♦7, ♦7, ♠2 | two pairs
♥2, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥2, ♠6, ♦7, ♦7, ♠2 | two pairs
♥2, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥2, ♠6, ♦7, ♠2, ♥7 | two pairs
♥2, ♠6, ♥5, ♣6, ♦7 | pair
♥2, ♠6, ♥5, ♣6, ♦7 | pair
♥2, ♠6, ♥5, ♣6, ♠2 | two pairs
♥2, ♠6, ♥5, ♣6, ♥7 | pair
♥2, ♠6, ♥5, ♦7, ♦7 | pair
♥2, ♠6, ♥5, ♦7, ♠2 | pair
♥2, ♠6, ♥5, ♦7, ♥7 | pair
♥2, ♠6, ♥5, ♦7, ♠2 | pair
♥2, ♠6, ♥5, ♦7, ♥7 | pair
♥2, ♠6, ♥5, ♠2, ♥7 | pair
♥2, ♠6, ♣6, ♦7, ♦7 | two pairs
♥2, ♠6, ♣6, ♦7, ♠2 | two pairs
♥2, ♠6, ♣6, ♦7, ♥7 | two pairs
♥2, ♠6, ♣6, ♦7, ♠2 | two pairs
♥2, ♠6, ♣6, ♦7, ♥7 | two pairs
♥2, ♠6, ♣6, ♠2, ♥7 | two pairs
♥2, ♠6, ♦7, ♦7, ♠2 | two pairs
♥2, ♠6, ♦7, ♦7, ♥7 | three of a kind
♥2, ♠6, ♦7, ♠2, ♥7 | two pairs
♥2, ♠6, ♦7, ♠2, ♥7 | two pairs
♥2, ♦7, ♥5, ♣6, ♦7 | pair
♥2, ♦7, ♥5, ♣6, ♦7 | pair
♥2, ♦7, ♥5, ♣6, ♠2 | pair
♥2, ♦7, ♥5, ♣6, ♥7 | pair
♥2, ♦7, ♥5, ♦7, ♦7 | three of a kind
♥2, ♦7, ♥5, ♦7, ♠2 | two pairs
♥2, ♦7, ♥5, ♦7, ♥7 | three of a kind
♥2, ♦7, ♥5, ♦7, ♠2 | two pairs
♥2, ♦7, ♥5, ♦7, ♥7 | three of a kind
♥2, ♦7, ♥5, ♠2, ♥7 | two pairs
♥2, ♦7, ♣6, ♦7, ♦7 | three of a kind
♥2, ♦7, ♣6, ♦7, ♠2 | two pairs
♥2, ♦7, ♣6, ♦7, ♥7 | three of a kind
♥2, ♦7, ♣6, ♦7, ♠2 | two pairs
♥2, ♦7, ♣6, ♦7, ♥7 | three of a kind
♥2, ♦7, ♣6, ♠2, ♥7 | two pairs
♥2, ♦7, ♦7, ♦7, ♠2 | fullhouse
♥2, ♦7, ♦7, ♦7, ♥7 | four of a kind!
♥2, ♦7, ♦7, ♠2, ♥7 | fullhouse
♥2, ♦7, ♦7, ♠2, ♥7 | fullhouse
♥2, ♥5, ♣6, ♦7, ♦7 | pair
♥2, ♥5, ♣6, ♦7, ♠2 | pair
♥2, ♥5, ♣6, ♦7, ♥7 | pair
♥2, ♥5, ♣6, ♦7, ♠2 | pair
♥2, ♥5, ♣6, ♦7, ♥7 | pair
♥2, ♥5, ♣6, ♠2, ♥7 | pair
♥2, ♥5, ♦7, ♦7, ♠2 | two pairs
♥2, ♥5, ♦7, ♦7, ♥7 | three of a kind
♥2, ♥5, ♦7, ♠2, ♥7 | two pairs
♥2, ♥5, ♦7, ♠2, ♥7 | two pairs
♥2, ♣6, ♦7, ♦7, ♠2 | two pairs
♥2, ♣6, ♦7, ♦7, ♥7 | three of a kind
♥2, ♣6, ♦7, ♠2, ♥7 | two pairs
♥2, ♣6, ♦7, ♠2, ♥7 | two pairs
♥2, ♦7, ♦7, ♠2, ♥7 | fullhouse
♣K, ♣8, ♥A, ♥K, ♠6 | pair
♣K, ♣8, ♥A, ♥K, ♦7 | pair
♣K, ♣8, ♥A, ♥K, ♥5 | pair
♣K, ♣8, ♥A, ♥K, ♣6 | pair
♣K, ♣8, ♥A, ♥K, ♦7 | pair
♣K, ♣8, ♥A, ♥K, ♦7 | pair
♣K, ♣8, ♥A, ♥K, ♠2 | pair
♣K, ♣8, ♥A, ♥K, ♥7 | pair
♣K, ♣8, ♥A, ♠6, ♣6 | pair
♣K, ♣8, ♥A, ♦7, ♦7 | pair
♣K, ♣8, ♥A, ♦7, ♦7 | pair
♣K, ♣8, ♥A, ♦7, ♥7 | pair
♣K, ♣8, ♥A, ♦7, ♦7 | pair
♣K, ♣8, ♥A, ♦7, ♥7 | pair
♣K, ♣8, ♥A, ♦7, ♥7 | pair
♣K, ♣8, ♥K, ♠6, ♦7 | pair
♣K, ♣8, ♥K, ♠6, ♥5 | pair
♣K, ♣8, ♥K, ♠6, ♣6 | two pairs
♣K, ♣8, ♥K, ♠6, ♦7 | pair
♣K, ♣8, ♥K, ♠6, ♦7 | pair
♣K, ♣8, ♥K, ♠6, ♠2 | pair
♣K, ♣8, ♥K, ♠6, ♥7 | pair
♣K, ♣8, ♥K, ♦7, ♥5 | pair
♣K, ♣8, ♥K, ♦7, ♣6 | pair
♣K, ♣8, ♥K, ♦7, ♦7 | two pairs
♣K, ♣8, ♥K, ♦7, ♦7 | two pairs
♣K, ♣8, ♥K, ♦7, ♠2 | pair
♣K, ♣8, ♥K, ♦7, ♥7 | two pairs
♣K, ♣8, ♥K, ♥5, ♣6 | pair
♣K, ♣8, ♥K, ♥5, ♦7 | pair
♣K, ♣8, ♥K, ♥5, ♦7 | pair
♣K, ♣8, ♥K, ♥5, ♠2 | pair
♣K, ♣8, ♥K, ♥5, ♥7 | pair
♣K, ♣8, ♥K, ♣6, ♦7 | pair
♣K, ♣8, ♥K, ♣6, ♦7 | pair
♣K, ♣8, ♥K, ♣6, ♠2 | pair
♣K, ♣8, ♥K, ♣6, ♥7 | pair
♣K, ♣8, ♥K, ♦7, ♦7 | two pairs
♣K, ♣8, ♥K, ♦7, ♠2 | pair
♣K, ♣8, ♥K, ♦7, ♥7 | two pairs
♣K, ♣8, ♥K, ♦7, ♠2 | pair
♣K, ♣8, ♥K, ♦7, ♥7 | two pairs
♣K, ♣8, ♥K, ♠2, ♥7 | pair
♣K, ♣8, ♠6, ♦7, ♣6 | pair
♣K, ♣8, ♠6, ♦7, ♦7 | pair
♣K, ♣8, ♠6, ♦7, ♦7 | pair
♣K, ♣8, ♠6, ♦7, ♥7 | pair
♣K, ♣8, ♠6, ♥5, ♣6 | pair
♣K, ♣8, ♠6, ♣6, ♦7 | pair
♣K, ♣8, ♠6, ♣6, ♦7 | pair
♣K, ♣8, ♠6, ♣6, ♠2 | pair
♣K, ♣8, ♠6, ♣6, ♥7 | pair
♣K, ♣8, ♠6, ♦7, ♦7 | pair
♣K, ♣8, ♠6, ♦7, ♥7 | pair
♣K, ♣8, ♠6, ♦7, ♥7 | pair
♣K, ♣8, ♦7, ♥5, ♦7 | pair
♣K, ♣8, ♦7, ♥5, ♦7 | pair
♣K, ♣8, ♦7, ♥5, ♥7 | pair
♣K, ♣8, ♦7, ♣6, ♦7 | pair
♣K, ♣8, ♦7, ♣6, ♦7 | pair
♣K, ♣8, ♦7, ♣6, ♥7 | pair
♣K, ♣8, ♦7, ♦7, ♦7 | three of a kind
♣K, ♣8, ♦7, ♦7, ♠2 | pair
♣K, ♣8, ♦7, ♦7, ♥7 | three of a kind
♣K, ♣8, ♦7, ♦7, ♠2 | pair
♣K, ♣8, ♦7, ♦7, ♥7 | three of a kind
♣K, ♣8, ♦7, ♠2, ♥7 | pair
♣K, ♣8, ♥5, ♦7, ♦7 | pair
♣K, ♣8, ♥5, ♦7, ♥7 | pair
♣K, ♣8, ♥5, ♦7, ♥7 | pair
♣K, ♣8, ♣6, ♦7, ♦7 | pair
♣K, ♣8, ♣6, ♦7, ♥7 | pair
♣K, ♣8, ♣6, ♦7, ♥7 | pair
♣K, ♣8, ♦7, ♦7, ♠2 | pair
♣K, ♣8, ♦7, ♦7, ♥7 | three of a kind
♣K, ♣8, ♦7, ♠2, ♥7 | pair
♣K, ♣8, ♦7, ♠2, ♥7 | pair
♣K, ♥A, ♥K, ♠6, ♦7 | pair
♣K, ♥A, ♥K, ♠6, ♥5 | pair
♣K, ♥A, ♥K, ♠6, ♣6 | two pairs
♣K, ♥A, ♥K, ♠6, ♦7 | pair
♣K, ♥A, ♥K, ♠6, ♦7 | pair
♣K, ♥A, ♥K, ♠6, ♠2 | pair
♣K, ♥A, ♥K, ♠6, ♥7 | pair
♣K, ♥A, ♥K, ♦7, ♥5 | pair
♣K, ♥A, ♥K, ♦7, ♣6 | pair
♣K, ♥A, ♥K, ♦7, ♦7 | two pairs
♣K, ♥A, ♥K, ♦7, ♦7 | two pairs
♣K, ♥A, ♥K, ♦7, ♠2 | pair
♣K, ♥A, ♥K, ♦7, ♥7 | two pairs
♣K, ♥A, ♥K, ♥5, ♣6 | pair
♣K, ♥A, ♥K, ♥5, ♦7 | pair
♣K, ♥A, ♥K, ♥5, ♦7 | pair
♣K, ♥A, ♥K, ♥5, ♠2 | pair
♣K, ♥A, ♥K, ♥5, ♥7 | pair
♣K, ♥A, ♥K, ♣6, ♦7 | pair
♣K, ♥A, ♥K, ♣6, ♦7 | pair
♣K, ♥A, ♥K, ♣6, ♠2 | pair
♣K, ♥A, ♥K, ♣6, ♥7 | pair
♣K, ♥A, ♥K, ♦7, ♦7 | two pairs
♣K, ♥A, ♥K, ♦7, ♠2 | pair
♣K, ♥A, ♥K, ♦7, ♥7 | two pairs
♣K, ♥A, ♥K, ♦7, ♠2 | pair
♣K, ♥A, ♥K, ♦7, ♥7 | two pairs
♣K, ♥A, ♥K, ♠2, ♥7 | pair
♣K, ♥A, ♠6, ♦7, ♣6 | pair
♣K, ♥A, ♠6, ♦7, ♦7 | pair
♣K, ♥A, ♠6, ♦7, ♦7 | pair
♣K, ♥A, ♠6, ♦7, ♥7 | pair
♣K, ♥A, ♠6, ♥5, ♣6 | pair
♣K, ♥A, ♠6, ♣6, ♦7 | pair
♣K, ♥A, ♠6, ♣6, ♦7 | pair
♣K, ♥A, ♠6, ♣6, ♠2 | pair
♣K, ♥A, ♠6, ♣6, ♥7 | pair
♣K, ♥A, ♠6, ♦7, ♦7 | pair
♣K, ♥A, ♠6, ♦7, ♥7 | pair
♣K, ♥A, ♠6, ♦7, ♥7 | pair
♣K, ♥A, ♦7, ♥5, ♦7 | pair
♣K, ♥A, ♦7, ♥5, ♦7 | pair
♣K, ♥A, ♦7, ♥5, ♥7 | pair
♣K, ♥A, ♦7, ♣6, ♦7 | pair
♣K, ♥A, ♦7, ♣6, ♦7 | pair
♣K, ♥A, ♦7, ♣6, ♥7 | pair
♣K, ♥A, ♦7, ♦7, ♦7 | three of a kind
♣K, ♥A, ♦7, ♦7, ♠2 | pair
♣K, ♥A, ♦7, ♦7, ♥7 | three of a kind
♣K, ♥A, ♦7, ♦7, ♠2 | pair
♣K, ♥A, ♦7, ♦7, ♥7 | three of a kind
♣K, ♥A, ♦7, ♠2, ♥7 | pair
♣K, ♥A, ♥5, ♦7, ♦7 | pair
♣K, ♥A, ♥5, ♦7, ♥7 | pair
♣K, ♥A, ♥5, ♦7, ♥7 | pair
♣K, ♥A, ♣6, ♦7, ♦7 | pair
♣K, ♥A, ♣6, ♦7, ♥7 | pair
♣K, ♥A, ♣6, ♦7, ♥7 | pair
♣K, ♥A, ♦7, ♦7, ♠2 | pair
♣K, ♥A, ♦7, ♦7, ♥7 | three of a kind
♣K, ♥A, ♦7, ♠2, ♥7 | pair
♣K, ♥A, ♦7, ♠2, ♥7 | pair
♣K, ♥K, ♠6, ♦7, ♥5 | pair
♣K, ♥K, ♠6, ♦7, ♣6 | two pairs
♣K, ♥K, ♠6, ♦7, ♦7 | two pairs
♣K, ♥K, ♠6, ♦7, ♦7 | two pairs
♣K, ♥K, ♠6, ♦7, ♠2 | pair
♣K, ♥K, ♠6, ♦7, ♥7 | two pairs
♣K, ♥K, ♠6, ♥5, ♣6 | two pairs
♣K, ♥K, ♠6, ♥5, ♦7 | pair
♣K, ♥K, ♠6, ♥5, ♦7 | pair
♣K, ♥K, ♠6, ♥5, ♠2 | pair
♣K, ♥K, ♠6, ♥5, ♥7 | pair
♣K, ♥K, ♠6, ♣6, ♦7 | two pairs
♣K, ♥K, ♠6, ♣6, ♦7 | two pairs
♣K, ♥K, ♠6, ♣6, ♠2 | two pairs
♣K, ♥K, ♠6, ♣6, ♥7 | two pairs
♣K, ♥K, ♠6, ♦7, ♦7 | two pairs
♣K, ♥K, ♠6, ♦7, ♠2 | pair
♣K, ♥K, ♠6, ♦7, ♥7 | two pairs
♣K, ♥K, ♠6, ♦7, ♠2 | pair
♣K, ♥K, ♠6, ♦7, ♥7 | two pairs
♣K, ♥K, ♠6, ♠2, ♥7 | pair
♣K, ♥K, ♦7, ♥5, ♣6 | pair
♣K, ♥K, ♦7, ♥5, ♦7 | two pairs
♣K, ♥K, ♦7, ♥5, ♦7 | two pairs
♣K, ♥K, ♦7, ♥5, ♠2 | pair
♣K, ♥K, ♦7, ♥5, ♥7 | two pairs
♣K, ♥K, ♦7, ♣6, ♦7 | two pairs
♣K, ♥K, ♦7, ♣6, ♦7 | two pairs
♣K, ♥K, ♦7, ♣6, ♠2 | pair
♣K, ♥K, ♦7, ♣6, ♥7 | two pairs
♣K, ♥K, ♦7, ♦7, ♦7 | fullhouse
♣K, ♥K, ♦7, ♦7, ♠2 | two pairs
♣K, ♥K, ♦7, ♦7, ♥7 | fullhouse
♣K, ♥K, ♦7, ♦7, ♠2 | two pairs
♣K, ♥K, ♦7, ♦7, ♥7 | fullhouse
♣K, ♥K, ♦7, ♠2, ♥7 | two pairs
♣K, ♥K, ♥5, ♣6, ♦7 | pair
♣K, ♥K, ♥5, ♣6, ♦7 | pair
♣K, ♥K, ♥5, ♣6, ♠2 | pair
♣K, ♥K, ♥5, ♣6, ♥7 | pair
♣K, ♥K, ♥5, ♦7, ♦7 | two pairs
♣K, ♥K, ♥5, ♦7, ♠2 | pair
♣K, ♥K, ♥5, ♦7, ♥7 | two pairs
♣K, ♥K, ♥5, ♦7, ♠2 | pair
♣K, ♥K, ♥5, ♦7, ♥7 | two pairs
♣K, ♥K, ♥5, ♠2, ♥7 | pair
♣K, ♥K, ♣6, ♦7, ♦7 | two pairs
♣K, ♥K, ♣6, ♦7, ♠2 | pair
♣K, ♥K, ♣6, ♦7, ♥7 | two pairs
♣K, ♥K, ♣6, ♦7, ♠2 | pair
♣K, ♥K, ♣6, ♦7, ♥7 | two pairs
♣K, ♥K, ♣6, ♠2, ♥7 | pair
♣K, ♥K, ♦7, ♦7, ♠2 | two pairs
♣K, ♥K, ♦7, ♦7, ♥7 | fullhouse
♣K, ♥K, ♦7, ♠2, ♥7 | two pairs
♣K, ♥K, ♦7, ♠2, ♥7 | two pairs
♣K, ♠6, ♦7, ♥5, ♣6 | pair
♣K, ♠6, ♦7, ♥5, ♦7 | pair
♣K, ♠6, ♦7, ♥5, ♦7 | pair
♣K, ♠6, ♦7, ♥5, ♥7 | pair
♣K, ♠6, ♦7, ♣6, ♦7 | two pairs
♣K, ♠6, ♦7, ♣6, ♦7 | two pairs
♣K, ♠6, ♦7, ♣6, ♠2 | pair
♣K, ♠6, ♦7, ♣6, ♥7 | two pairs
♣K, ♠6, ♦7, ♦7, ♦7 | three of a kind
♣K, ♠6, ♦7, ♦7, ♠2 | pair
♣K, ♠6, ♦7, ♦7, ♥7 | three of a kind
♣K, ♠6, ♦7, ♦7, ♠2 | pair
♣K, ♠6, ♦7, ♦7, ♥7 | three of a kind
♣K, ♠6, ♦7, ♠2, ♥7 | pair
♣K, ♠6, ♥5, ♣6, ♦7 | pair
♣K, ♠6, ♥5, ♣6, ♦7 | pair
♣K, ♠6, ♥5, ♣6, ♠2 | pair
♣K, ♠6, ♥5, ♣6, ♥7 | pair
♣K, ♠6, ♥5, ♦7, ♦7 | pair
♣K, ♠6, ♥5, ♦7, ♥7 | pair
♣K, ♠6, ♥5, ♦7, ♥7 | pair
♣K, ♠6, ♣6, ♦7, ♦7 | two pairs
♣K, ♠6, ♣6, ♦7, ♠2 | pair
♣K, ♠6, ♣6, ♦7, ♥7 | two pairs
♣K, ♠6, ♣6, ♦7, ♠2 | pair
♣K, ♠6, ♣6, ♦7, ♥7 | two pairs
♣K, ♠6, ♣6, ♠2, ♥7 | pair
♣K, ♠6, ♦7, ♦7, ♠2 | pair
♣K, ♠6, ♦7, ♦7, ♥7 | three of a kind
♣K, ♠6, ♦7, ♠2, ♥7 | pair
♣K, ♠6, ♦7, ♠2, ♥7 | pair
♣K, ♦7, ♥5, ♣6, ♦7 | pair
♣K, ♦7, ♥5, ♣6, ♦7 | pair
♣K, ♦7, ♥5, ♣6, ♥7 | pair
♣K, ♦7, ♥5, ♦7, ♦7 | three of a kind
♣K, ♦7, ♥5, ♦7, ♠2 | pair
♣K, ♦7, ♥5, ♦7, ♥7 | three of a kind
♣K, ♦7, ♥5, ♦7, ♠2 | pair
♣K, ♦7, ♥5, ♦7, ♥7 | three of a kind
♣K, ♦7, ♥5, ♠2, ♥7 | pair
♣K, ♦7, ♣6, ♦7, ♦7 | three of a kind
♣K, ♦7, ♣6, ♦7, ♠2 | pair
♣K, ♦7, ♣6, ♦7, ♥7 | three of a kind
♣K, ♦7, ♣6, ♦7, ♠2 | pair
♣K, ♦7, ♣6, ♦7, ♥7 | three of a kind
♣K, ♦7, ♣6, ♠2, ♥7 | pair
♣K, ♦7, ♦7, ♦7, ♠2 | three of a kind
♣K, ♦7, ♦7, ♦7, ♥7 | four of a kind!
♣K, ♦7, ♦7, ♠2, ♥7 | three of a kind
♣K, ♦7, ♦7, ♠2, ♥7 | three of a kind
♣K, ♥5, ♣6, ♦7, ♦7 | pair
♣K, ♥5, ♣6, ♦7, ♥7 | pair
♣K, ♥5, ♣6, ♦7, ♥7 | pair
♣K, ♥5, ♦7, ♦7, ♠2 | pair
♣K, ♥5, ♦7, ♦7, ♥7 | three of a kind
♣K, ♥5, ♦7, ♠2, ♥7 | pair
♣K, ♥5, ♦7, ♠2, ♥7 | pair
♣K, ♣6, ♦7, ♦7, ♠2 | pair
♣K, ♣6, ♦7, ♦7, ♥7 | three of a kind
♣K, ♣6, ♦7, ♠2, ♥7 | pair
♣K, ♣6, ♦7, ♠2, ♥7 | pair
♣K, ♦7, ♦7, ♠2, ♥7 | three of a kind
♣8, ♥A, ♥K, ♠6, ♣6 | pair
♣8, ♥A, ♥K, ♦7, ♦7 | pair
♣8, ♥A, ♥K, ♦7, ♦7 | pair
♣8, ♥A, ♥K, ♦7, ♥7 | pair
♣8, ♥A, ♥K, ♦7, ♦7 | pair
♣8, ♥A, ♥K, ♦7, ♥7 | pair
♣8, ♥A, ♥K, ♦7, ♥7 | pair
♣8, ♥A, ♠6, ♦7, ♣6 | pair
♣8, ♥A, ♠6, ♦7, ♦7 | pair
♣8, ♥A, ♠6, ♦7, ♦7 | pair
♣8, ♥A, ♠6, ♦7, ♥7 | pair
♣8, ♥A, ♠6, ♥5, ♣6 | pair
♣8, ♥A, ♠6, ♣6, ♦7 | pair
♣8, ♥A, ♠6, ♣6, ♦7 | pair
♣8, ♥A, ♠6, ♣6, ♠2 | pair
♣8, ♥A, ♠6, ♣6, ♥7 | pair
♣8, ♥A, ♠6, ♦7, ♦7 | pair
♣8, ♥A, ♠6, ♦7, ♥7 | pair
♣8, ♥A, ♠6, ♦7, ♥7 | pair
♣8, ♥A, ♦7, ♥5, ♦7 | pair
♣8, ♥A, ♦7, ♥5, ♦7 | pair
♣8, ♥A, ♦7, ♥5, ♥7 | pair
♣8, ♥A, ♦7, ♣6, ♦7 | pair
♣8, ♥A, ♦7, ♣6, ♦7 | pair
♣8, ♥A, ♦7, ♣6, ♥7 | pair
♣8, ♥A, ♦7, ♦7, ♦7 | three of a kind
♣8, ♥A, ♦7, ♦7, ♠2 | pair
♣8, ♥A, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥A, ♦7, ♦7, ♠2 | pair
♣8, ♥A, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥A, ♦7, ♠2, ♥7 | pair
♣8, ♥A, ♥5, ♦7, ♦7 | pair
♣8, ♥A, ♥5, ♦7, ♥7 | pair
♣8, ♥A, ♥5, ♦7, ♥7 | pair
♣8, ♥A, ♣6, ♦7, ♦7 | pair
♣8, ♥A, ♣6, ♦7, ♥7 | pair
♣8, ♥A, ♣6, ♦7, ♥7 | pair
♣8, ♥A, ♦7, ♦7, ♠2 | pair
♣8, ♥A, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥A, ♦7, ♠2, ♥7 | pair
♣8, ♥A, ♦7, ♠2, ♥7 | pair
♣8, ♥K, ♠6, ♦7, ♣6 | pair
♣8, ♥K, ♠6, ♦7, ♦7 | pair
♣8, ♥K, ♠6, ♦7, ♦7 | pair
♣8, ♥K, ♠6, ♦7, ♥7 | pair
♣8, ♥K, ♠6, ♥5, ♣6 | pair
♣8, ♥K, ♠6, ♣6, ♦7 | pair
♣8, ♥K, ♠6, ♣6, ♦7 | pair
♣8, ♥K, ♠6, ♣6, ♠2 | pair
♣8, ♥K, ♠6, ♣6, ♥7 | pair
♣8, ♥K, ♠6, ♦7, ♦7 | pair
♣8, ♥K, ♠6, ♦7, ♥7 | pair
♣8, ♥K, ♠6, ♦7, ♥7 | pair
♣8, ♥K, ♦7, ♥5, ♦7 | pair
♣8, ♥K, ♦7, ♥5, ♦7 | pair
♣8, ♥K, ♦7, ♥5, ♥7 | pair
♣8, ♥K, ♦7, ♣6, ♦7 | pair
♣8, ♥K, ♦7, ♣6, ♦7 | pair
♣8, ♥K, ♦7, ♣6, ♥7 | pair
♣8, ♥K, ♦7, ♦7, ♦7 | three of a kind
♣8, ♥K, ♦7, ♦7, ♠2 | pair
♣8, ♥K, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥K, ♦7, ♦7, ♠2 | pair
♣8, ♥K, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥K, ♦7, ♠2, ♥7 | pair
♣8, ♥K, ♥5, ♦7, ♦7 | pair
♣8, ♥K, ♥5, ♦7, ♥7 | pair
♣8, ♥K, ♥5, ♦7, ♥7 | pair
♣8, ♥K, ♣6, ♦7, ♦7 | pair
♣8, ♥K, ♣6, ♦7, ♥7 | pair
♣8, ♥K, ♣6, ♦7, ♥7 | pair
♣8, ♥K, ♦7, ♦7, ♠2 | pair
♣8, ♥K, ♦7, ♦7, ♥7 | three of a kind
♣8, ♥K, ♦7, ♠2, ♥7 | pair
♣8, ♥K, ♦7, ♠2, ♥7 | pair
♣8, ♠6, ♦7, ♥5, ♣6 | pair
♣8, ♠6, ♦7, ♥5, ♦7 | pair
♣8, ♠6, ♦7, ♥5, ♦7 | pair
♣8, ♠6, ♦7, ♥5, ♥7 | pair
♣8, ♠6, ♦7, ♣6, ♦7 | two pairs
♣8, ♠6, ♦7, ♣6, ♦7 | two pairs
♣8, ♠6, ♦7, ♣6, ♠2 | pair
♣8, ♠6, ♦7, ♣6, ♥7 | two pairs
♣8, ♠6, ♦7, ♦7, ♦7 | three of a kind
♣8, ♠6, ♦7, ♦7, ♠2 | pair
♣8, ♠6, ♦7, ♦7, ♥7 | three of a kind
♣8, ♠6, ♦7, ♦7, ♠2 | pair
♣8, ♠6, ♦7, ♦7, ♥7 | three of a kind
♣8, ♠6, ♦7, ♠2, ♥7 | pair
♣8, ♠6, ♥5, ♣6, ♦7 | pair
♣8, ♠6, ♥5, ♣6, ♦7 | pair
♣8, ♠6, ♥5, ♣6, ♠2 | pair
♣8, ♠6, ♥5, ♣6, ♥7 | pair
♣8, ♠6, ♥5, ♦7, ♦7 | pair
♣8, ♠6, ♥5, ♦7, ♥7 | pair
♣8, ♠6, ♥5, ♦7, ♥7 | pair
♣8, ♠6, ♣6, ♦7, ♦7 | two pairs
♣8, ♠6, ♣6, ♦7, ♠2 | pair
♣8, ♠6, ♣6, ♦7, ♥7 | two pairs
♣8, ♠6, ♣6, ♦7, ♠2 | pair
♣8, ♠6, ♣6, ♦7, ♥7 | two pairs
♣8, ♠6, ♣6, ♠2, ♥7 | pair
♣8, ♠6, ♦7, ♦7, ♠2 | pair
♣8, ♠6, ♦7, ♦7, ♥7 | three of a kind
♣8, ♠6, ♦7, ♠2, ♥7 | pair
♣8, ♠6, ♦7, ♠2, ♥7 | pair
♣8, ♦7, ♥5, ♣6, ♦7 | pair
♣8, ♦7, ♥5, ♣6, ♦7 | pair
♣8, ♦7, ♥5, ♣6, ♥7 | pair
♣8, ♦7, ♥5, ♦7, ♦7 | three of a kind
