♦8, ♥4, ♠4, ♦9, ♦7 | pair
♥7, ♠K, ♥K, ♥2, ♦K | three of a kind
♥7, ♠K, ♥K, ♠2, ♦K | three of a kind
♥7, ♠K, ♥2, ♠2, ♦K | two pairs
♥7, ♥2, ♥K, ♥2, ♠2 | three of a kind
♥7, ♥2, ♥K, ♥2, ♦K | two pairs
♥7, ♥2, ♥K, ♠2, ♦K | two pairs
♥7, ♥2, ♥2, ♠2, ♦K | three of a kind
♥7, ♥K, ♥2, ♠2, ♦K | two pairs
♥4, ♣10, ♠K, ♥2, ♥K | pair
♥4, ♣10, ♠K, ♥2, ♥2 | pair
♥4, ♣10, ♠K, ♥2, ♠2 | pair
♥4, ♣10, ♠K, ♥2, ♦K | pair
♥4, ♣10, ♠K, ♥K, ♥2 | pair
♥4, ♣10, ♠K, ♥K, ♠2 | pair
♥4, ♣10, ♠K, ♥K, ♦K | three of a kind
♥4, ♣10, ♠K, ♥2, ♠2 | pair
♥4, ♣10, ♠K, ♥2, ♦K | pair
♥4, ♣10, ♠K, ♠2, ♦K | pair
♥4, ♣10, ♥2, ♥K, ♥2 | pair
♥4, ♣10, ♥2, ♥K, ♠2 | pair
♥4, ♣10, ♥2, ♥K, ♦K | pair
♥4, ♣10, ♥2, ♥2, ♠2 | three of a kind
♥4, ♣10, ♥2, ♥2, ♦K | pair
♥4, ♣10, ♥2, ♠2, ♦K | pair
♥4, ♣10, ♥K, ♥2, ♠2 | pair
♥4, ♣10, ♥K, ♥2, ♦K | pair
♥4, ♣10, ♥K, ♠2, ♦K | pair
♥4, ♣10, ♥2, ♠2, ♦K | pair
♥4, ♠K, ♥2, ♥K, ♥2 | two pairs
♥4, ♠K, ♥2, ♥K, ♠2 | two pairs
♥4, ♠K, ♥2, ♥K, ♦K | three of a kind
♥4, ♠K, ♥2, ♥2, ♠2 | three of a kind
♥4, ♠K, ♥2, ♥2, ♦K | two pairs
♥4, ♠K, ♥2, ♠2, ♦K | two pairs
♥4, ♠K, ♥K, ♥2, ♠2 | two pairs
♥4, ♠K, ♥K, ♥2, ♦K | three of a kind
♥4, ♠K, ♥K, ♠2, ♦K | three of a kind
♥4, ♠K, ♥2, ♠2, ♦K | two pairs
♥4, ♥2, ♥K, ♥2, ♠2 | three of a kind
♥4, ♥2, ♥K, ♥2, ♦K | two pairs
♥4, ♥2, ♥K, ♠2, ♦K | two pairs
♥4, ♥2, ♥2, ♠2, ♦K | three of a kind
♥4, ♥K, ♥2, ♠2, ♦K | two pairs
♣10, ♠K, ♥2, ♥K, ♥2 | two pairs
♣10, ♠K, ♥2, ♥K, ♠2 | two pairs
♣10, ♠K, ♥2, ♥K, ♦K | three of a kind
♣10, ♠K, ♥2, ♥2, ♠2 | three of a kind
♣10, ♠K, ♥2, ♥2, ♦K | two pairs
♣10, ♠K, ♥2, ♠2, ♦K | two pairs
♣10, ♠K, ♥K, ♥2, ♠2 | two pairs
♣10, ♠K, ♥K, ♥2, ♦K | three of a kind
♣10, ♠K, ♥K, ♠2, ♦K | three of a kind
♣10, ♠K, ♥2, ♠2, ♦K | two pairs
♣10, ♥2, ♥K, ♥2, ♠2 | three of a kind
♣10, ♥2, ♥K, ♥2, ♦K | two pairs
♣10, ♥2, ♥K, ♠2, ♦K | two pairs
♣10, ♥2, ♥2, ♠2, ♦K | three of a kind
♣10, ♥K, ♥2, ♠2, ♦K | two pairs
♠K, ♥2, ♥K, ♥2, ♠2 | fullhouse
♠K, ♥2, ♥K, ♥2, ♦K | fullhouse
♠K, ♥2, ♥K, ♠2, ♦K | fullhouse
♠K, ♥2, ♥2, ♠2, ♦K | fullhouse
♠K, ♥K, ♥2, ♠2, ♦K | fullhouse
♥2, ♥K, ♥2, ♠2, ♦K | fullhouse
